$ Get data for 899:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:41:54 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA899           Tinkham Creek
WA899       0212  13     38.00
WA899       0212  14     34.00
WA899       0212  15     35.00
WA899       0212  16     36.00
WA899       0212  17     36.00
WA899       0212  18     34.00
WA899       0212  19     34.00
WA899       0212  20     35.00
WA899       0212  21     39.00
WA899       0212  22     40.00
WA899       0212  23     35.00
WA899       0212  24     36.00
WA899       0212  25     34.00
WA899       0212  26     32.00
WA899       0212  27     33.00
WA899       0212  28     30.00
WA899       0212  29     31.00
WA899       0312   1     35.00
WA899       0312   2     35.00
WA899       0312   3     39.00
WA899       0312   4     44.00
WA899       0312   5     36.00
WA899       0312   6     30.00
WA899       0312   7     36.00
WA899       0312   8     46.00
WA899       0312   9     49.00
WA899       0312  10     40.00
WA899       0312  11     34.00
WA899       0312  12     35.00
WA899       0312  13     31.00
WA899       0312  14     34.00
WA899       0312  15     37.00
WA899       0312  16     38.00
WA899       0312  17     36.00
WA899       0312  18     36.00
WA899       0312  19     37.00
WA899       0312  20     35.00
WA899       0312  21     36.00
WA899       0312  22     38.00
WA899       0312  23     41.00
WA899       0312  24     47.00
WA899       0312  25     47.00
WA899       0312  26     41.00
WA899       0312  27     41.00
WA899       0312  28     40.00
WA899       0312  29     38.00
WA899       0312  30     40.00
WA899       0312  31     38.00
WA899       0412   1     36.00
WA899       0412   2     45.00
WA899       0412   3     45.00
WA899       0412   4     41.00
WA899       0412   5     40.00
WA899       0412   6     39.00
WA899       0412   7     45.00
WA899       0412   8     50.00
WA899       0412   9     58.00
WA899       0412  10     58.00
WA899       0412  11     42.00
WA899       0412  12     43.00
WA899       0412  13     52.00
WA899       0412  14     49.00
WA899       0412  15     51.00
WA899       0412  16     42.00
WA899       0412  17     41.00
WA899       0412  18     43.00
WA899       0412  19     46.00
WA899       0412  20     43.00
WA899       0412  21     52.00
WA899       0412  22     59.00
WA899       0412  23     56.00
WA899       0412  24     47.00
WA899       0412  25     53.00
WA899       0412  26     40.00
WA899       0412  27     44.00
WA899       0412  28     46.00
WA899       0412  29     47.00
WA899       0412  30     41.00
WA899       0512   1     42.00
WA899       0512   2     46.00
WA899       0512   3     41.00
WA899       0512   4     42.00
WA899       0512   5     40.00
WA899       0512   6     54.00
WA899       0512   7     61.00
WA899       0512   8     60.00
WA899       0512   9     44.00
WA899       0512  10     47.00
WA899       0512  11     59.00
WA899       0512  12     64.00
WA899       0512  13     70.00
WA899       0512  14     69.00
WA899       0512  15     62.00
WA899       0512  16     60.00
WA899       0512  17     51.00
WA899       0512  18     52.00
WA899       0512  19     58.00
WA899       0512  20     47.00
WA899       0512  21     47.00
WA899       0512  22     44.00
WA899       0512  23     41.00
WA899       0512  24     53.00
WA899       0512  25     59.00
WA899       0512  26     60.00
WA899       0512  27     51.00
WA899       0512  28     47.00
WA899       0512  29     51.00
WA899       0512  30     58.00
WA899       0512  31     47.00
WA899       0612   1     53.00
WA899       0612   2     47.00
WA899       0612   3     48.00
WA899       0612   4     51.00
WA899       0612   5     42.00
WA899       0612   6     48.00
WA899       0612   7     48.00
WA899       0612   8     49.00
WA899       0612   9     43.00
WA899       0612  10     52.00
WA899       0612  11     66.00
WA899       0612  12     48.00
WA899       0612  13     47.00
WA899       0612  14     54.00
WA899       0612  15     65.00
WA899       0612  16     56.00
WA899       0612  17     51.00
WA899       0612  18     48.00
WA899       0612  19     50.00
WA899       0612  20     67.00
WA899       0612  21     73.00
WA899       0612  22     48.00
WA899       0612  23     54.00
WA899       0612  24     56.00
WA899       0612  25     58.00
WA899       0612  26     46.00
WA899       0612  27     66.00
WA899       0612  28     69.00
WA899       0612  29     63.00
WA899       0612  30     60.00
WA899       0712   1     56.00
WA899       0712   2     56.00
WA899       0712   3     49.00
WA899       0712   4     63.00
WA899       0712   5     69.00
WA899       0712   6     74.00
WA899       0712   7     78.00
WA899       0712   8     79.00
WA899       0712   9     77.00
WA899       0712  10     73.00
WA899       0712  11     75.00
WA899       0712  12     74.00
WA899       0712  13     72.00
WA899       0712  14     72.00
WA899       0712  15     58.00
WA899       0712  16     74.00
WA899       0712  17     75.00
WA899       0712  18     71.00
WA899       0712  19     73.00
WA899       0712  20     58.00
WA899       0712  21     65.00
WA899       0712  22     54.00
WA899       0712  23     52.00
WA899       0712  24     68.00
WA899       0712  25     77.00
WA899       0712  26     76.00
WA899       0712  27     61.00
WA899       0712  28     65.00
WA899       0712  29     68.00
WA899       0712  30     64.00
WA899       0712  31     64.00
WA899       0812   1     68.00
WA899       0812   2     65.00
WA899       0812   3     76.00
WA899       0812   4     84.00
WA899       0812   5     88.00
WA899       0812   6     80.00
WA899       0812   7     73.00
WA899       0812   8     64.00
WA899       0812   9     66.00
WA899       0812  10     69.00
WA899       0812  11     74.00
WA899       0812  12     82.00
WA899       0812  13     77.00
WA899       0812  14     74.00
WA899       0812  15     80.00
WA899       0812  16     84.00
WA899       0812  17     86.00
WA899       0812  18     81.00
WA899       0812  19     67.00
WA899       0812  20     68.00
WA899       0812  21     66.00
WA899       0812  22     59.00
WA899       0812  23     57.00
WA899       0812  24     62.00
WA899       0812  25     72.00
WA899       0812  26     70.00
WA899       0812  27     66.00
WA899       0812  28     61.00
WA899       0812  29     56.00
WA899       0812  30     65.00
WA899       0812  31     60.00
WA899       0912   1     61.00
WA899       0912   2     62.00
WA899       0912   3     64.00
WA899       0912   4     70.00
WA899       0912   5     71.00
WA899       0912   6     72.00
WA899       0912   7     76.00
WA899       0912   8     78.00
WA899       0912   9     55.00
WA899       0912  10     51.00
WA899       0912  11     56.00
WA899       0912  12     64.00
WA899       0912  13     70.00
WA899       0912  14     75.00
WA899       0912  15     68.00
WA899       0912  16     69.00
WA899       0912  17     76.00
WA899       0912  18     77.00
WA899       0912  19     76.00
WA899       0912  20     82.00
WA899       0912  21     55.00
WA899       0912  22     51.00
WA899       0912  23     59.00
WA899       0912  24     61.00
WA899       0912  25     58.00
WA899       0912  26     62.00
WA899       0912  27     72.00
WA899       0912  28     67.00
WA899       0912  29     57.00
WA899       0912  30     61.00
WA899       1012   1     67.00
WA899       1012   2     53.00
WA899       1012   3     54.00
WA899       1012   4     55.00
WA899       1012   5     55.00
WA899       1012   6     59.00
WA899       1012   7     67.00
WA899       1012   8     65.00
WA899       1012   9     62.00
WA899       1012  10     61.00
WA899       1012  11     66.00
WA899       1012  12     48.00
WA899       1012  13     51.00
WA899       1012  14     55.00
WA899       1012  15     54.00
WA899       1012  16     50.00
WA899       1012  17     48.00
WA899       1012  18     54.00
WA899       1012  19     52.00
WA899       1012  20     38.00
WA899       1012  21     38.00
WA899       1012  22     38.00
WA899       1012  23     40.00
WA899       1012  24     38.00
WA899       1012  25     40.00
WA899       1012  26     38.00
WA899       1012  27     47.00
WA899       1012  28     50.00
WA899       1012  29     51.00
WA899       1012  30     49.00
WA899       1012  31     52.00
WA899       1112   1     48.00
WA899       1112   2     48.00
WA899       1112   3     49.00
WA899       1112   4     53.00
WA899       1112   5     53.00
WA899       1112   6     54.00
WA899       1112   7     41.00
WA899       1112   8     40.00
WA899       1112   9     35.00
WA899       1112  10     35.00
WA899       1112  11     34.00
WA899       1112  12     35.00
WA899       1112  13     38.00
WA899       1112  14     40.00
WA899       1112  15     38.00
WA899       1112  16     38.00
WA899       1112  17     38.00
WA899       1112  18     38.00
WA899       1112  19     41.00
WA899       1112  20     41.00
WA899       1112  21     36.00
WA899       1112  22     36.00
WA899       1112  23     40.00
WA899       1112  24     39.00
WA899       1112  25     37.00
WA899       1112  26     38.00
WA899       1112  27     34.00
WA899       1112  28     36.00
WA899       1112  29     38.00
WA899       1112  30     41.00
WA899       1212   1     43.00
WA899       1212   2     38.00
WA899       1212   3     40.00
WA899       1212   4     41.00
WA899       1212   5     35.00
WA899       1212   6     34.00
WA899       1212   7     35.00
WA899       1212   8     32.00
WA899       1212   9     34.00
WA899       1212  10     37.00
WA899       1212  11     36.00
WA899       1212  12     34.00
WA899       1212  13     36.00
WA899       1212  14     33.00
WA899       1212  15     30.00
WA899       1212  16     33.00
WA899       1212  17     35.00
WA899       1212  18     29.00
WA899       1212  19     31.00
WA899       1212  20     34.00
WA899       1212  21     34.00
WA899       1212  22     36.00
WA899       1212  23     33.00
WA899       1212  24     35.00
WA899       1212  25     32.00
WA899       1212  26     32.00
WA899       1212  27     34.00
WA899       1212  28     33.00
WA899       1212  29     33.00
WA899       1212  30     32.00
WA899       1212  31     27.00
WA899       0113   1     29.00
WA899       0113   2     23.00
WA899       0113   3     25.00
WA899       0113   4     33.00
WA899       0113   5     30.00
WA899       0113   6     35.00
WA899       0113   7     39.00
WA899       0113   8     41.00
WA899       0113   9     44.00
WA899       0113  10     30.00
WA899       0113  11     28.00
WA899       0113  12     26.00
WA899       0113  13     28.00
WA899       0113  14     31.00
WA899       0113  15     36.00
WA899       0113  16     37.00
WA899       0113  17     39.00
WA899       0113  18     45.00
WA899       0113  19     43.00
WA899       0113  20     43.00
WA899       0113  21     42.00
WA899       0113  22     34.00
WA899       0113  23     34.00
WA899       0113  24     36.00
WA899       0113  25     39.00
WA899       0113  26     35.00
WA899       0113  27     33.00
WA899       0113  28     33.00
WA899       0113  29     37.00
WA899       0113  30     39.00
WA899       0113  31     38.00
WA899       0213   1     41.00
WA899       0213   2     47.00
WA899       0213   3     37.00
WA899       0213   4     39.00
WA899       0213   5     40.00
WA899       0213   6     38.00
WA899       0213   7     37.00
WA899       0213   8     34.00
WA899       0213   9     35.00
WA899       0213  10     38.00
WA899       0213  11     37.00
WA899       0213  12     39.00
WA899       0213  13     38.00
WA899       0213  14     38.00
WA899       0213  15     47.00
WA899       0213  16     38.00
WA899       0213  17     36.00
WA899       0213  18     37.00
WA899       0213  19     38.00
WA899       0213  20     35.00
WA899       0213  21     34.00
WA899       0213  22     35.00
WA899       0213  23     34.00
WA899       0213  24     37.00
WA899       0213  25     35.00
WA899       0213  26     37.00
WA899       0213  27     39.00
WA899       0213  28     39.00
WA899       0313   1     44.00
WA899       0313   2     44.00
WA899       0313   3     35.00
WA899       0313   4     39.00
WA899       0313   5     39.00
WA899       0313   6     40.00
WA899       0313   7     41.00
WA899       0313   8     45.00
WA899       0313   9     47.00
WA899       0313  10     38.00
WA899       0313  11     43.00
WA899       0313  12     42.00
WA899       0313  13     42.00
WA899       0313  14     48.00
WA899       0313  15     43.00
WA899       0313  16     39.00
WA899       0313  17     33.00
WA899       0313  18     36.00
WA899       0313  19     37.00
WA899       0313  20     37.00
WA899       0313  21     35.00
WA899       0313  22     38.00
WA899       0313  23     40.00
WA899       0313  24     39.00
WA899       0313  25     44.00
WA899       0313  26     52.00
WA899       0313  27     49.00
WA899       0313  28     49.00
WA899       0313  29     53.00
WA899       0313  30     58.00
WA899       0313  31     61.00
WA899       0413   1     57.00
WA899       0413   2     43.00
WA899       0413   3     52.00
WA899       0413   4     47.00
WA899       0413   5     44.00
WA899       0413   6     38.00
WA899       0413   7     35.00
WA899       0413   8     41.00
WA899       0413   9     44.00
WA899       0413  10     44.00
WA899       0413  11     38.00
WA899       0413  12     43.00
WA899       0413  13     34.00
WA899       0413  14     40.00
WA899       0413  15     40.00
WA899       0413  16     43.00
WA899       0413  17     44.00
WA899       0413  18     42.00
WA899       0413  19     43.00
WA899       0413  20     41.00
WA899       0413  21     39.00
WA899       0413  22     50.00
WA899       0413  23     51.00
WA899       0413  24     56.00
WA899       0413  25     59.00
WA899       0413  26     60.00
WA899       0413  27     45.00
WA899       0413  28     42.00
WA899       0413  29     40.00
WA899       0413  30     39.00
WA899       0513   1     47.00
WA899       0513   2     59.00
WA899       0513   3     62.00
WA899       0513   4     65.00
WA899       0513   5     69.00
WA899       0513   6     66.00
WA899       0513   7     65.00
WA899       0513   8     62.00
WA899       0513   9     67.00
WA899       0513  10     66.00
WA899       0513  11     60.00
WA899       0513  12     48.00
WA899       0513  13     51.00
WA899       0513  14     52.00
WA899       0513  15     53.00
WA899       0513  16     58.00
WA899       0513  17     47.00
WA899       0513  18     47.00
WA899       0513  19     47.00
WA899       0513  20     62.00
WA899       0513  21     47.00
WA899       0513  22     40.00
WA899       0513  23     47.00
WA899       0513  24     49.00
WA899       0513  25     52.00
WA899       0513  26     51.00
WA899       0513  27     46.00
WA899       0513  28     52.00
WA899       0513  29     47.00
WA899       0513  30     47.00
WA899       0513  31     54.00
WA899       0613   1     62.00
WA899       0613   2     51.00
WA899       0613   3     61.00
WA899       0613   4     71.00
WA899       0613   5     69.00
WA899       0613   6     71.00
WA899       0613   7     58.00
WA899       0613   8     63.00
WA899       0613   9     59.00
WA899       0613  10     59.00
WA899       0613  11     48.00
WA899       0613  12     52.00
WA899       0613  13     48.00
WA899       0613  14     56.00
WA899       0613  15     70.00
WA899       0613  16     69.00
WA899       0613  17     65.00
WA899       0613  18     60.00
WA899       0613  19     47.00
WA899       0613  20     46.00
WA899       0613  21     54.00
WA899       0613  22     68.00
WA899       0613  23     61.00
WA899       0613  24     53.00
WA899       0613  25     58.00
WA899       0613  26     59.00
WA899       0613  27     63.00
WA899       0613  28     78.00
WA899       0613  29     75.00
WA899       0613  30     83.00
WA899       0713   1     89.00
WA899       0713   2     79.00
WA899       0713   3     71.00
WA899       0713   4     63.00
WA899       0713   5     55.00
WA899       0713   6     69.00
WA899       0713   7     69.00
WA899       0713   8     69.00
WA899       0713   9     78.00
WA899       0713  10     71.00
WA899       0713  11     61.00
WA899       0713  12     58.00
WA899       0713  13     67.00
WA899       0713  14     72.00
WA899       0713  15     73.00
WA899       0713  16     82.00
WA899       0713  17     67.00
WA899       0713  18     71.00
WA899       0713  19     76.00
WA899       0713  20     74.00
WA899       0713  21     73.00
WA899       0713  22     73.00
WA899       0713  23     79.00
WA899       0713  24     77.00
WA899       0713  25     76.00
WA899       0713  26     77.00
WA899       0713  27     69.00
WA899       0713  28     67.00
WA899       0713  29     68.00
WA899       0713  30     71.00
WA899       0713  31     67.00
WA899       0813   1     56.00
WA899       0813   2     52.00
WA899       0813   3     64.00
WA899       0813   4     74.00
WA899       0813   5     77.00
WA899       0813   6     79.00
WA899       0813   7     75.00
WA899       0813   8     74.00
WA899       0813   9     75.00
WA899       0813  10     71.00
WA899       0813  11     62.00
WA899       0813  12     68.00
WA899       0813  13     72.00
WA899       0813  14     72.00
WA899       0813  15     64.00
WA899       0813  16     72.00
WA899       0813  17     66.00
WA899       0813  18     69.00
WA899       0813  19     66.00
WA899       0813  20     68.00
WA899       0813  21     78.00
WA899       0813  22     79.00
WA899       0813  23     64.00
WA899       0813  24     61.00
WA899       0813  25     65.00
WA899       0813  26     65.00
WA899       0813  27     69.00
WA899       0813  28     67.00
WA899       0813  29     62.00
WA899       0813  30     62.00
WA899       0813  31     74.00
WA899       0913   1     76.00
WA899       0913   2     71.00
WA899       0913   3     68.00
WA899       0913   4     68.00
WA899       0913   5     63.00
WA899       0913   6     57.00
WA899       0913   7     58.00
WA899       0913   8     68.00
WA899       0913   9     71.00
WA899       0913  10     77.00
WA899       0913  11     81.00
WA899       0913  12     82.00
WA899       0913  13     72.00
WA899       0913  14     84.00
WA899       0913  15     79.00
WA899       0913  16     55.00
WA899       0913  17     50.00
WA899       0913  18     52.00
WA899       0913  19     63.00
WA899       0913  20     67.00
WA899       0913  21     54.00
WA899       0913  22     49.00
WA899       0913  23     47.00
WA899       0913  24     49.00
WA899       0913  25     45.00
WA899       0913  26     53.00
WA899       0913  27     47.00
WA899       0913  28     50.00
WA899       0913  29     45.00
WA899       0913  30     42.00
WA899       1013   1     42.00
WA899       1013   2     45.00
WA899       1013   3     44.00
WA899       1013   4     54.00
WA899       1013   5     61.00
WA899       1013   6     60.00
WA899       1013   7     45.00
WA899       1013   8     42.00
WA899       1013   9     48.00
WA899       1013  10     47.00
WA899       1013  11     46.00
WA899       1013  12     45.00
WA899       1013  13     52.00
WA899       1013  14     56.00
WA899       1013  15     56.00
WA899       1013  16     57.00
WA899       1013  17     58.00
WA899       1013  18     60.00
WA899       1013  19     59.00
WA899       1013  20     61.00
WA899       1013  21     67.00
WA899       1013  22     65.00
WA899       1013  23     63.00
WA899       1013  24     62.00
WA899       1013  25     58.00
WA899       1013  26     58.00
WA899       1013  27     42.00
WA899       1013  28     48.00
WA899       1013  29     49.00
WA899       1013  30     47.00
WA899       1013  31     45.00
WA899       1113   1     49.00
WA899       1113   2     44.00
WA899       1113   3     35.00
WA899       1113   4     36.00
WA899       1113   5     36.00
WA899       1113   6     41.00
WA899       1113   7     40.00
WA899       1113   8     39.00
WA899       1113   9     40.00
WA899       1113  10     42.00
WA899       1113  11     45.00
WA899       1113  12     45.00
WA899       1113  13     44.00
WA899       1113  14     40.00
WA899       1113  15     38.00
WA899       1113  16     36.00
WA899       1113  17     39.00
WA899       1113  18     44.00
WA899       1113  19     44.00
WA899       1113  20     34.00
WA899       1113  21     35.00
WA899       1113  22     36.00
WA899       1113  23     39.00
WA899       1113  24     41.00
WA899       1113  25     44.00
WA899       1113  26     40.00
WA899       1113  27     42.00
WA899       1113  28     42.00
WA899       1113  29     42.00
WA899       1113  30     40.00
WA899       1213   1     45.00
WA899       1213   2     35.00
WA899       1213   3     29.00
WA899       1213   4     24.00
WA899       1213   5     20.00
WA899       1213   6     17.00
WA899       1213   7     19.00
WA899       1213   8     24.00
WA899       1213   9     27.00
WA899       1213  10     32.00
WA899       1213  11     33.00
WA899       1213  12     34.00
WA899       1213  13     38.00
WA899       1213  14     39.00
WA899       1213  15     41.00
WA899       1213  16     39.00
WA899       1213  17     45.00
WA899       1213  18     39.00
WA899       1213  19     31.00
WA899       1213  20     35.00
WA899       1213  21     36.00
WA899       1213  22     38.00
WA899       1213  23     42.00
WA899       1213  24     36.00
WA899       1213  25     35.00
WA899       1213  26     40.00
WA899       1213  27     42.00
WA899       1213  28     40.00
WA899       1213  29     37.00
WA899       1213  30     41.00
WA899       1213  31     39.00
WA899       0114   1     38.00
WA899       0114   2     44.00
WA899       0114   3     35.00
WA899       0114   4     36.00
WA899       0114   5     36.00
WA899       0114   6     35.00
WA899       0114   7     36.00
WA899       0114   8     37.00
WA899       0114   9     36.00
WA899       0114  10     37.00
WA899       0114  11     42.00
WA899       0114  12     40.00
WA899       0114  13     41.00
WA899       0114  14     41.00
WA899       0114  15     39.00
WA899       0114  16     48.00
WA899       0114  17     44.00
WA899       0114  18     43.00
WA899       0114  19     44.00
WA899       0114  20     42.00
WA899       0114  21     40.00
WA899       0114  22     39.00
WA899       0114  23     42.00
WA899       0114  24     42.00
WA899       0114  25     44.00
WA899       0114  26     40.00
WA899       0114  27     36.00
WA899       0114  28     35.00
WA899       0114  29     35.00
WA899       0114  30     35.00
WA899       0114  31     35.00
WA899       0214   1     35.00
WA899       0214   2     33.00
WA899       0214   3     30.00
WA899       0214   4     21.00
WA899       0214   5     13.00
WA899       0214   6     11.00
WA899       0214   7     23.00
WA899       0214   8     24.00
WA899       0214   9     25.00
WA899       0214  10     37.00
WA899       0214  11     39.00
WA899       0214  12     44.00
WA899       0214  13     39.00
WA899       0214  14     39.00
WA899       0214  15     35.00
WA899       0214  16     35.00
WA899       0214  17     35.00
WA899       0214  18     34.00
WA899       0214  19     33.00
WA899       0214  20     35.00
WA899       0214  21     34.00
WA899       0214  22     32.00
WA899       0214  23     34.00
WA899       0214  24     32.00
WA899       0214  25     33.00
WA899       0214  26     36.00
WA899       0214  27     37.00
WA899       0214  28     44.00
WA899       0314   1     36.00
WA899       0314   2     23.00
WA899       0314   3     39.00
WA899       0314   4     39.00
WA899       0314   5     45.00
WA899       0314   6     41.00
WA899       0314   7     43.00
WA899       0314   8     44.00
WA899       0314   9     44.00
WA899       0314  10     37.00
WA899       0314  11     40.00
WA899       0314  12     51.00
WA899       0314  13     50.00
WA899       0314  14     41.00
WA899       0314  15     49.00
WA899       0314  16     41.00
WA899       0314  17     34.00
WA899       0314  18     38.00
WA899       0314  19     37.00
WA899       0314  20     37.00
WA899       0314  21     42.00
WA899       0314  22     45.00
WA899       0314  23     46.00
WA899       0314  24     50.00
WA899       0314  25     46.00
WA899       0314  26     43.00
WA899       0314  27     42.00
WA899       0314  28     38.00
WA899       0314  29     40.00
WA899       0314  30     41.00
WA899       0314  31     47.00
WA899       0414   1     48.00
WA899       0414   2     46.00
WA899       0414   3     48.00
WA899       0414   4     41.00
WA899       0414   5     40.00
WA899       0414   6     46.00
WA899       0414   7     52.00
WA899       0414   8     52.00
WA899       0414   9     46.00
WA899       0414  10     49.00
WA899       0414  11     47.00
WA899       0414  12     50.00
WA899       0414  13     54.00
WA899       0414  14     57.00
WA899       0414  15     46.00
WA899       0414  16     41.00
WA899       0414  17     42.00
WA899       0414  18     41.00
WA899       0414  19     47.00
WA899       0414  20     49.00
WA899       0414  21     56.00
WA899       0414  22     40.00
WA899       0414  23     40.00
WA899       0414  24     45.00
WA899       0414  25     43.00
WA899       0414  26     46.00
WA899       0414  27     37.00
WA899       0414  28     44.00
WA899       0414  29     58.00
WA899       0414  30     65.00
WA899       0514   1     69.00
WA899       0514   2     62.00
WA899       0514   3     49.00
WA899       0514   4     46.00
WA899       0514   5     45.00
WA899       0514   6     46.00
WA899       0514   7     56.00
WA899       0514   8     53.00
WA899       0514   9     42.00
WA899       0514  10     43.00
WA899       0514  11     58.00
WA899       0514  12     62.00
WA899       0514  13     69.00
WA899       0514  14     72.00
WA899       0514  15     71.00
WA899       0514  16     58.00
WA899       0514  17     55.00
WA899       0514  18     53.00
WA899       0514  19     51.00
WA899       0514  20     58.00
WA899       0514  21     60.00
WA899       0514  22     68.00
WA899       0514  23     51.00
WA899       0514  24     54.00
WA899       0514  25     57.00
WA899       0514  26     50.00
WA899       0514  27     54.00
WA899       0514  28     49.00
WA899       0514  29     50.00
WA899       0514  30     65.00
WA899       0514  31     64.00
WA899       0614   1     63.00
WA899       0614   2     68.00
WA899       0614   3     61.00
WA899       0614   4     64.00
WA899       0614   5     62.00
WA899       0614   6     64.00
WA899       0614   7     63.00
WA899       0614   8     65.00
WA899       0614   9     60.00
WA899       0614  10     54.00
WA899       0614  11     69.00
WA899       0614  12     56.00
WA899       0614  13     48.00
WA899       0614  14     50.00
WA899       0614  15     50.00
WA899       0614  16     45.00
WA899       0614  17     47.00
WA899       0614  18     53.00
WA899       0614  19     66.00
WA899       0614  20     53.00
WA899       0614  21     63.00
WA899       0614  22     70.00
WA899       0614  23     72.00
WA899       0614  24     62.00
WA899       0614  25     69.00
WA899       0614  26     61.00
WA899       0614  27     56.00
WA899       0614  28     55.00
WA899       0614  29     52.00
WA899       0614  30     72.00
WA899       0714   1     80.00
WA899       0714   2     71.00
WA899       0714   3     60.00
WA899       0714   4     67.00
WA899       0714   5     70.00
WA899       0714   6     74.00
WA899       0714   7     77.00
WA899       0714   8     77.00
WA899       0714   9     74.00
WA899       0714  10     74.00
WA899       0714  11     82.00
WA899       0714  12     84.00
WA899       0714  13     79.00
WA899       0714  14     79.00
WA899       0714  15     83.00
WA899       0714  16     82.00
WA899       0714  17     70.00
WA899       0714  18     69.00
WA899       0714  19     67.00
WA899       0714  20     54.00
WA899       0714  21     65.00
WA899       0714  22     65.00
WA899       0714  23     57.00
WA899       0714  24     51.00
WA899       0714  25     65.00
WA899       0714  26     71.00
WA899       0714  27     74.00
WA899       0714  28     80.00
WA899       0714  29     79.00
WA899       0714  30     76.00
WA899       0714  31     78.00
WA899       0814   1     77.00
WA899       0814   2     72.00
WA899       0814   3     80.00
WA899       0814   4     82.00
WA899       0814   5     75.00
WA899       0814   6     69.00
WA899       0814   7     69.00
WA899       0814   8     64.00
WA899       0814   9     71.00
WA899       0814  10     78.00
WA899       0814  11     88.00
WA899       0814  12     78.00
WA899       0814  13     64.00
WA899       0814  14     58.00
WA899       0814  15     59.00
WA899       0814  16     67.00
WA899       0814  17     70.00
WA899       0814  18     76.00
WA899       0814  19     72.00
WA899       0814  20     61.00
WA899       0814  21     65.00
WA899       0814  22     65.00
WA899       0814  23     70.00
WA899       0814  24     70.00
WA899       0814  25     71.00
WA899       0814  26     76.00
WA899       0814  27     75.00
WA899       0814  28     68.00
WA899       0814  29     60.00
WA899       0814  30     58.00
WA899       0814  31     54.00
WA899       0914   1     61.00
WA899       0914   2     58.00
WA899       0914   3     51.00
WA899       0914   4     66.00
WA899       0914   5     71.00
WA899       0914   6     75.00
WA899       0914   7     75.00
WA899       0914   8     64.00
WA899       0914   9     54.00
WA899       0914  10     61.00
WA899       0914  11     56.00
WA899       0914  12     64.00
WA899       0914  13     67.00
WA899       0914  14     71.00
WA899       0914  15     75.00
WA899       0914  16     67.00
WA899       0914  17     65.00
WA899       0914  18     54.00
WA899       0914  19     62.00
WA899       0914  20     73.00
WA899       0914  21     78.00
WA899       0914  22     62.00
WA899       0914  23     57.00
WA899       0914  24     54.00
WA899       0914  25     53.00
WA899       0914  26     54.00
WA899       0914  27     60.00
WA899       0914  28     67.00
WA899       0914  29     57.00
WA899       0914  30     48.00
WA899       1014   1     51.00
WA899       1014   2     58.00
WA899       1014   3     62.00
WA899       1014   4     63.00
WA899       1014   5     67.00
WA899       1014   6     69.00
WA899       1014   7     69.00
WA899       1014   8     60.00
WA899       1014   9     64.00
WA899       1014  10     63.00
WA899       1014  11     50.00
WA899       1014  12     53.00
WA899       1014  13     60.00
WA899       1014  14     51.00
WA899       1014  15     47.00
WA899       1014  16     54.00
WA899       1014  17     49.00
WA899       1014  18     56.00
WA899       1014  19     59.00
WA899       1014  20     51.00
WA899       1014  21     48.00
WA899       1014  22     46.00
WA899       1014  23     43.00
WA899       1014  24     46.00
WA899       1014  25     50.00
WA899       1014  26     41.00
WA899       1014  27     47.00
WA899       1014  28     44.00
WA899       1014  29     48.00
WA899       1014  30     48.00
WA899       1014  31     47.00
WA899       1114   1     41.00
WA899       1114   2     44.00
WA899       1114   3     47.00
WA899       1114   4     49.00
WA899       1114   5     49.00
WA899       1114   6     50.00
WA899       1114   7     46.00
WA899       1114   8     48.00
WA899       1114   9     44.00
WA899       1114  10     43.00
WA899       1114  11     35.00
WA899       1114  12     27.00
WA899       1114  13     28.00
WA899       1114  14     34.00
WA899       1114  15     33.00
WA899       1114  16     36.00
WA899       1114  17     35.00
WA899       1114  18     37.00
WA899       1114  19     36.00
WA899       1114  20     36.00
WA899       1114  21     39.00
WA899       1114  22     36.00
WA899       1114  23     38.00
WA899       1114  24     46.00
WA899       1114  25     47.00
WA899       1114  26     47.00
WA899       1114  27     46.00
WA899       1114  28     46.00
WA899       1114  29     31.00
WA899       1114  30     25.00
WA899       1214   1     29.00
WA899       1214   2     29.00
WA899       1214   3     34.00
WA899       1214   4     34.00
WA899       1214   5     36.00
WA899       1214   6     37.00
WA899       1214   7     41.00
WA899       1214   8     39.00
WA899       1214   9     46.00
WA899       1214  10     48.00
WA899       1214  11     45.00
WA899       1214  12     42.00
WA899       1214  13     38.00
WA899       1214  14     38.00
WA899       1214  15     37.00
WA899       1214  16     36.00
WA899       1214  17     36.00
WA899       1214  18     36.00
WA899       1214  19     37.00
WA899       1214  20     46.00
WA899       1214  21     44.00
WA899       1214  22     40.00
WA899       1214  23     44.00
WA899       1214  24     34.00
WA899       1214  25     35.00
WA899       1214  26     35.00
WA899       1214  27     36.00
WA899       1214  28     34.00
WA899       1214  29     31.00
WA899       1214  30     24.00
WA899       1214  31     26.00
WA899       0115   1     28.00
WA899       0115   2     35.00
WA899       0115   3     34.00
WA899       0115   4     42.00
WA899       0115   5     46.00
WA899       0115   6     39.00
WA899       0115   7     42.00
WA899       0115   8     46.00
WA899       0115   9     39.00
WA899       0115  10     38.00
WA899       0115  11     36.00
WA899       0115  12     39.00
