$ Get data for 943:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:49:36 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA943           Dungeness
WA943       0212  13     45.00
WA943       0212  14     31.00
WA943       0212  15     41.00
WA943       0212  16     45.00
WA943       0212  17     42.00
WA943       0212  18     37.00
WA943       0212  19     35.00
WA943       0212  20     41.00
WA943       0212  21     47.00
WA943       0212  22     42.00
WA943       0212  23     38.00
WA943       0212  24     43.00
WA943       0212  25     34.00
WA943       0212  26     28.00
WA943       0212  27     35.00
WA943       0212  28     32.00
WA943       0212  29     35.00
WA943       0312   1     36.00
WA943       0312   2     38.00
WA943       0312   3     48.00
WA943       0312   4     51.00
WA943       0312   5     40.00
WA943       0312   6     32.00
WA943       0312   7     40.00
WA943       0312   8     63.00
WA943       0312   9     47.00
WA943       0312  10     45.00
WA943       0312  11     38.00
WA943       0312  12     33.00
WA943       0312  13     37.00
WA943       0312  14     40.00
WA943       0312  15     40.00
WA943       0312  16     43.00
WA943       0312  17     41.00
WA943       0312  18     33.00
WA943       0312  19     38.00
WA943       0312  20     38.00
WA943       0312  21     37.00
WA943       0312  22     37.00
WA943       0312  23     40.00
WA943       0312  24     47.00
WA943       0312  25     53.00
WA943       0312  26     42.00
WA943       0312  27     37.00
WA943       0312  28     37.00
WA943       0312  29     37.00
WA943       0312  30     44.00
WA943       0312  31     43.00
WA943       0412   1     46.00
WA943       0412   2     47.00
WA943       0412   3     42.00
WA943       0412   4     37.00
WA943       0412   5     37.00
WA943       0412   6     36.00
WA943       0412   7     43.00
WA943       0412   8     52.00
WA943       0412   9     56.00
WA943       0412  10     58.00
WA943       0412  11     42.00
WA943       0412  12     49.00
WA943       0412  13     49.00
WA943       0412  14     53.00
WA943       0412  15     47.00
WA943       0412  16     53.00
WA943       0412  17     41.00
WA943       0412  18     43.00
WA943       0412  19     48.00
WA943       0412  20     44.00
WA943       0412  21     57.00
WA943       0412  22     64.00
WA943       0412  23     62.00
WA943       0412  24     51.00
WA943       0412  25     47.00
WA943       0412  26     47.00
WA943       0412  27     45.00
WA943       0412  28     51.00
WA943       0412  29     46.00
WA943       0412  30     49.00
WA943       0512   1     40.00
WA943       0512   2     41.00
WA943       0512   3     41.00
WA943       0512   4     40.00
WA943       0512   5     42.00
WA943       0512   6     52.00
WA943       0512   7     64.00
WA943       0512   8     53.00
WA943       0512   9     45.00
WA943       0512  10     42.00
WA943       0512  11     54.00
WA943       0512  12     65.00
WA943       0512  13     69.00
WA943       0512  14     73.00
WA943       0512  15     66.00
WA943       0512  16     52.00
WA943       0512  17     50.00
WA943       0512  18     48.00
WA943       0512  19     51.00
WA943       0512  20     56.00
WA943       0512  21     55.00
WA943       0512  22     43.00
WA943       0512  23     44.00
WA943       0512  24     45.00
WA943       0512  25     57.00
WA943       0512  26     63.00
WA943       0512  27     52.00
WA943       0512  28     46.00
WA943       0512  29     42.00
WA943       0512  30     53.00
WA943       0512  31     54.00
WA943       0612   1     60.00
WA943       0612   2     49.00
WA943       0612   3     41.00
WA943       0612   4     42.00
WA943       0612   5     47.00
WA943       0612   6     46.00
WA943       0612   7     53.00
WA943       0612   8     45.00
WA943       0612   9     51.00
WA943       0612  10     56.00
WA943       0612  11     60.00
WA943       0612  12     51.00
WA943       0612  13     46.00
WA943       0612  14     48.00
WA943       0612  15     59.00
WA943       0612  16     66.00
WA943       0612  17     56.00
WA943       0612  18     47.00
WA943       0612  19     47.00
WA943       0612  20     61.00
WA943       0612  21     63.00
WA943       0612  22     53.00
WA943       0612  23     48.00
WA943       0612  24     48.00
WA943       0612  25     54.00
WA943       0612  26     47.00
WA943       0612  27     57.00
WA943       0612  28     60.00
WA943       0612  29     64.00
WA943       0612  30     57.00
WA943       0712   1     52.00
WA943       0712   2     52.00
WA943       0712   3     50.00
WA943       0712   4     55.00
WA943       0712   5     62.00
WA943       0712   6     68.00
WA943       0712   7     73.00
WA943       0712   8     78.00
WA943       0712   9     77.00
WA943       0712  10     72.00
WA943       0712  11     74.00
WA943       0712  12     73.00
WA943       0712  13     61.00
WA943       0712  14     74.00
WA943       0712  15     58.00
WA943       0712  16     72.00
WA943       0712  17     76.00
WA943       0712  18     69.00
WA943       0712  19     72.00
WA943       0712  20     61.00
WA943       0712  21     60.00
WA943       0712  22     51.00
WA943       0712  23     56.00
WA943       0712  24     63.00
WA943       0712  25     72.00
WA943       0712  26     72.00
WA943       0712  27     60.00
WA943       0712  28     64.00
WA943       0712  29     65.00
WA943       0712  30     58.00
WA943       0712  31     62.00
WA943       0812   1     68.00
WA943       0812   2     62.00
WA943       0812   3     72.00
WA943       0812   4     82.00
WA943       0812   5     83.00
WA943       0812   6     76.00
WA943       0812   7     74.00
WA943       0812   8     55.00
WA943       0812   9     65.00
WA943       0812  10     67.00
WA943       0812  11     75.00
WA943       0812  12     78.00
WA943       0812  13     77.00
WA943       0812  14     70.00
WA943       0812  15     74.00
WA943       0812  16     81.00
WA943       0812  17     82.00
WA943       0812  18     83.00
WA943       0812  19     64.00
WA943       0812  20     64.00
WA943       0812  21     52.00
WA943       0812  22     55.00
WA943       0812  23     53.00
WA943       0812  24     57.00
WA943       0812  25     68.00
WA943       0812  26     65.00
WA943       0812  27     59.00
WA943       0812  28     55.00
WA943       0812  29     51.00
WA943       0812  30     54.00
WA943       0812  31     54.00
WA943       0912   1     58.00
WA943       0912   2     61.00
WA943       0912   3     62.00
WA943       0912   4     67.00
WA943       0912   5     69.00
WA943       0912   6     71.00
WA943       0912   7     74.00
WA943       0912   8     77.00
WA943       0912   9     58.00
WA943       0912  10     51.00
WA943       0912  11     54.00
WA943       0912  12     65.00
WA943       0912  13     73.00
WA943       0912  14     72.00
WA943       0912  15     68.00
WA943       0912  16     71.00
WA943       0912  17     75.00
WA943       0912  18     75.00
WA943       0912  19     74.00
WA943       0912  20     81.00
WA943       0912  21     67.00
WA943       0912  22     58.00
WA943       0912  23     64.00
WA943       0912  24     63.00
WA943       0912  25     60.00
WA943       0912  26     65.00
WA943       0912  27     68.00
WA943       0912  28     65.00
WA943       0912  29     56.00
WA943       0912  30     61.00
WA943       1012   1     69.00
WA943       1012   2     52.00
WA943       1012   3     54.00
WA943       1012   4     55.00
WA943       1012   5     58.00
WA943       1012   6     63.00
WA943       1012   7     69.00
WA943       1012   8     66.00
WA943       1012   9     65.00
WA943       1012  10     60.00
WA943       1012  11     63.00
WA943       1012  12     55.00
WA943       1012  13     58.00
WA943       1012  14     52.00
WA943       1012  15     54.00
WA943       1012  16     46.00
WA943       1012  17     48.00
WA943       1012  18     61.00
WA943       1012  19     52.00
WA943       1012  20     38.00
WA943       1012  21     39.00
WA943       1012  22     36.00
WA943       1012  23     42.00
WA943       1012  24     43.00
WA943       1012  25     44.00
WA943       1012  26     44.00
WA943       1012  27     48.00
WA943       1012  28     49.00
WA943       1012  29     51.00
WA943       1012  30     48.00
WA943       1012  31     47.00
WA943       1112   1     50.00
WA943       1112   2     49.00
WA943       1112   3     52.00
WA943       1112   4     63.00
WA943       1112   5     46.00
WA943       1112   6     58.00
WA943       1112   7     39.00
WA943       1112   8     35.00
WA943       1112   9     35.00
WA943       1112  10     34.00
WA943       1112  11     43.00
WA943       1112  12     45.00
WA943       1112  13     39.00
WA943       1112  14     44.00
WA943       1112  15     43.00
WA943       1112  16     45.00
WA943       1112  17     42.00
WA943       1112  18     37.00
WA943       1112  19     40.00
WA943       1112  20     37.00
WA943       1112  21     39.00
WA943       1112  22     43.00
WA943       1112  23     43.00
WA943       1112  24     38.00
WA943       1112  25     35.00
WA943       1112  26     42.00
WA943       1112  27     46.00
WA943       1112  28     47.00
WA943       1112  29     40.00
WA943       1112  30     40.00
WA943       1212   1     38.00
WA943       1212   2     37.00
WA943       1212   3     38.00
WA943       1212   4     40.00
WA943       1212   5     35.00
WA943       1212   6     35.00
WA943       1212   7     34.00
WA943       1212   8     32.00
WA943       1212   9     38.00
WA943       1212  10     42.00
WA943       1212  11     42.00
WA943       1212  12     33.00
WA943       1212  13     34.00
WA943       1212  14     31.00
WA943       1212  15     35.00
WA943       1212  16     34.00
WA943       1212  17     34.00
WA943       1212  18     30.00
WA943       1212  19     34.00
WA943       1212  20     33.00
WA943       1212  21     31.00
WA943       1212  22     33.00
WA943       1212  23     33.00
WA943       1212  24     32.00
WA943       1212  25     36.00
WA943       1212  26     37.00
WA943       1212  27     35.00
WA943       1212  28     40.00
WA943       1212  29     35.00
WA943       1212  30     31.00
WA943       1212  31     32.00
WA943       0113   1     39.00
WA943       0113   2     42.00
WA943       0113   3     46.00
WA943       0113   4     42.00
WA943       0113   5     41.00
WA943       0113   6     39.00
WA943       0113   7     46.00
WA943       0113   8     44.00
WA943       0113   9     35.00
WA943       0113  10     29.00
WA943       0113  11     28.00
WA943       0113  12     28.00
WA943       0113  13     33.00
WA943       0113  14     36.00
WA943       0113  15     43.00
WA943       0113  16     48.00
WA943       0113  17     51.00
WA943       0113  18     53.00
WA943       0113  19     54.00
WA943       0113  20     56.00
WA943       0113  21     56.00
WA943       0113  22     51.00
WA943       0113  23     46.00
WA943       0113  24     41.00
WA943       0113  25     41.00
WA943       0113  26     36.00
WA943       0113  27     33.00
WA943       0113  28     33.00
WA943       0113  29     39.00
WA943       0113  30     43.00
WA943       0113  31     44.00
WA943       0213   1     49.00
WA943       0213   2     57.00
WA943       0213   3     41.00
WA943       0213   4     47.00
WA943       0213   5     43.00
WA943       0213   6     39.00
WA943       0213   7     36.00
WA943       0213   8     39.00
WA943       0213   9     38.00
WA943       0213  10     44.00
WA943       0213  11     40.00
WA943       0213  12     46.00
WA943       0213  13     42.00
WA943       0213  14     44.00
WA943       0213  15     56.00
WA943       0213  16     44.00
WA943       0213  17     37.00
WA943       0213  18     38.00
WA943       0213  19     35.00
WA943       0213  20     37.00
WA943       0213  21     41.00
WA943       0213  22     42.00
WA943       0213  23     40.00
WA943       0213  24     42.00
WA943       0213  25     38.00
WA943       0213  26     38.00
WA943       0213  27     42.00
WA943       0213  28     49.00
WA943       0313   1     56.00
WA943       0313   2     49.00
WA943       0313   3     40.00
WA943       0313   4     39.00
WA943       0313   5     36.00
WA943       0313   6     36.00
WA943       0313   7     42.00
WA943       0313   8     48.00
WA943       0313   9     47.00
WA943       0313  10     40.00
WA943       0313  11     45.00
WA943       0313  12     50.00
WA943       0313  13     50.00
WA943       0313  14     55.00
WA943       0313  15     49.00
WA943       0313  16     43.00
WA943       0313  17     38.00
WA943       0313  18     44.00
WA943       0313  19     45.00
WA943       0313  20     40.00
WA943       0313  21     38.00
WA943       0313  22     34.00
WA943       0313  23     37.00
WA943       0313  24     44.00
WA943       0313  25     50.00
WA943       0313  26     46.00
WA943       0313  27     43.00
WA943       0313  28     43.00
WA943       0313  29     51.00
WA943       0313  30     58.00
WA943       0313  31     64.00
WA943       0413   1     60.00
WA943       0413   2     49.00
WA943       0413   3     53.00
WA943       0413   4     47.00
WA943       0413   5     48.00
WA943       0413   6     46.00
WA943       0413   7     41.00
WA943       0413   8     46.00
WA943       0413   9     46.00
WA943       0413  10     53.00
WA943       0413  11     44.00
WA943       0413  12     38.00
WA943       0413  13     42.00
WA943       0413  14     41.00
WA943       0413  15     45.00
WA943       0413  16     46.00
WA943       0413  17     45.00
WA943       0413  18     46.00
WA943       0413  19     50.00
WA943       0413  20     46.00
WA943       0413  21     40.00
WA943       0413  22     47.00
WA943       0413  23     52.00
WA943       0413  24     57.00
WA943       0413  25     62.00
WA943       0413  26     62.00
WA943       0413  27     49.00
WA943       0413  28     45.00
WA943       0413  29     46.00
WA943       0413  30     42.00
WA943       0513   1     53.00
WA943       0513   2     58.00
WA943       0513   3     62.00
WA943       0513   4     65.00
WA943       0513   5     70.00
WA943       0513   6     73.00
WA943       0513   7     71.00
WA943       0513   8     70.00
WA943       0513   9     71.00
WA943       0513  10     71.00
WA943       0513  11     69.00
WA943       0513  12     59.00
WA943       0513  13     55.00
WA943       0513  14     46.00
WA943       0513  15     51.00
WA943       0513  16     53.00
WA943       0513  17     48.00
WA943       0513  18     44.00
WA943       0513  19     47.00
WA943       0513  20     55.00
WA943       0513  21     42.00
WA943       0513  22     42.00
WA943       0513  23     44.00
WA943       0513  24     48.00
WA943       0513  25     45.00
WA943       0513  26     49.00
WA943       0513  27     53.00
WA943       0513  28     55.00
WA943       0513  29     45.00
WA943       0513  30     47.00
WA943       0513  31     45.00
WA943       0613   1     53.00
WA943       0613   2     57.00
WA943       0613   3     60.00
WA943       0613   4     67.00
WA943       0613   5     61.00
WA943       0613   6     69.00
WA943       0613   7     61.00
WA943       0613   8     58.00
WA943       0613   9     47.00
WA943       0613  10     53.00
WA943       0613  11     46.00
WA943       0613  12     46.00
WA943       0613  13     56.00
WA943       0613  14     56.00
WA943       0613  15     63.00
WA943       0613  16     65.00
WA943       0613  17     58.00
WA943       0613  18     52.00
WA943       0613  19     50.00
WA943       0613  20     49.00
WA943       0613  21     50.00
WA943       0613  22     61.00
WA943       0613  23     58.00
WA943       0613  24     53.00
WA943       0613  25     58.00
WA943       0613  26     60.00
WA943       0613  27     64.00
WA943       0613  28     73.00
WA943       0613  29     70.00
WA943       0613  30     80.00
WA943       0713   1     82.00
WA943       0713   2     72.00
WA943       0713   3     70.00
WA943       0713   4     62.00
WA943       0713   5     63.00
WA943       0713   6     68.00
WA943       0713   7     67.00
WA943       0713   8     71.00
WA943       0713   9     74.00
WA943       0713  10     64.00
WA943       0713  11     53.00
WA943       0713  12     55.00
WA943       0713  13     64.00
WA943       0713  14     68.00
WA943       0713  15     68.00
WA943       0713  16     75.00
WA943       0713  17     69.00
WA943       0713  18     72.00
WA943       0713  19     75.00
WA943       0713  20     72.00
WA943       0713  21     73.00
WA943       0713  22     73.00
WA943       0713  23     76.00
WA943       0713  24     77.00
WA943       0713  25     75.00
WA943       0713  26     74.00
WA943       0713  27     68.00
WA943       0713  28     66.00
WA943       0713  29     67.00
WA943       0713  30     72.00
WA943       0713  31     72.00
WA943       0813   1     68.00
WA943       0813   2     55.00
WA943       0813   3     64.00
WA943       0813   4     74.00
WA943       0813   5     76.00
WA943       0813   6     75.00
WA943       0813   7     77.00
WA943       0813   8     75.00
WA943       0813   9     76.00
WA943       0813  10     72.00
WA943       0813  11     65.00
WA943       0813  12     63.00
WA943       0813  13     69.00
WA943       0813  14     72.00
WA943       0813  15     60.00
WA943       0813  16     70.00
WA943       0813  17     59.00
WA943       0813  18     59.00
WA943       0813  19     60.00
WA943       0813  20     64.00
WA943       0813  21     72.00
WA943       0813  22     76.00
WA943       0813  23     62.00
WA943       0813  24     53.00
WA943       0813  25     58.00
WA943       0813  26     63.00
WA943       0813  27     64.00
WA943       0813  28     64.00
WA943       0813  29     62.00
WA943       0813  30     58.00
WA943       0813  31     69.00
WA943       0913   1     71.00
WA943       0913   2     63.00
WA943       0913   3     60.00
WA943       0913   4     60.00
WA943       0913   5     58.00
WA943       0913   6     59.00
WA943       0913   7     61.00
WA943       0913   8     69.00
WA943       0913   9     69.00
WA943       0913  10     72.00
WA943       0913  11     80.00
WA943       0913  12     81.00
WA943       0913  13     77.00
WA943       0913  14     80.00
WA943       0913  15     69.00
WA943       0913  16     53.00
WA943       0913  17     49.00
WA943       0913  18     51.00
WA943       0913  19     64.00
WA943       0913  20     61.00
WA943       0913  21     51.00
WA943       0913  22     51.00
WA943       0913  23     47.00
WA943       0913  24     47.00
WA943       0913  25     48.00
WA943       0913  26     53.00
WA943       0913  27     51.00
WA943       0913  28     48.00
WA943       0913  29     46.00
WA943       0913  30     43.00
WA943       1013   1     47.00
WA943       1013   2     41.00
WA943       1013   3     46.00
WA943       1013   4     54.00
WA943       1013   5     60.00
WA943       1013   6     65.00
WA943       1013   7     47.00
WA943       1013   8     40.00
WA943       1013   9     49.00
WA943       1013  10     44.00
WA943       1013  11     42.00
WA943       1013  12     44.00
WA943       1013  13     49.00
WA943       1013  14     54.00
WA943       1013  15     55.00
WA943       1013  16     54.00
WA943       1013  17     57.00
WA943       1013  18     61.00
WA943       1013  19     63.00
WA943       1013  20     64.00
WA943       1013  21     68.00
WA943       1013  22     69.00
WA943       1013  23     66.00
WA943       1013  24     66.00
WA943       1013  25     49.00
WA943       1013  26     54.00
WA943       1013  27     47.00
WA943       1013  28     42.00
WA943       1013  29     49.00
WA943       1013  30     48.00
WA943       1013  31     51.00
WA943       1113   1     53.00
WA943       1113   2     45.00
WA943       1113   3     37.00
WA943       1113   4     39.00
WA943       1113   5     44.00
WA943       1113   6     44.00
WA943       1113   7     44.00
WA943       1113   8     43.00
WA943       1113   9     40.00
WA943       1113  10     42.00
WA943       1113  11     55.00
WA943       1113  12     53.00
WA943       1113  13     45.00
WA943       1113  14     39.00
WA943       1113  15     38.00
WA943       1113  16     40.00
WA943       1113  17     38.00
WA943       1113  18     41.00
WA943       1113  19     40.00
WA943       1113  20     28.00
WA943       1113  21     35.00
WA943       1113  22     47.00
WA943       1113  23     53.00
WA943       1113  24     57.00
WA943       1113  25     52.00
WA943       1113  26     50.00
WA943       1113  27     52.00
WA943       1113  28     51.00
WA943       1113  29     45.00
WA943       1113  30     46.00
WA943       1213   1     45.00
WA943       1213   2     31.00
WA943       1213   3     25.00
WA943       1213   4     26.00
WA943       1213   5     24.00
WA943       1213   6     19.00
WA943       1213   7     19.00
WA943       1213   8     28.00
WA943       1213   9     29.00
WA943       1213  10     33.00
WA943       1213  11     37.00
WA943       1213  12     43.00
WA943       1213  13     42.00
WA943       1213  14     43.00
WA943       1213  15     45.00
WA943       1213  16     44.00
WA943       1213  17     48.00
WA943       1213  18     40.00
WA943       1213  19     30.00
WA943       1213  20     47.00
WA943       1213  21     37.00
WA943       1213  22     45.00
WA943       1213  23     40.00
WA943       1213  24     35.00
WA943       1213  25     46.00
WA943       1213  26     48.00
WA943       1213  27     46.00
WA943       1213  28     39.00
WA943       1213  29     42.00
WA943       1213  30     49.00
WA943       1213  31     41.00
WA943       0114   1     46.00
WA943       0114   2     47.00
WA943       0114   3     36.00
WA943       0114   4     39.00
WA943       0114   5     47.00
WA943       0114   6     50.00
WA943       0114   7     43.00
WA943       0114   8     40.00
WA943       0114   9     40.00
WA943       0114  10     45.00
WA943       0114  11     45.00
WA943       0114  12     41.00
WA943       0114  13     45.00
WA943       0114  14     41.00
WA943       0114  15     44.00
WA943       0114  16     53.00
WA943       0114  17     56.00
WA943       0114  18     54.00
WA943       0114  19     48.00
WA943       0114  20     55.00
WA943       0114  21     52.00
WA943       0114  22     42.00
WA943       0114  23     53.00
WA943       0114  24     63.00
WA943       0114  25     56.00
WA943       0114  26     54.00
WA943       0114  27     51.00
WA943       0114  28     45.00
WA943       0114  29     40.00
WA943       0114  30     35.00
WA943       0114  31     36.00
WA943       0214   1     35.00
WA943       0214   2     35.00
WA943       0214   3     24.00
WA943       0214   4     22.00
WA943       0214   5     19.00
WA943       0214   6     17.00
WA943       0214   7     26.00
WA943       0214   8     30.00
WA943       0214   9     35.00
WA943       0214  10     44.00
WA943       0214  11     43.00
WA943       0214  12     43.00
WA943       0214  13     44.00
WA943       0214  14     40.00
WA943       0214  15     38.00
WA943       0214  16     36.00
WA943       0214  17     38.00
WA943       0214  18     35.00
WA943       0214  19     41.00
WA943       0214  20     42.00
WA943       0214  21     33.00
WA943       0214  22     33.00
WA943       0214  23     37.00
WA943       0214  24     42.00
WA943       0214  25     51.00
WA943       0214  26     53.00
WA943       0214  27     47.00
WA943       0214  28     43.00
WA943       0314   1     36.00
WA943       0314   2     42.00
WA943       0314   3     43.00
WA943       0314   4     49.00
WA943       0314   5     53.00
WA943       0314   6     45.00
WA943       0314   7     51.00
WA943       0314   8     47.00
WA943       0314   9     46.00
WA943       0314  10     44.00
WA943       0314  11     48.00
WA943       0314  12     54.00
WA943       0314  13     50.00
WA943       0314  14     49.00
WA943       0314  15     54.00
WA943       0314  16     39.00
WA943       0314  17     42.00
WA943       0314  18     44.00
WA943       0314  19     42.00
WA943       0314  20     38.00
WA943       0314  21     35.00
WA943       0314  22     43.00
WA943       0314  23     46.00
WA943       0314  24     58.00
WA943       0314  25     44.00
WA943       0314  26     40.00
WA943       0314  27     40.00
WA943       0314  28     49.00
WA943       0314  29     47.00
WA943       0314  30     41.00
WA943       0314  31     44.00
WA943       0414   1     49.00
WA943       0414   2     45.00
WA943       0414   3     42.00
WA943       0414   4     41.00
WA943       0414   5     47.00
WA943       0414   6     48.00
WA943       0414   7     58.00
WA943       0414   8     49.00
WA943       0414   9     45.00
WA943       0414  10     48.00
WA943       0414  11     50.00
WA943       0414  12     51.00
WA943       0414  13     57.00
WA943       0414  14     55.00
WA943       0414  15     47.00
WA943       0414  16     46.00
WA943       0414  17     52.00
WA943       0414  18     44.00
WA943       0414  19     50.00
WA943       0414  20     48.00
WA943       0414  21     48.00
WA943       0414  22     41.00
WA943       0414  23     46.00
WA943       0414  24     50.00
WA943       0414  25     39.00
WA943       0414  26     44.00
WA943       0414  27     42.00
WA943       0414  28     45.00
WA943       0414  29     58.00
WA943       0414  30     71.00
WA943       0514   1     75.00
WA943       0514   2     58.00
WA943       0514   3     50.00
WA943       0514   4     50.00
WA943       0514   5     45.00
WA943       0514   6     46.00
WA943       0514   7     55.00
WA943       0514   8     46.00
WA943       0514   9     44.00
WA943       0514  10     43.00
WA943       0514  11     55.00
WA943       0514  12     60.00
WA943       0514  13     67.00
WA943       0514  14     74.00
WA943       0514  15     72.00
WA943       0514  16     58.00
WA943       0514  17     52.00
WA943       0514  18     49.00
WA943       0514  19     55.00
WA943       0514  20     52.00
WA943       0514  21     59.00
WA943       0514  22     62.00
WA943       0514  23     58.00
WA943       0514  24     49.00
WA943       0514  25     47.00
WA943       0514  26     47.00
WA943       0514  27     47.00
WA943       0514  28     51.00
WA943       0514  29     45.00
WA943       0514  30     56.00
WA943       0514  31     61.00
WA943       0614   1     64.00
WA943       0614   2     67.00
WA943       0614   3     64.00
WA943       0614   4     61.00
WA943       0614   5     59.00
WA943       0614   6     63.00
WA943       0614   7     62.00
WA943       0614   8     63.00
WA943       0614   9     55.00
WA943       0614  10     53.00
WA943       0614  11     57.00
WA943       0614  12     57.00
WA943       0614  13     54.00
WA943       0614  14     50.00
WA943       0614  15     46.00
WA943       0614  16     48.00
WA943       0614  17     57.00
WA943       0614  18     60.00
WA943       0614  19     59.00
WA943       0614  20     46.00
WA943       0614  21     61.00
WA943       0614  22     65.00
WA943       0614  23     62.00
WA943       0614  24     56.00
WA943       0614  25     63.00
WA943       0614  26     60.00
WA943       0614  27     63.00
WA943       0614  28     58.00
WA943       0614  29     51.00
WA943       0614  30     66.00
WA943       0714   1     78.00
WA943       0714   2     71.00
WA943       0714   3     50.00
WA943       0714   4     60.00
WA943       0714   5     60.00
WA943       0714   6     65.00
WA943       0714   7     68.00
WA943       0714   8     74.00
WA943       0714   9     73.00
WA943       0714  10     73.00
WA943       0714  11     78.00
WA943       0714  12     81.00
WA943       0714  13     84.00
WA943       0714  14     81.00
WA943       0714  15     84.00
WA943       0714  16     80.00
WA943       0714  17     73.00
WA943       0714  18     72.00
WA943       0714  19     67.00
WA943       0714  20     50.00
WA943       0714  21     53.00
WA943       0714  22     59.00
WA943       0714  23     55.00
WA943       0714  24     55.00
WA943       0714  25     60.00
WA943       0714  26     64.00
WA943       0714  27     73.00
WA943       0714  28     76.00
WA943       0714  29     78.00
WA943       0714  30     75.00
WA943       0714  31     78.00
WA943       0814   1     74.00
WA943       0814   2     80.00
WA943       0814   3     80.00
WA943       0814   4     81.00
WA943       0814   5     76.00
WA943       0814   6     67.00
WA943       0814   7     66.00
WA943       0814   8     66.00
WA943       0814   9     69.00
WA943       0814  10     78.00
WA943       0814  11     86.00
WA943       0814  12     73.00
WA943       0814  13     56.00
WA943       0814  14     64.00
WA943       0814  15     59.00
WA943       0814  16     62.00
WA943       0814  17     69.00
WA943       0814  18     75.00
WA943       0814  19     67.00
WA943       0814  20     65.00
WA943       0814  21     64.00
WA943       0814  22     63.00
WA943       0814  23     69.00
WA943       0814  24     67.00
WA943       0814  25     71.00
WA943       0814  26     75.00
WA943       0814  27     69.00
WA943       0814  28     65.00
WA943       0814  29     55.00
WA943       0814  30     53.00
WA943       0814  31     53.00
WA943       0914   1     58.00
WA943       0914   2     55.00
WA943       0914   3     60.00
WA943       0914   4     63.00
WA943       0914   5     70.00
WA943       0914   6     76.00
WA943       0914   7     74.00
WA943       0914   8     65.00
WA943       0914   9     60.00
WA943       0914  10     58.00
WA943       0914  11     61.00
WA943       0914  12     64.00
WA943       0914  13     69.00
WA943       0914  14     71.00
WA943       0914  15     75.00
WA943       0914  16     70.00
WA943       0914  17     63.00
WA943       0914  18     58.00
WA943       0914  19     60.00
WA943       0914  20     71.00
WA943       0914  21     75.00
WA943       0914  22     60.00
WA943       0914  23     58.00
WA943       0914  24     58.00
WA943       0914  25     56.00
WA943       0914  26     57.00
WA943       0914  27     57.00
WA943       0914  28     65.00
WA943       0914  29     62.00
WA943       0914  30     54.00
WA943       1014   1     50.00
WA943       1014   2     55.00
WA943       1014   3     63.00
WA943       1014   4     64.00
WA943       1014   5     66.00
WA943       1014   6     68.00
WA943       1014   7     63.00
WA943       1014   8     60.00
WA943       1014   9     66.00
WA943       1014  10     62.00
WA943       1014  11     50.00
WA943       1014  12     52.00
WA943       1014  13     60.00
WA943       1014  14     48.00
WA943       1014  15     47.00
WA943       1014  16     51.00
WA943       1014  17     51.00
WA943       1014  18     58.00
WA943       1014  19     60.00
WA943       1014  20     52.00
WA943       1014  21     51.00
WA943       1014  22     47.00
WA943       1014  23     43.00
WA943       1014  24     45.00
WA943       1014  25     47.00
WA943       1014  26     42.00
WA943       1014  27     45.00
WA943       1014  28     52.00
WA943       1014  29     49.00
WA943       1014  30     49.00
WA943       1014  31     42.00
WA943       1114   1     44.00
WA943       1114   2     44.00
WA943       1114   3     50.00
WA943       1114   4     47.00
WA943       1114   5     58.00
WA943       1114   6     51.00
WA943       1114   7     42.00
WA943       1114   8     51.00
WA943       1114   9     45.00
WA943       1114  10     40.00
WA943       1114  11     31.00
WA943       1114  12     31.00
WA943       1114  13     35.00
WA943       1114  14     32.00
WA943       1114  15     35.00
WA943       1114  16     49.00
WA943       1114  17     54.00
WA943       1114  18     56.00
WA943       1114  19     53.00
WA943       1114  20     45.00
WA943       1114  21     44.00
WA943       1114  22     37.00
WA943       1114  23     38.00
WA943       1114  24     50.00
WA943       1114  25     47.00
WA943       1114  26     51.00
WA943       1114  27     51.00
WA943       1114  28     43.00
WA943       1114  29     27.00
WA943       1114  30     29.00
WA943       1214   1     35.00
WA943       1214   2     37.00
WA943       1214   3     42.00
WA943       1214   4     47.00
WA943       1214   5     46.00
WA943       1214   6     43.00
WA943       1214   7     48.00
WA943       1214   8     48.00
WA943       1214   9     49.00
WA943       1214  10     47.00
WA943       1214  11     42.00
WA943       1214  12     38.00
WA943       1214  13     36.00
WA943       1214  14     39.00
WA943       1214  15     37.00
WA943       1214  16     40.00
WA943       1214  17     40.00
WA943       1214  18     43.00
WA943       1214  19     37.00
WA943       1214  20     44.00
WA943       1214  21     40.00
WA943       1214  22     38.00
WA943       1214  23     49.00
WA943       1214  24     33.00
WA943       1214  25     34.00
WA943       1214  26     35.00
WA943       1214  27     37.00
WA943       1214  28     34.00
WA943       1214  29     28.00
WA943       1214  30     28.00
WA943       1214  31     37.00
WA943       0115   1     43.00
WA943       0115   2     40.00
WA943       0115   3     33.00
WA943       0115   4     46.00
WA943       0115   5     47.00
WA943       0115   6     51.00
WA943       0115   7     54.00
WA943       0115   8     56.00
WA943       0115   9     49.00
WA943       0115  10     41.00
WA943       0115  11     39.00
WA943       0115  12     39.00
