$ Get data for 648:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:26:19 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA648           Mount Crag
WA648       0312   1     33.00
WA648       0312   2     37.00
WA648       0312   3     43.00
WA648       0312   4     42.00
WA648       0312   5     36.00
WA648       0312   6     29.00
WA648       0312   7     35.00
WA648       0312   8     49.00
WA648       0312   9     42.00
WA648       0312  10     37.00
WA648       0312  11     37.00
WA648       0312  12     30.00
WA648       0312  13     33.00
WA648       0312  14     33.00
WA648       0312  15     37.00
WA648       0312  16     41.00
WA648       0312  17     37.00
WA648       0312  18     33.00
WA648       0312  19     31.00
WA648       0312  20     36.00
WA648       0312  21     37.00
WA648       0312  22     32.00
WA648       0312  23     37.00
WA648       0312  24     47.00
WA648       0312  25     49.00
WA648       0312  26     42.00
WA648       0312  27     35.00
WA648       0312  28     35.00
WA648       0312  29     37.00
WA648       0312  30     40.00
WA648       0312  31     38.00
WA648       0412   1     40.00
WA648       0412   2     42.00
WA648       0412   3     39.00
WA648       0412   4     34.00
WA648       0412   5     35.00
WA648       0412   6     40.00
WA648       0412   7     44.00
WA648       0412   8     49.00
WA648       0412   9     53.00
WA648       0412  10     53.00
WA648       0412  11     41.00
WA648       0412  12     44.00
WA648       0412  13     47.00
WA648       0412  14     45.00
WA648       0412  15     48.00
WA648       0412  16     48.00
WA648       0412  17     37.00
WA648       0412  18     42.00
WA648       0412  19     41.00
WA648       0412  20     38.00
WA648       0412  21     53.00
WA648       0412  22     60.00
WA648       0412  23     58.00
WA648       0412  24     44.00
WA648       0412  25     43.00
WA648       0412  26     45.00
WA648       0412  27     44.00
WA648       0412  28     47.00
WA648       0412  29     43.00
WA648       0412  30     47.00
WA648       0512   1     46.00
WA648       0512   2     37.00
WA648       0512   3     40.00
WA648       0512   4     38.00
WA648       0512   5     38.00
WA648       0512   6     46.00
WA648       0512   7     59.00
WA648       0512   8     48.00
WA648       0512   9     36.00
WA648       0512  10     37.00
WA648       0512  11     52.00
WA648       0512  12     60.00
WA648       0512  13     62.00
WA648       0512  14     64.00
WA648       0512  15     60.00
WA648       0512  16     51.00
WA648       0512  17     45.00
WA648       0512  18     45.00
WA648       0512  19     54.00
WA648       0512  20     46.00
WA648       0512  21     48.00
WA648       0512  22     41.00
WA648       0512  23     47.00
WA648       0512  24     47.00
WA648       0512  25     57.00
WA648       0512  26     59.00
WA648       0512  27     50.00
WA648       0512  28     44.00
WA648       0512  29     41.00
WA648       0512  30     51.00
WA648       0512  31     53.00
WA648       0612   1     58.00
WA648       0612   2     47.00
WA648       0612   3     42.00
WA648       0612   4     45.00
WA648       0612   5     42.00
WA648       0612   6     43.00
WA648       0612   7     51.00
WA648       0612   8     45.00
WA648       0612   9     50.00
WA648       0612  10     49.00
WA648       0612  11     60.00
WA648       0612  12     52.00
WA648       0612  13     45.00
WA648       0612  14     42.00
WA648       0612  15     58.00
WA648       0612  16     65.00
WA648       0612  17     52.00
WA648       0612  18     45.00
WA648       0612  19     45.00
WA648       0612  20     62.00
WA648       0612  21     64.00
WA648       0612  22     51.00
WA648       0612  23     47.00
WA648       0612  24     50.00
WA648       0612  25     50.00
WA648       0612  26     46.00
WA648       0612  27     57.00
WA648       0612  28     62.00
WA648       0612  29     62.00
WA648       0612  30     58.00
WA648       0712   1     48.00
WA648       0712   2     49.00
WA648       0712   3     50.00
WA648       0712   4     54.00
WA648       0712   5     61.00
WA648       0712   6     66.00
WA648       0712   7     73.00
WA648       0712   8     78.00
WA648       0712   9     73.00
WA648       0712  10     70.00
WA648       0712  11     71.00
WA648       0712  12     70.00
WA648       0712  13     65.00
WA648       0712  14     73.00
WA648       0712  15     56.00
WA648       0712  16     73.00
WA648       0712  17     73.00
WA648       0712  18     65.00
WA648       0712  19     72.00
WA648       0712  20     64.00
WA648       0712  21     57.00
WA648       0712  22     53.00
WA648       0712  23     52.00
WA648       0712  24     62.00
WA648       0712  25     71.00
WA648       0712  26     69.00
WA648       0712  27     57.00
WA648       0712  28     62.00
WA648       0712  29     63.00
WA648       0712  30     56.00
WA648       0712  31     54.00
WA648       0812   1     63.00
WA648       0812   2     54.00
WA648       0812   3     70.00
WA648       0812   4     81.00
WA648       0812   5     82.00
WA648       0812   6     74.00
WA648       0812   7     76.00
WA648       0812   8     54.00
WA648       0812   9     64.00
WA648       0812  10     64.00
WA648       0812  11     73.00
WA648       0812  12     76.00
WA648       0812  13     74.00
WA648       0812  14     69.00
WA648       0812  15     73.00
WA648       0812  16     79.00
WA648       0812  17     80.00
WA648       0812  18     79.00
WA648       0812  19     62.00
WA648       0812  20     61.00
WA648       0812  21     52.00
WA648       0812  22     49.00
WA648       0812  23     51.00
WA648       0812  24     53.00
WA648       0812  25     68.00
WA648       0812  26     64.00
WA648       0812  27     60.00
WA648       0812  28     59.00
WA648       0812  29     52.00
WA648       0812  30     52.00
WA648       0812  31     48.00
WA648       0912   1     58.00
WA648       0912   2     59.00
WA648       0912   3     57.00
WA648       0912   4     64.00
WA648       0912   5     65.00
WA648       0912   6     69.00
WA648       0912   7     72.00
WA648       0912   8     74.00
WA648       0912   9     57.00
WA648       0912  10     46.00
WA648       0912  11     51.00
WA648       0912  12     62.00
WA648       0912  13     69.00
WA648       0912  14     68.00
WA648       0912  15     64.00
WA648       0912  16     68.00
WA648       0912  17     71.00
WA648       0912  18     71.00
WA648       0912  19     70.00
WA648       0912  20     77.00
WA648       0912  21     63.00
WA648       0912  22     48.00
WA648       0912  23     63.00
WA648       0912  24     59.00
WA648       0912  25     50.00
WA648       0912  26     61.00
WA648       0912  27     65.00
WA648       0912  28     64.00
WA648       0912  29     50.00
WA648       0912  30     57.00
WA648       1012   1     62.00
WA648       1012   2     48.00
WA648       1012   3     50.00
WA648       1012   4     52.00
WA648       1012   5     53.00
WA648       1012   6     56.00
WA648       1012   7     63.00
WA648       1012   8     61.00
WA648       1012   9     60.00
WA648       1012  10     57.00
WA648       1012  11     59.00
WA648       1012  12     51.00
WA648       1012  13     49.00
WA648       1012  14     48.00
WA648       1012  15     50.00
WA648       1012  16     47.00
WA648       1012  17     47.00
WA648       1012  18     56.00
WA648       1012  19     49.00
WA648       1012  20     36.00
WA648       1012  21     36.00
WA648       1012  22     33.00
WA648       1012  23     35.00
WA648       1012  24     36.00
WA648       1012  25     36.00
WA648       1012  26     39.00
WA648       1012  27     48.00
WA648       1012  28     48.00
WA648       1012  29     46.00
WA648       1012  30     47.00
WA648       1012  31     46.00
WA648       1112   1     46.00
WA648       1112   2     44.00
WA648       1112   3     47.00
WA648       1112   4     54.00
WA648       1112   5     47.00
WA648       1112   6     53.00
WA648       1112   7     38.00
WA648       1112   8     34.00
WA648       1112   9     31.00
WA648       1112  10     29.00
WA648       1112  11     34.00
WA648       1112  12     40.00
WA648       1112  13     38.00
WA648       1112  14     38.00
WA648       1112  15     34.00
WA648       1112  16     40.00
WA648       1112  17     40.00
WA648       1112  18     34.00
WA648       1112  19     38.00
WA648       1112  20     35.00
WA648       1112  21     34.00
WA648       1112  22     34.00
WA648       1112  23     39.00
WA648       1112  24     35.00
WA648       1112  25     32.00
WA648       1112  26     33.00
WA648       1112  27     38.00
WA648       1112  28     40.00
WA648       1112  29     39.00
WA648       1112  30     38.00
WA648       1212   1     35.00
WA648       1212   2     35.00
WA648       1212   3     35.00
WA648       1212   4     36.00
WA648       1212   5     31.00
WA648       1212   6     34.00
WA648       1212   7     34.00
WA648       1212   8     30.00
WA648       1212   9     37.00
WA648       1212  10     38.00
WA648       1212  11     36.00
WA648       1212  12     34.00
WA648       1212  13     31.00
WA648       1212  14     31.00
WA648       1212  15     29.00
WA648       1212  16     31.00
WA648       1212  17     32.00
WA648       1212  18     25.00
WA648       1212  19     29.00
WA648       1212  20     31.00
WA648       1212  21     31.00
WA648       1212  22     32.00
WA648       1212  23     31.00
WA648       1212  24     30.00
WA648       1212  25     31.00
WA648       1212  26     34.00
WA648       1212  27     32.00
WA648       1212  28     37.00
WA648       1212  29     36.00
WA648       1212  30     27.00
WA648       1212  31     34.00
WA648       0113   1     35.00
WA648       0113   2     38.00
WA648       0113   3     37.00
WA648       0113   4     38.00
WA648       0113   5     35.00
WA648       0113   6     33.00
WA648       0113   7     41.00
WA648       0113   8     40.00
WA648       0113   9     34.00
WA648       0113  10     29.00
WA648       0113  11     23.00
WA648       0113  12     21.00
WA648       0113  13     29.00
WA648       0113  14     26.00
WA648       0113  15     39.00
WA648       0113  16     38.00
WA648       0113  17     48.00
WA648       0113  18     50.00
WA648       0113  19     48.00
WA648       0113  20     46.00
WA648       0113  21     43.00
WA648       0113  22     44.00
WA648       0113  23     43.00
WA648       0113  24     34.00
WA648       0113  25     36.00
WA648       0113  26     35.00
WA648       0113  27     32.00
WA648       0113  28     32.00
WA648       0113  29     37.00
WA648       0113  30     40.00
WA648       0113  31     40.00
WA648       0213   1     39.00
WA648       0213   2     47.00
WA648       0213   3     40.00
WA648       0213   4     44.00
WA648       0213   5     36.00
WA648       0213   6     34.00
WA648       0213   7     36.00
WA648       0213   8     33.00
WA648       0213   9     36.00
WA648       0213  10     33.00
WA648       0213  11     37.00
WA648       0213  12     39.00
WA648       0213  13     36.00
WA648       0213  14     40.00
WA648       0213  15     44.00
WA648       0213  16     39.00
WA648       0213  17     33.00
WA648       0213  18     33.00
WA648       0213  19     35.00
WA648       0213  20     34.00
WA648       0213  21     36.00
WA648       0213  22     36.00
WA648       0213  23     34.00
WA648       0213  24     33.00
WA648       0213  25     35.00
WA648       0213  26     34.00
WA648       0213  27     35.00
WA648       0213  28     41.00
WA648       0313   1     46.00
WA648       0313   2     44.00
WA648       0313   3     33.00
WA648       0313   4     37.00
WA648       0313   5     34.00
WA648       0313   6     35.00
WA648       0313   7     37.00
WA648       0313   8     38.00
WA648       0313   9     38.00
WA648       0313  10     38.00
WA648       0313  11     41.00
WA648       0313  12     42.00
WA648       0313  13     48.00
WA648       0313  14     47.00
WA648       0313  15     48.00
WA648       0313  16     39.00
WA648       0313  17     33.00
WA648       0313  18     37.00
WA648       0313  19     44.00
WA648       0313  20     37.00
WA648       0313  21     34.00
WA648       0313  22     33.00
WA648       0313  23     35.00
WA648       0313  24     39.00
WA648       0313  25     44.00
WA648       0313  26     45.00
WA648       0313  27     44.00
WA648       0313  28     46.00
WA648       0313  29     47.00
WA648       0313  30     54.00
WA648       0313  31     56.00
WA648       0413   1     57.00
WA648       0413   2     47.00
WA648       0413   3     49.00
WA648       0413   4     42.00
WA648       0413   5     43.00
WA648       0413   6     43.00
WA648       0413   7     36.00
WA648       0413   8     38.00
WA648       0413   9     43.00
WA648       0413  10     49.00
WA648       0413  11     36.00
WA648       0413  12     34.00
WA648       0413  13     40.00
WA648       0413  14     40.00
WA648       0413  15     43.00
WA648       0413  16     46.00
WA648       0413  17     46.00
WA648       0413  18     45.00
WA648       0413  19     45.00
WA648       0413  20     41.00
WA648       0413  21     38.00
WA648       0413  22     48.00
WA648       0413  23     49.00
WA648       0413  24     53.00
WA648       0413  25     56.00
WA648       0413  26     57.00
WA648       0413  27     48.00
WA648       0413  28     41.00
WA648       0413  29     44.00
WA648       0413  30     36.00
WA648       0513   1     49.00
WA648       0513   2     56.00
WA648       0513   3     59.00
WA648       0513   4     60.00
WA648       0513   5     64.00
WA648       0513   6     65.00
WA648       0513   7     65.00
WA648       0513   8     64.00
WA648       0513   9     67.00
WA648       0513  10     67.00
WA648       0513  11     67.00
WA648       0513  12     55.00
WA648       0513  13     48.00
WA648       0513  14     48.00
WA648       0513  15     52.00
WA648       0513  16     52.00
WA648       0513  17     49.00
WA648       0513  18     44.00
WA648       0513  19     44.00
WA648       0513  20     51.00
WA648       0513  21     40.00
WA648       0513  22     42.00
WA648       0513  23     40.00
WA648       0513  24     45.00
WA648       0513  25     43.00
WA648       0513  26     50.00
WA648       0513  27     46.00
WA648       0513  28     51.00
WA648       0513  29     45.00
WA648       0513  30     50.00
WA648       0513  31     45.00
WA648       0613   1     52.00
WA648       0613   2     48.00
WA648       0613   3     56.00
WA648       0613   4     63.00
WA648       0613   5     63.00
WA648       0613   6     65.00
WA648       0613   7     60.00
WA648       0613   8     52.00
WA648       0613   9     44.00
WA648       0613  10     49.00
WA648       0613  11     46.00
WA648       0613  12     47.00
WA648       0613  13     49.00
WA648       0613  14     48.00
WA648       0613  15     64.00
WA648       0613  16     65.00
WA648       0613  17     62.00
WA648       0613  18     58.00
WA648       0613  19     48.00
WA648       0613  20     48.00
WA648       0613  21     48.00
WA648       0613  22     60.00
WA648       0613  23     53.00
WA648       0613  24     52.00
WA648       0613  25     53.00
WA648       0613  26     53.00
WA648       0613  27     57.00
WA648       0613  28     73.00
WA648       0613  29     68.00
WA648       0613  30     80.00
WA648       0713   1     83.00
WA648       0713   2     69.00
WA648       0713   3     67.00
WA648       0713   4     55.00
WA648       0713   5     54.00
WA648       0713   6     66.00
WA648       0713   7     67.00
WA648       0713   8     67.00
WA648       0713   9     70.00
WA648       0713  10     61.00
WA648       0713  11     47.00
WA648       0713  12     51.00
WA648       0713  13     60.00
WA648       0713  14     65.00
WA648       0713  15     69.00
WA648       0713  16     75.00
WA648       0713  17     67.00
WA648       0713  18     70.00
WA648       0713  19     72.00
WA648       0713  20     69.00
WA648       0713  21     69.00
WA648       0713  22     68.00
WA648       0713  23     72.00
WA648       0713  24     72.00
WA648       0713  25     72.00
WA648       0713  26     72.00
WA648       0713  27     62.00
WA648       0713  28     65.00
WA648       0713  29     64.00
WA648       0713  30     68.00
WA648       0713  31     71.00
WA648       0813   1     65.00
WA648       0813   2     53.00
WA648       0813   3     60.00
WA648       0813   4     71.00
WA648       0813   5     72.00
WA648       0813   6     72.00
WA648       0813   7     72.00
WA648       0813   8     72.00
WA648       0813   9     74.00
WA648       0813  10     69.00
WA648       0813  11     64.00
WA648       0813  12     63.00
WA648       0813  13     67.00
WA648       0813  14     68.00
WA648       0813  15     58.00
WA648       0813  16     67.00
WA648       0813  17     60.00
WA648       0813  18     60.00
WA648       0813  19     59.00
WA648       0813  20     60.00
WA648       0813  21     71.00
WA648       0813  22     76.00
WA648       0813  23     63.00
WA648       0813  24     54.00
WA648       0813  25     60.00
WA648       0813  26     61.00
WA648       0813  27     63.00
WA648       0813  28     61.00
WA648       0813  29     58.00
WA648       0813  30     61.00
WA648       0813  31     68.00
WA648       0913   1     68.00
WA648       0913   2     66.00
WA648       0913   3     57.00
WA648       0913   4     60.00
WA648       0913   5     61.00
WA648       0913   6     56.00
WA648       0913   7     59.00
WA648       0913   8     66.00
WA648       0913   9     65.00
WA648       0913  10     71.00
WA648       0913  11     75.00
WA648       0913  12     75.00
WA648       0913  13     71.00
WA648       0913  14     76.00
WA648       0913  15     67.00
WA648       0913  16     53.00
WA648       0913  17     47.00
WA648       0913  18     49.00
WA648       0913  19     59.00
WA648       0913  20     59.00
WA648       0913  21     51.00
WA648       0913  22     47.00
WA648       0913  23     48.00
WA648       0913  24     45.00
WA648       0913  25     49.00
WA648       0913  26     49.00
WA648       0913  27     48.00
WA648       0913  28     47.00
WA648       0913  29     42.00
WA648       0913  30     42.00
WA648       1013   1     45.00
WA648       1013   2     40.00
WA648       1013   3     41.00
WA648       1013   4     52.00
WA648       1013   5     56.00
WA648       1013   6     58.00
WA648       1013   7     46.00
WA648       1013   8     41.00
WA648       1013   9     46.00
WA648       1013  10     44.00
WA648       1013  11     41.00
WA648       1013  12     42.00
WA648       1013  13     46.00
WA648       1013  14     49.00
WA648       1013  15     50.00
WA648       1013  16     50.00
WA648       1013  17     52.00
WA648       1013  18     53.00
WA648       1013  19     54.00
WA648       1013  20     59.00
WA648       1013  21     60.00
WA648       1013  22     60.00
WA648       1013  23     58.00
WA648       1013  24     57.00
WA648       1013  25     46.00
WA648       1013  26     49.00
WA648       1013  27     45.00
WA648       1013  28     40.00
WA648       1013  29     41.00
WA648       1013  30     45.00
WA648       1013  31     45.00
WA648       1113   1     50.00
WA648       1113   2     40.00
WA648       1113   3     36.00
WA648       1113   4     35.00
WA648       1113   5     41.00
WA648       1113   6     40.00
WA648       1113   7     42.00
WA648       1113   8     39.00
WA648       1113   9     38.00
WA648       1113  10     42.00
WA648       1113  11     46.00
WA648       1113  12     46.00
WA648       1113  13     43.00
WA648       1113  14     38.00
WA648       1113  15     36.00
WA648       1113  16     35.00
WA648       1113  17     36.00
WA648       1113  18     39.00
WA648       1113  19     40.00
WA648       1113  20     23.00
WA648       1113  21     27.00
WA648       1113  22     38.00
WA648       1113  23     51.00
WA648       1113  24     48.00
WA648       1113  25     50.00
WA648       1113  26     46.00
WA648       1113  27     44.00
WA648       1113  28     46.00
WA648       1113  29     44.00
WA648       1113  30     44.00
WA648       1213   1     45.00
WA648       1213   2     29.00
WA648       1213   3     25.00
WA648       1213   4     24.00
WA648       1213   5     22.00
WA648       1213   6     18.00
WA648       1213   7     16.00
WA648       1213   8     19.00
WA648       1213   9     26.00
WA648       1213  10     31.00
WA648       1213  11     39.00
WA648       1213  12     39.00
WA648       1213  13     42.00
WA648       1213  14     43.00
WA648       1213  15     41.00
WA648       1213  16     38.00
WA648       1213  17     45.00
WA648       1213  18     40.00
WA648       1213  19     29.00
WA648       1213  20     44.00
WA648       1213  21     35.00
WA648       1213  22     41.00
WA648       1213  23     39.00
WA648       1213  24     33.00
WA648       1213  25     43.00
WA648       1213  26     47.00
WA648       1213  27     43.00
WA648       1213  28     35.00
WA648       1213  29     41.00
WA648       1213  30     46.00
WA648       1213  31     38.00
WA648       0114   1     45.00
WA648       0114   2     44.00
WA648       0114   3     35.00
WA648       0114   4     35.00
WA648       0114   5     45.00
WA648       0114   6     45.00
WA648       0114   7     40.00
WA648       0114   8     38.00
WA648       0114   9     38.00
WA648       0114  10     40.00
WA648       0114  11     40.00
WA648       0114  12     39.00
WA648       0114  13     38.00
WA648       0114  14     39.00
WA648       0114  15     43.00
WA648       0114  16     51.00
WA648       0114  17     51.00
WA648       0114  18     46.00
WA648       0114  19     41.00
WA648       0114  20     48.00
WA648       0114  21     51.00
WA648       0114  22     39.00
WA648       0114  23     44.00
WA648       0114  24     51.00
WA648       0114  25     50.00
WA648       0114  26     46.00
WA648       0114  27     48.00
WA648       0114  28     43.00
WA648       0114  29     39.00
WA648       0114  30     35.00
WA648       0114  31     33.00
WA648       0214   1     30.00
WA648       0214   2     28.00
WA648       0214   3     24.00
WA648       0214   4     20.00
WA648       0214   5     14.00
WA648       0214   6     13.00
WA648       0214   7     22.00
WA648       0214   8     26.00
WA648       0214   9     32.00
WA648       0214  10     38.00
WA648       0214  11     37.00
WA648       0214  12     40.00
WA648       0214  13     37.00
WA648       0214  14     37.00
WA648       0214  15     35.00
WA648       0214  16     32.00
WA648       0214  17     35.00
WA648       0214  18     35.00
WA648       0214  19     36.00
WA648       0214  20     38.00
WA648       0214  21     31.00
WA648       0214  22     33.00
WA648       0214  23     36.00
WA648       0214  24     39.00
WA648       0214  25     44.00
WA648       0214  26     46.00
WA648       0214  27     48.00
WA648       0214  28     45.00
WA648       0314   1     35.00
WA648       0314   2     36.00
WA648       0314   3     41.00
WA648       0314   4     42.00
WA648       0314   5     46.00
WA648       0314   6     39.00
WA648       0314   7     44.00
WA648       0314   8     41.00
WA648       0314   9     44.00
WA648       0314  10     39.00
WA648       0314  11     43.00
WA648       0314  12     47.00
WA648       0314  13     47.00
WA648       0314  14     45.00
WA648       0314  15     46.00
WA648       0314  16     38.00
WA648       0314  17     37.00
WA648       0314  18     40.00
WA648       0314  19     40.00
WA648       0314  20     33.00
WA648       0314  21     32.00
WA648       0314  22     41.00
WA648       0314  23     43.00
WA648       0314  24     51.00
WA648       0314  25     40.00
WA648       0314  26     36.00
WA648       0314  27     39.00
WA648       0314  28     40.00
WA648       0314  29     38.00
WA648       0314  30     41.00
WA648       0314  31     45.00
WA648       0414   1     45.00
WA648       0414   2     42.00
WA648       0414   3     37.00
WA648       0414   4     39.00
WA648       0414   5     44.00
WA648       0414   6     48.00
WA648       0414   7     53.00
WA648       0414   8     51.00
WA648       0414   9     40.00
WA648       0414  10     39.00
WA648       0414  11     44.00
WA648       0414  12     50.00
WA648       0414  13     52.00
WA648       0414  14     53.00
WA648       0414  15     46.00
WA648       0414  16     44.00
WA648       0414  17     45.00
WA648       0414  18     38.00
WA648       0414  19     40.00
WA648       0414  20     42.00
WA648       0414  21     45.00
WA648       0414  22     44.00
WA648       0414  23     42.00
WA648       0414  24     46.00
WA648       0414  25     41.00
WA648       0414  26     40.00
WA648       0414  27     40.00
WA648       0414  28     47.00
WA648       0414  29     56.00
WA648       0414  30     63.00
WA648       0514   1     67.00
WA648       0514   2     57.00
WA648       0514   3     42.00
WA648       0514   4     44.00
WA648       0514   5     45.00
WA648       0514   6     43.00
WA648       0514   7     52.00
WA648       0514   8     43.00
WA648       0514   9     46.00
WA648       0514  10     42.00
WA648       0514  11     52.00
WA648       0514  12     60.00
WA648       0514  13     63.00
WA648       0514  14     69.00
WA648       0514  15     71.00
WA648       0514  16     55.00
WA648       0514  17     48.00
WA648       0514  18     47.00
WA648       0514  19     50.00
WA648       0514  20     50.00
WA648       0514  21     55.00
WA648       0514  22     60.00
WA648       0514  23     59.00
WA648       0514  24     46.00
WA648       0514  25     45.00
WA648       0514  26     48.00
WA648       0514  27     43.00
WA648       0514  28     47.00
WA648       0514  29     44.00
WA648       0514  30     54.00
WA648       0514  31     60.00
WA648       0614   1     60.00
WA648       0614   2     64.00
WA648       0614   3     60.00
WA648       0614   4     56.00
WA648       0614   5     55.00
WA648       0614   6     61.00
WA648       0614   7     57.00
WA648       0614   8     60.00
WA648       0614   9     49.00
WA648       0614  10     48.00
WA648       0614  11     57.00
WA648       0614  12     58.00
WA648       0614  13     50.00
WA648       0614  14     45.00
WA648       0614  15     45.00
WA648       0614  16     44.00
WA648       0614  17     50.00
WA648       0614  18     55.00
WA648       0614  19     60.00
WA648       0614  20     46.00
WA648       0614  21     57.00
WA648       0614  22     62.00
WA648       0614  23     64.00
WA648       0614  24     58.00
WA648       0614  25     61.00
WA648       0614  26     59.00
WA648       0614  27     58.00
WA648       0614  28     58.00
WA648       0614  29     49.00
WA648       0614  30     63.00
WA648       0714   1     79.00
WA648       0714   2     70.00
WA648       0714   3     50.00
WA648       0714   4     57.00
WA648       0714   5     64.00
WA648       0714   6     66.00
WA648       0714   7     69.00
WA648       0714   8     71.00
WA648       0714   9     68.00
WA648       0714  10     67.00
WA648       0714  11     75.00
WA648       0714  12     78.00
WA648       0714  13     83.00
WA648       0714  14     77.00
WA648       0714  15     78.00
WA648       0714  16     76.00
WA648       0714  17     66.00
WA648       0714  18     67.00
WA648       0714  19     67.00
WA648       0714  20     50.00
WA648       0714  21     53.00
WA648       0714  22     57.00
WA648       0714  23     53.00
WA648       0714  24     53.00
WA648       0714  25     59.00
WA648       0714  26     62.00
WA648       0714  27     69.00
WA648       0714  28     73.00
WA648       0714  29     73.00
WA648       0714  30     71.00
WA648       0714  31     77.00
WA648       0814   1     74.00
WA648       0814   2     77.00
WA648       0814   3     76.00
WA648       0814   4     77.00
WA648       0814   5     71.00
WA648       0814   6     60.00
WA648       0814   7     65.00
WA648       0814   8     60.00
WA648       0814   9     65.00
WA648       0814  10     77.00
WA648       0814  11     85.00
WA648       0814  12     74.00
WA648       0814  13     56.00
WA648       0814  14     62.00
WA648       0814  15     57.00
WA648       0814  16     59.00
WA648       0814  17     62.00
WA648       0814  18     73.00
WA648       0814  19     67.00
WA648       0814  20     62.00
WA648       0814  21     61.00
WA648       0814  22     64.00
WA648       0814  23     69.00
WA648       0814  24     65.00
WA648       0814  25     69.00
WA648       0814  26     72.00
WA648       0814  27     71.00
WA648       0814  28     66.00
WA648       0814  29     56.00
WA648       0814  30     53.00
WA648       0814  31     51.00
WA648       0914   1     55.00
WA648       0914   2     53.00
WA648       0914   3     53.00
WA648       0914   4     60.00
WA648       0914   5     66.00
WA648       0914   6     71.00
WA648       0914   7     71.00
WA648       0914   8     62.00
WA648       0914   9     54.00
WA648       0914  10     57.00
WA648       0914  11     55.00
WA648       0914  12     63.00
WA648       0914  13     64.00
WA648       0914  14     67.00
WA648       0914  15     71.00
WA648       0914  16     69.00
WA648       0914  17     63.00
WA648       0914  18     57.00
WA648       0914  19     62.00
WA648       0914  20     66.00
WA648       0914  21     70.00
WA648       0914  22     56.00
WA648       0914  23     53.00
WA648       0914  24     56.00
WA648       0914  25     53.00
WA648       0914  26     53.00
WA648       0914  27     52.00
WA648       0914  28     61.00
WA648       0914  29     60.00
WA648       0914  30     49.00
WA648       1014   1     47.00
WA648       1014   2     50.00
WA648       1014   3     63.00
WA648       1014   4     63.00
WA648       1014   5     62.00
WA648       1014   6     64.00
WA648       1014   7     62.00
WA648       1014   8     58.00
WA648       1014   9     61.00
WA648       1014  10     59.00
WA648       1014  11     50.00
WA648       1014  12     50.00
WA648       1014  13     54.00
WA648       1014  14     45.00
WA648       1014  15     45.00
WA648       1014  16     47.00
WA648       1014  17     47.00
WA648       1014  18     52.00
WA648       1014  19     53.00
WA648       1014  20     48.00
WA648       1014  21     45.00
WA648       1014  22     44.00
WA648       1014  23     42.00
WA648       1014  24     43.00
WA648       1014  25     45.00
WA648       1014  26     40.00
WA648       1014  27     42.00
WA648       1014  28     45.00
WA648       1014  29     47.00
WA648       1014  30     47.00
WA648       1014  31     42.00
WA648       1114   1     40.00
WA648       1114   2     44.00
WA648       1114   3     46.00
WA648       1114   4     46.00
WA648       1114   5     49.00
WA648       1114   6     49.00
WA648       1114   7     40.00
WA648       1114   8     47.00
WA648       1114   9     43.00
WA648       1114  10     35.00
WA648       1114  11     30.00
WA648       1114  12     25.00
WA648       1114  13     25.00
WA648       1114  14     27.00
WA648       1114  15     29.00
WA648       1114  16     44.00
WA648       1114  17     49.00
WA648       1114  18     52.00
WA648       1114  19     50.00
WA648       1114  20     41.00
WA648       1114  21     40.00
WA648       1114  22     36.00
WA648       1114  23     37.00
WA648       1114  24     48.00
WA648       1114  25     46.00
WA648       1114  26     46.00
WA648       1114  27     45.00
WA648       1114  28     43.00
WA648       1114  29     26.00
WA648       1114  30     24.00
WA648       1214   1     27.00
WA648       1214   2     29.00
WA648       1214   3     36.00
WA648       1214   4     40.00
WA648       1214   5     42.00
WA648       1214   6     42.00
WA648       1214   7     42.00
WA648       1214   8     43.00
WA648       1214   9     45.00
WA648       1214  10     46.00
WA648       1214  11     40.00
WA648       1214  12     38.00
WA648       1214  13     36.00
WA648       1214  14     31.00
WA648       1214  15     34.00
WA648       1214  16     34.00
WA648       1214  17     36.00
WA648       1214  18     37.00
WA648       1214  19     36.00
WA648       1214  20     42.00
WA648       1214  21     41.00
WA648       1214  22     37.00
WA648       1214  23     42.00
WA648       1214  24     32.00
WA648       1214  25     31.00
WA648       1214  26     33.00
WA648       1214  27     35.00
WA648       1214  28     31.00
WA648       1214  29     27.00
WA648       1214  30     25.00
WA648       1214  31     34.00
WA648       0115   1     37.00
WA648       0115   2     36.00
WA648       0115   3     32.00
WA648       0115   4     44.00
WA648       0115   5     46.00
WA648       0115   6     54.00
WA648       0115   7     46.00
WA648       0115   8     51.00
WA648       0115   9     47.00
WA648       0115  10     40.00
WA648       0115  11     38.00
WA648       0115  12     36.00
WA648       0115  13     42.00
WA648       0115  14     46.00
WA648       0115  15     38.00
WA648       0115  16     38.00
WA648       0115  17     43.00
WA648       0115  18     42.00
WA648       0115  19     36.00
WA648       0115  20     33.00
WA648       0115  21     44.00
WA648       0115  22     46.00
WA648       0115  23     46.00
WA648       0115  24     51.00
WA648       0115  25     57.00
WA648       0115  26     50.00
WA648       0115  27     44.00
WA648       0115  28     39.00
WA648       0115  29     42.00
