$ Get data for 376:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:46:09 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA376           Bunchgrass Mdw
WA376       0312   8     10.00
WA376       0312   9     30.00
WA376       0312  10     31.00
WA376       0312  11     25.00
WA376       0312  12     19.00
WA376       0312  13     23.00
WA376       0312  14     18.00
WA376       0312  15     29.00
WA376       0312  16     25.00
WA376       0312  17     27.00
WA376       0312  18     10.00
WA376       0312  19     11.00
WA376       0312  20     11.00
WA376       0312  21     22.00
WA376       0312  22     14.00
WA376       0312  23      8.00
WA376       0312  24     16.00
WA376       0312  25     13.00
WA376       0312  26     30.00
WA376       0312  27     23.00
WA376       0312  28     30.00
WA376       0312  29     30.00
WA376       0312  30     31.00
WA376       0312  31     30.00
WA376       0412   1     26.00
WA376       0412   2     17.00
WA376       0412   3     12.00
WA376       0412   4     23.00
WA376       0412   5      9.00
WA376       0412   6      4.00
WA376       0412   7     13.00
WA376       0412   8      8.00
WA376       0412   9     27.00
WA376       0412  10     27.00
WA376       0412  11     30.00
WA376       0412  12     30.00
WA376       0412  13     24.00
WA376       0412  14     25.00
WA376       0412  15     29.00
WA376       0412  16     30.00
WA376       0412  17     31.00
WA376       0412  18     30.00
WA376       0412  19     32.00
WA376       0412  20     31.00
WA376       0412  21     29.00
WA376       0412  22     29.00
WA376       0412  23     33.00
WA376       0412  24     35.00
WA376       0412  25     35.00
WA376       0412  26     34.00
WA376       0412  27     31.00
WA376       0412  28     26.00
WA376       0412  29     32.00
WA376       0412  30     33.00
WA376       0512   1     30.00
WA376       0512   2     31.00
WA376       0512   3     29.00
WA376       0512   4     32.00
WA376       0512   5     31.00
WA376       0512   6     25.00
WA376       0512   7     26.00
WA376       0512   8     29.00
WA376       0512   9     32.00
WA376       0512  10     23.00
WA376       0512  11     18.00
WA376       0512  12     23.00
WA376       0512  13     28.00
WA376       0512  14     30.00
WA376       0512  15     31.00
WA376       0512  16     32.00
WA376       0512  17     32.00
WA376       0512  18     33.00
WA376       0512  19     29.00
WA376       0512  20     29.00
WA376       0512  21     36.00
WA376       0512  22     36.00
WA376       0512  23     33.00
WA376       0512  24     33.00
WA376       0512  25     37.00
WA376       0512  26     37.00
WA376       0512  27     29.00
WA376       0512  28     31.00
WA376       0512  29     32.00
WA376       0512  30     32.00
WA376       0512  31     37.00
WA376       0612   1     42.00
WA376       0612   2     35.00
WA376       0612   3     34.00
WA376       0612   4     38.00
WA376       0612   5     38.00
WA376       0612   6     31.00
WA376       0612   7     30.00
WA376       0612   8     32.00
WA376       0612   9     32.00
WA376       0612  10     36.00
WA376       0612  11     34.00
WA376       0612  12     33.00
WA376       0612  13     33.00
WA376       0612  14     31.00
WA376       0612  15     33.00
WA376       0612  16     37.00
WA376       0612  17     41.00
WA376       0612  18     40.00
WA376       0612  19     38.00
WA376       0612  20     38.00
WA376       0612  21     36.00
WA376       0612  22     45.00
WA376       0612  23     43.00
WA376       0612  24     39.00
WA376       0612  25     40.00
WA376       0612  26     38.00
WA376       0612  27     36.00
WA376       0612  28     32.00
WA376       0612  29     45.00
WA376       0612  30     42.00
WA376       0712   1     45.00
WA376       0712   2     41.00
WA376       0712   3     36.00
WA376       0712   4     32.00
WA376       0712   5     34.00
WA376       0712   6     38.00
WA376       0712   7     42.00
WA376       0712   8     47.00
WA376       0712   9     51.00
WA376       0712  10     53.00
WA376       0712  11     50.00
WA376       0712  12     48.00
WA376       0712  13     55.00
WA376       0712  14     51.00
WA376       0712  15     47.00
WA376       0712  16     44.00
WA376       0712  17     49.00
WA376       0712  18     47.00
WA376       0712  19     46.00
WA376       0712  20     43.00
WA376       0712  21     42.00
WA376       0712  22     40.00
WA376       0712  23     38.00
WA376       0712  24     36.00
WA376       0712  25     43.00
WA376       0712  26     43.00
WA376       0712  27     44.00
WA376       0712  28     44.00
WA376       0712  29     41.00
WA376       0712  30     41.00
WA376       0712  31     41.00
WA376       0812   1     41.00
WA376       0812   2     43.00
WA376       0812   3     40.00
WA376       0812   4     41.00
WA376       0812   5     45.00
WA376       0812   6     48.00
WA376       0812   7     45.00
WA376       0812   8     45.00
WA376       0812   9     39.00
WA376       0812  10     37.00
WA376       0812  11     44.00
WA376       0812  12     40.00
WA376       0812  13     44.00
WA376       0812  14     50.00
WA376       0812  15     47.00
WA376       0812  16     39.00
WA376       0812  17     39.00
WA376       0812  18     42.00
WA376       0812  19     47.00
WA376       0812  20     46.00
WA376       0812  21     42.00
WA376       0812  22     40.00
WA376       0812  23     37.00
WA376       0812  24     33.00
WA376       0812  25     30.00
WA376       0812  26     33.00
WA376       0812  27     41.00
WA376       0812  28     37.00
WA376       0812  29     36.00
WA376       0812  30     31.00
WA376       0812  31     32.00
WA376       0912   1     34.00
WA376       0912   2     31.00
WA376       0912   3     34.00
WA376       0912   4     40.00
WA376       0912   5     34.00
WA376       0912   6     35.00
WA376       0912   7     31.00
WA376       0912   8     33.00
WA376       0912   9     47.00
WA376       0912  10     38.00
WA376       0912  11     28.00
WA376       0912  12     26.00
WA376       0912  13     29.00
WA376       0912  14     32.00
WA376       0912  15     37.00
WA376       0912  16     39.00
WA376       0912  17     39.00
WA376       0912  18     33.00
WA376       0912  19     35.00
WA376       0912  20     35.00
WA376       0912  21     37.00
WA376       0912  22     38.00
WA376       0912  23     42.00
WA376       0912  24     37.00
WA376       0912  25     36.00
WA376       0912  26     32.00
WA376       0912  27     32.00
WA376       0912  28     34.00
WA376       0912  29     38.00
WA376       0912  30     34.00
WA376       1012   1     34.00
WA376       1012   2     31.00
WA376       1012   3     28.00
WA376       1012   4     21.00
WA376       1012   5     17.00
WA376       1012   6     21.00
WA376       1012   7     26.00
WA376       1012   8     29.00
WA376       1012   9     28.00
WA376       1012  10     29.00
WA376       1012  11     27.00
WA376       1012  12     28.00
WA376       1012  13     41.00
WA376       1012  14     44.00
WA376       1012  15     45.00
WA376       1012  16     32.00
WA376       1012  17     28.00
WA376       1012  18     30.00
WA376       1012  19     36.00
WA376       1012  20     27.00
WA376       1012  21     26.00
WA376       1012  22     21.00
WA376       1012  23     28.00
WA376       1012  24     28.00
WA376       1012  25     28.00
WA376       1012  26     28.00
WA376       1012  27     29.00
WA376       1012  28     32.00
WA376       1012  29     34.00
WA376       1012  30     33.00
WA376       1012  31     38.00
WA376       1112   1     35.00
WA376       1112   2     36.00
WA376       1112   3     36.00
WA376       1112   4     41.00
WA376       1112   5     34.00
WA376       1112   6     37.00
WA376       1112   7     25.00
WA376       1112   8     21.00
WA376       1112   9     16.00
WA376       1112  10      9.00
WA376       1112  11      7.00
WA376       1112  12     22.00
WA376       1112  13     27.00
WA376       1112  14     26.00
WA376       1112  15     26.00
WA376       1112  16     28.00
WA376       1112  17     30.00
WA376       1112  18     29.00
WA376       1112  19     29.00
WA376       1112  20     34.00
WA376       1112  21     27.00
WA376       1112  22     21.00
WA376       1112  23     27.00
WA376       1112  24     16.00
WA376       1112  25      8.00
WA376       1112  26      8.00
WA376       1112  27      8.00
WA376       1112  28     17.00
WA376       1112  29     32.00
WA376       1112  30     34.00
WA376       1212   1     31.00
WA376       1212   2     30.00
WA376       1212   3     31.00
WA376       1212   4     31.00
WA376       1212   5     24.00
WA376       1212   6     24.00
WA376       1212   7     20.00
WA376       1212   8      8.00
WA376       1212   9     -5.00
WA376       1212  10     20.00
WA376       1212  11     24.00
WA376       1212  12     25.00
WA376       1212  13     16.00
WA376       1212  14     22.00
WA376       1212  15     21.00
WA376       1212  16     21.00
WA376       1212  17     22.00
WA376       1212  18     17.00
WA376       1212  19     16.00
WA376       1212  20     21.00
WA376       1212  21     26.00
WA376       1212  22     27.00
WA376       1212  23     24.00
WA376       1212  24     20.00
WA376       1212  25     19.00
WA376       1212  26     20.00
WA376       1212  27     20.00
WA376       1212  28     20.00
WA376       1212  29     20.00
WA376       1212  30     18.00
WA376       1212  31     16.00
WA376       0113   1     16.00
WA376       0113   2      5.00
WA376       0113   3     -1.00
WA376       0113   4      9.00
WA376       0113   5     11.00
WA376       0113   6     20.00
WA376       0113   7     20.00
WA376       0113   8     23.00
WA376       0113   9     27.00
WA376       0113  10     18.00
WA376       0113  11     13.00
WA376       0113  12      2.00
WA376       0113  13     -1.00
WA376       0113  14     10.00
WA376       0113  15      9.00
WA376       0113  16     11.00
WA376       0113  17     10.00
WA376       0113  18     10.00
WA376       0113  19     10.00
WA376       0113  20      8.00
WA376       0113  21      4.00
WA376       0113  22      2.00
WA376       0113  23     13.00
WA376       0113  24     21.00
WA376       0113  25     28.00
WA376       0113  26     24.00
WA376       0113  27     20.00
WA376       0113  28     19.00
WA376       0113  29     18.00
WA376       0113  30     24.00
WA376       0113  31     29.00
WA376       0213   1     24.00
WA376       0213   2     15.00
WA376       0213   3     21.00
WA376       0213   4     26.00
WA376       0213   5     28.00
WA376       0213   6     27.00
WA376       0213   7     26.00
WA376       0213   8     12.00
WA376       0213   9      9.00
WA376       0213  10     14.00
WA376       0213  11     20.00
WA376       0213  12     24.00
WA376       0213  13     20.00
WA376       0213  14     15.00
WA376       0213  15     17.00
WA376       0213  16     15.00
WA376       0213  17     10.00
WA376       0213  18      6.00
WA376       0213  19     23.00
WA376       0213  20     16.00
WA376       0213  21     11.00
WA376       0213  22     24.00
WA376       0213  23     13.00
WA376       0213  24     11.00
WA376       0213  25     24.00
WA376       0213  26     19.00
WA376       0213  27     20.00
WA376       0213  28     26.00
WA376       0313   1     31.00
WA376       0313   2     34.00
WA376       0313   3     20.00
WA376       0313   4      7.00
WA376       0313   5     11.00
WA376       0313   6     25.00
WA376       0313   7     27.00
WA376       0313   8     11.00
WA376       0313   9     14.00
WA376       0313  10     18.00
WA376       0313  11     25.00
WA376       0313  12     27.00
WA376       0313  13     36.00
WA376       0313  14     36.00
WA376       0313  15     31.00
WA376       0313  16     29.00
WA376       0313  17     20.00
WA376       0313  18     15.00
WA376       0313  19      1.00
WA376       0313  20     27.00
WA376       0313  21      5.00
WA376       0313  22      1.00
WA376       0313  23     -5.00
WA376       0313  24     -3.00
WA376       0313  25     -1.00
WA376       0313  26      6.00
WA376       0313  27     15.00
WA376       0313  28     26.00
WA376       0313  29     26.00
WA376       0313  30     22.00
WA376       0313  31     24.00
WA376       0413   1     25.00
WA376       0413   2     29.00
WA376       0413   3     28.00
WA376       0413   4     28.00
WA376       0413   5     35.00
WA376       0413   6     31.00
WA376       0413   7     30.00
WA376       0413   8     28.00
WA376       0413   9     26.00
WA376       0413  10     33.00
WA376       0413  11     23.00
WA376       0413  12     18.00
WA376       0413  13     25.00
WA376       0413  14     21.00
WA376       0413  15     17.00
WA376       0413  16     13.00
WA376       0413  17      3.00
WA376       0413  18     24.00
WA376       0413  19     34.00
WA376       0413  20     32.00
WA376       0413  21     25.00
WA376       0413  22     17.00
WA376       0413  23     22.00
WA376       0413  24     24.00
WA376       0413  25     28.00
WA376       0413  26     31.00
WA376       0413  27     37.00
WA376       0413  28     28.00
WA376       0413  29     27.00
WA376       0413  30     20.00
WA376       0513   1     14.00
WA376       0513   2     23.00
WA376       0513   3     34.00
WA376       0513   4     32.00
WA376       0513   5     28.00
WA376       0513   6     29.00
WA376       0513   7     33.00
WA376       0513   8     34.00
WA376       0513   9     32.00
WA376       0513  10     32.00
WA376       0513  11     36.00
WA376       0513  12     37.00
WA376       0513  13     35.00
WA376       0513  14     29.00
WA376       0513  15     28.00
WA376       0513  16     30.00
WA376       0513  17     29.00
WA376       0513  18     33.00
WA376       0513  19     32.00
WA376       0513  20     31.00
WA376       0513  21     33.00
WA376       0513  22     30.00
WA376       0513  23     28.00
WA376       0513  24     26.00
WA376       0513  25     31.00
WA376       0513  26     28.00
WA376       0513  27     39.00
WA376       0513  28     39.00
WA376       0513  29     39.00
WA376       0513  30     36.00
WA376       0513  31     32.00
WA376       0613   1     31.00
WA376       0613   2     35.00
WA376       0613   3     32.00
WA376       0613   4     35.00
WA376       0613   5     35.00
WA376       0613   6     40.00
WA376       0613   7     44.00
WA376       0613   8     39.00
WA376       0613   9     36.00
WA376       0613  10     32.00
WA376       0613  11     34.00
WA376       0613  12     36.00
WA376       0613  13     35.00
WA376       0613  14     35.00
WA376       0613  15     33.00
WA376       0613  16     35.00
WA376       0613  17     42.00
WA376       0613  18     46.00
WA376       0613  19     43.00
WA376       0613  20     39.00
WA376       0613  21     37.00
WA376       0613  22     35.00
WA376       0613  23     36.00
WA376       0613  24     47.00
WA376       0613  25     44.00
WA376       0613  26     47.00
WA376       0613  27     43.00
WA376       0613  28     42.00
WA376       0613  29     46.00
WA376       0613  30     47.00
WA376       0713   1     48.00
WA376       0713   2     52.00
WA376       0713   3     49.00
WA376       0713   4     44.00
WA376       0713   5     42.00
WA376       0713   6     43.00
WA376       0713   7     39.00
WA376       0713   8     42.00
WA376       0713   9     39.00
WA376       0713  10     43.00
WA376       0713  11     43.00
WA376       0713  12     38.00
WA376       0713  13     36.00
WA376       0713  14     35.00
WA376       0713  15     41.00
WA376       0713  16     41.00
WA376       0713  17     53.00
WA376       0713  18     47.00
WA376       0713  19     45.00
WA376       0713  20     44.00
WA376       0713  21     42.00
WA376       0713  22     44.00
WA376       0713  23     43.00
WA376       0713  24     43.00
WA376       0713  25     43.00
WA376       0713  26     43.00
WA376       0713  27     45.00
WA376       0713  28     45.00
WA376       0713  29     44.00
WA376       0713  30     43.00
WA376       0713  31     39.00
WA376       0813   1     52.00
WA376       0813   2     49.00
WA376       0813   3     44.00
WA376       0813   4     41.00
WA376       0813   5     41.00
WA376       0813   6     41.00
WA376       0813   7     44.00
WA376       0813   8     43.00
WA376       0813   9     46.00
WA376       0813  10     52.00
WA376       0813  11     51.00
WA376       0813  12     48.00
WA376       0813  13     46.00
WA376       0813  14     42.00
WA376       0813  15     46.00
WA376       0813  16     44.00
WA376       0813  17     40.00
WA376       0813  18     41.00
WA376       0813  19     42.00
WA376       0813  20     39.00
WA376       0813  21     37.00
WA376       0813  22     37.00
WA376       0813  23     43.00
WA376       0813  24     40.00
WA376       0813  25     47.00
WA376       0813  26     42.00
WA376       0813  27     38.00
WA376       0813  28     40.00
WA376       0813  29     43.00
WA376       0813  30     41.00
WA376       0813  31     36.00
WA376       0913   1     35.00
WA376       0913   2     41.00
WA376       0913   3     47.00
WA376       0913   4     43.00
WA376       0913   5     53.00
WA376       0913   6     47.00
WA376       0913   7     45.00
WA376       0913   8     37.00
WA376       0913   9     39.00
WA376       0913  10     41.00
WA376       0913  11     41.00
WA376       0913  12     47.00
WA376       0913  13     45.00
WA376       0913  14     47.00
WA376       0913  15     47.00
WA376       0913  16     49.00
WA376       0913  17     43.00
WA376       0913  18     34.00
WA376       0913  19     31.00
WA376       0913  20     30.00
WA376       0913  21     38.00
WA376       0913  22     37.00
WA376       0913  23     39.00
WA376       0913  24     32.00
WA376       0913  25     33.00
WA376       0913  26     31.00
WA376       0913  27     29.00
WA376       0913  28     37.00
WA376       0913  29     36.00
WA376       0913  30     34.00
WA376       1013   1     33.00
WA376       1013   2     31.00
WA376       1013   3     27.00
WA376       1013   4     24.00
WA376       1013   5     29.00
WA376       1013   6     28.00
WA376       1013   7     34.00
WA376       1013   8     32.00
WA376       1013   9     28.00
WA376       1013  10     27.00
WA376       1013  11     23.00
WA376       1013  12     25.00
WA376       1013  13     22.00
WA376       1013  14     22.00
WA376       1013  15     22.00
WA376       1013  16     28.00
WA376       1013  17     24.00
WA376       1013  18     25.00
WA376       1013  19     29.00
WA376       1013  20     30.00
WA376       1013  21     29.00
WA376       1013  22     28.00
WA376       1013  23     28.00
WA376       1013  24     29.00
WA376       1013  25     27.00
WA376       1013  26     26.00
WA376       1013  27     27.00
WA376       1013  28     25.00
WA376       1013  29     24.00
WA376       1013  30     21.00
WA376       1013  31     28.00
WA376       1113   1     27.00
WA376       1113   2     30.00
WA376       1113   3     23.00
WA376       1113   4     13.00
WA376       1113   5     23.00
WA376       1113   6     22.00
WA376       1113   7     25.00
WA376       1113   8     27.00
WA376       1113   9     28.00
WA376       1113  10     30.00
WA376       1113  11     31.00
WA376       1113  12     29.00
WA376       1113  13     33.00
WA376       1113  14     30.00
WA376       1113  15     27.00
WA376       1113  16     22.00
WA376       1113  17     24.00
WA376       1113  18     32.00
WA376       1113  19     23.00
WA376       1113  20     -3.00
WA376       1113  21     -8.00
WA376       1113  22     -4.00
WA376       1113  23      2.00
WA376       1113  24     13.00
WA376       1113  25     16.00
WA376       1113  26     16.00
WA376       1113  27     13.00
WA376       1113  28     12.00
WA376       1113  29     14.00
WA376       1113  30     27.00
WA376       1213   1     28.00
WA376       1213   2     14.00
WA376       1213   3      9.00
WA376       1213   4     -3.00
WA376       1213   5     -6.00
WA376       1213   6     -8.00
WA376       1213   7    -21.00
WA376       1213   8    -21.00
WA376       1213   9      0.00
WA376       1213  10      8.00
WA376       1213  11      8.00
WA376       1213  12     17.00
WA376       1213  13     23.00
WA376       1213  14     25.00
WA376       1213  15     29.00
WA376       1213  16     26.00
WA376       1213  17     24.00
WA376       1213  18     18.00
WA376       1213  19      6.00
WA376       1213  20     11.00
WA376       1213  21      5.00
WA376       1213  22     17.00
WA376       1213  23     27.00
WA376       1213  24     18.00
WA376       1213  25     18.00
WA376       1213  26     18.00
WA376       1213  27     13.00
WA376       1213  28     15.00
WA376       1213  29     18.00
WA376       1213  30     21.00
WA376       1213  31     16.00
WA376       0114   1     11.00
WA376       0114   2     28.00
WA376       0114   3     21.00
WA376       0114   4     13.00
WA376       0114   5      5.00
WA376       0114   6     -2.00
WA376       0114   7     11.00
WA376       0114   8     24.00
WA376       0114   9     24.00
WA376       0114  10     26.00
WA376       0114  11     28.00
WA376       0114  12     27.00
WA376       0114  13     31.00
WA376       0114  14     27.00
WA376       0114  15     25.00
WA376       0114  16     14.00
WA376       0114  17     10.00
WA376       0114  18     11.00
WA376       0114  19     10.00
WA376       0114  20      2.00
WA376       0114  21      7.00
WA376       0114  22     15.00
WA376       0114  23     11.00
WA376       0114  24     12.00
WA376       0114  25      9.00
WA376       0114  26     14.00
WA376       0114  27     18.00
WA376       0114  28     21.00
WA376       0114  29     20.00
WA376       0114  30     17.00
WA376       0114  31     -3.00
WA376       0214   1    -12.00
WA376       0214   2      6.00
WA376       0214   3      2.00
WA376       0214   4     -9.00
WA376       0214   5    -11.00
WA376       0214   6     -9.00
WA376       0214   7    -12.00
WA376       0214   8    -16.00
WA376       0214   9     -3.00
WA376       0214  10     -1.00
WA376       0214  11     20.00
WA376       0214  12     25.00
WA376       0214  13     22.00
WA376       0214  14     20.00
WA376       0214  15     26.00
WA376       0214  16     25.00
WA376       0214  17     25.00
WA376       0214  18     21.00
WA376       0214  19     10.00
WA376       0214  20      9.00
WA376       0214  21      8.00
WA376       0214  22     -1.00
WA376       0214  23      4.00
WA376       0214  24     13.00
WA376       0214  25     -3.00
WA376       0214  26     -9.00
WA376       0214  27     17.00
WA376       0214  28      4.00
WA376       0314   1     -2.00
WA376       0314   2      3.00
WA376       0314   3     19.00
WA376       0314   4     28.00
WA376       0314   5     33.00
WA376       0314   6     34.00
WA376       0314   7     32.00
WA376       0314   8     31.00
WA376       0314   9     33.00
WA376       0314  10     29.00
WA376       0314  11     24.00
WA376       0314  12     17.00
WA376       0314  13     26.00
WA376       0314  14     29.00
WA376       0314  15     20.00
WA376       0314  16     32.00
WA376       0314  17     24.00
WA376       0314  18     13.00
WA376       0314  19     25.00
WA376       0314  20      6.00
WA376       0314  21     -4.00
WA376       0314  22     -5.00
WA376       0314  23     18.00
WA376       0314  24      9.00
WA376       0314  25     16.00
WA376       0314  26     26.00
WA376       0314  27     27.00
WA376       0314  28     30.00
WA376       0314  29     32.00
WA376       0314  30     23.00
WA376       0314  31     19.00
WA376       0414   1     11.00
WA376       0414   2     16.00
WA376       0414   3     18.00
WA376       0414   4     29.00
WA376       0414   5     24.00
WA376       0414   6     31.00
WA376       0414   7     29.00
WA376       0414   8     29.00
WA376       0414   9     29.00
WA376       0414  10     20.00
WA376       0414  11     33.00
WA376       0414  12     27.00
WA376       0414  13     20.00
WA376       0414  14     22.00
WA376       0414  15     28.00
WA376       0414  16     26.00
WA376       0414  17     34.00
WA376       0414  18     27.00
WA376       0414  19     23.00
WA376       0414  20     28.00
WA376       0414  21     25.00
WA376       0414  22     30.00
WA376       0414  23     26.00
WA376       0414  24     31.00
WA376       0414  25     33.00
WA376       0414  26     28.00
WA376       0414  27     27.00
WA376       0414  28     26.00
WA376       0414  29     19.00
WA376       0414  30     24.00
WA376       0514   1     30.00
WA376       0514   2     33.00
WA376       0514   3     32.00
WA376       0514   4     31.00
WA376       0514   5     32.00
WA376       0514   6     29.00
WA376       0514   7     24.00
WA376       0514   8     26.00
WA376       0514   9     34.00
WA376       0514  10     33.00
WA376       0514  11     26.00
WA376       0514  12     24.00
WA376       0514  13     27.00
WA376       0514  14     35.00
WA376       0514  15     34.00
WA376       0514  16     35.00
WA376       0514  17     32.00
WA376       0514  18     29.00
WA376       0514  19     31.00
WA376       0514  20     30.00
WA376       0514  21     30.00
WA376       0514  22     33.00
WA376       0514  23     36.00
WA376       0514  24     32.00
WA376       0514  25     31.00
WA376       0514  26     31.00
WA376       0514  27     29.00
WA376       0514  28     34.00
WA376       0514  29     32.00
WA376       0514  30     30.00
WA376       0514  31     30.00
WA376       0614   1     31.00
WA376       0614   2     33.00
WA376       0614   3     36.00
WA376       0614   4     37.00
WA376       0614   5     33.00
WA376       0614   6     33.00
WA376       0614   7     35.00
WA376       0614   8     34.00
WA376       0614   9     36.00
WA376       0614  10     33.00
WA376       0614  11     33.00
WA376       0614  12     37.00
WA376       0614  13     38.00
WA376       0614  14     41.00
WA376       0614  15     39.00
WA376       0614  16     34.00
WA376       0614  17     36.00
WA376       0614  18     42.00
WA376       0614  19     39.00
WA376       0614  20     37.00
WA376       0614  21     32.00
WA376       0614  22     35.00
WA376       0614  23     40.00
WA376       0614  24     44.00
WA376       0614  25     40.00
WA376       0614  26     44.00
WA376       0614  27     45.00
WA376       0614  28     43.00
WA376       0614  29     37.00
WA376       0614  30     38.00
WA376       0714   1     39.00
WA376       0714   2     43.00
WA376       0714   3     49.00
WA376       0714   4     47.00
WA376       0714   5     45.00
WA376       0714   6     48.00
WA376       0714   7     47.00
WA376       0714   8     44.00
WA376       0714   9     49.00
WA376       0714  10     44.00
WA376       0714  11     43.00
WA376       0714  12     42.00
WA376       0714  13     45.00
WA376       0714  14     51.00
WA376       0714  15     50.00
WA376       0714  16     49.00
WA376       0714  17     48.00
WA376       0714  18     46.00
WA376       0714  19     49.00
WA376       0714  20     46.00
WA376       0714  21     40.00
WA376       0714  22     44.00
WA376       0714  23     46.00
WA376       0714  24     41.00
WA376       0714  25     35.00
WA376       0714  26     37.00
WA376       0714  27     38.00
WA376       0714  28     45.00
WA376       0714  29     46.00
WA376       0714  30     47.00
WA376       0714  31     45.00
WA376       0814   1     45.00
WA376       0814   2     48.00
WA376       0814   3     45.00
WA376       0814   4     44.00
WA376       0814   5     46.00
WA376       0814   6     46.00
WA376       0814   7     43.00
WA376       0814   8     41.00
WA376       0814   9     39.00
WA376       0814  10     40.00
WA376       0814  11     42.00
WA376       0814  12     47.00
WA376       0814  13     49.00
WA376       0814  14     48.00
WA376       0814  15     48.00
WA376       0814  16     48.00
WA376       0814  17     45.00
WA376       0814  18     45.00
WA376       0814  19     49.00
WA376       0814  20     41.00
WA376       0814  21     38.00
WA376       0814  22     45.00
WA376       0814  23     44.00
WA376       0814  24     40.00
WA376       0814  25     36.00
WA376       0814  26     39.00
WA376       0814  27     43.00
WA376       0814  28     46.00
WA376       0814  29     40.00
WA376       0814  30     42.00
WA376       0814  31     41.00
WA376       0914   1     35.00
WA376       0914   2     36.00
WA376       0914   3     33.00
WA376       0914   4     31.00
WA376       0914   5     31.00
WA376       0914   6     34.00
WA376       0914   7     37.00
WA376       0914   8     37.00
WA376       0914   9     38.00
WA376       0914  10     32.00
WA376       0914  11     26.00
WA376       0914  12     22.00
WA376       0914  13     34.00
WA376       0914  14     30.00
WA376       0914  15     32.00
WA376       0914  16     35.00
WA376       0914  17     39.00
WA376       0914  18     47.00
WA376       0914  19     44.00
WA376       0914  20     37.00
WA376       0914  21     39.00
WA376       0914  22     40.00
WA376       0914  23     47.00
WA376       0914  24     45.00
WA376       0914  25     41.00
WA376       0914  26     34.00
WA376       0914  27     32.00
WA376       0914  28     43.00
WA376       0914  29     37.00
WA376       0914  30     31.00
WA376       1014   1     30.00
WA376       1014   2     28.00
WA376       1014   3     26.00
WA376       1014   4     35.00
WA376       1014   5     32.00
WA376       1014   6     40.00
WA376       1014   7     38.00
WA376       1014   8     38.00
WA376       1014   9     33.00
WA376       1014  10     31.00
WA376       1014  11     40.00
WA376       1014  12     35.00
WA376       1014  13     34.00
WA376       1014  14     37.00
WA376       1014  15     36.00
WA376       1014  16     30.00
WA376       1014  17     28.00
WA376       1014  18     40.00
WA376       1014  19     33.00
WA376       1014  20     33.00
WA376       1014  21     40.00
WA376       1014  22     36.00
WA376       1014  23     36.00
WA376       1014  24     34.00
WA376       1014  25     36.00
WA376       1014  26     31.00
WA376       1014  27     25.00
WA376       1014  28     31.00
WA376       1014  29     34.00
WA376       1014  30     34.00
WA376       1014  31     39.00
WA376       1114   1     37.00
WA376       1114   2     29.00
WA376       1114   3     30.00
WA376       1114   4     39.00
WA376       1114   5     33.00
WA376       1114   6     40.00
WA376       1114   7     31.00
WA376       1114   8     29.00
WA376       1114   9     25.00
WA376       1114  10     12.00
WA376       1114  11      6.00
WA376       1114  12      6.00
WA376       1114  13      0.00
WA376       1114  14      2.00
WA376       1114  15     -1.00
WA376       1114  16      4.00
WA376       1114  17      3.00
WA376       1114  18      9.00
WA376       1114  19     12.00
WA376       1114  20     22.00
WA376       1114  21     27.00
WA376       1114  22     28.00
WA376       1114  23     22.00
WA376       1114  24     19.00
WA376       1114  25     27.00
WA376       1114  26     27.00
WA376       1114  27     36.00
WA376       1114  28     31.00
WA376       1114  29     -1.00
WA376       1114  30     -7.00
WA376       1214   1     -5.00
WA376       1214   2     -2.00
WA376       1214   3      1.00
WA376       1214   4     19.00
WA376       1214   5     28.00
WA376       1214   6     30.00
WA376       1214   7     26.00
WA376       1214   8     23.00
WA376       1214   9     33.00
WA376       1214  10     36.00
WA376       1214  11     35.00
WA376       1214  12     35.00
WA376       1214  13     24.00
WA376       1214  14     19.00
WA376       1214  15     13.00
WA376       1214  16     12.00
WA376       1214  17     28.00
WA376       1214  18     29.00
WA376       1214  19     28.00
WA376       1214  20     28.00
WA376       1214  21     31.00
WA376       1214  22     17.00
WA376       1214  23     15.00
WA376       1214  24     20.00
WA376       1214  25     16.00
WA376       1214  26     13.00
WA376       1214  27     20.00
WA376       1214  28     14.00
WA376       1214  29      2.00
WA376       1214  30     -3.00
WA376       1214  31     -3.00
WA376       0115   1     -1.00
WA376       0115   2      9.00
WA376       0115   3      6.00
WA376       0115   4     16.00
WA376       0115   5     26.00
WA376       0115   6     32.00
WA376       0115   7     23.00
WA376       0115   8     16.00
WA376       0115   9     11.00
WA376       0115  10     15.00
WA376       0115  11      5.00
WA376       0115  12      1.00
WA376       0115  13     18.00
WA376       0115  14      9.00
WA376       0115  15      6.00
WA376       0115  16     24.00
WA376       0115  17     23.00
WA376       0115  18     29.00
WA376       0115  19     23.00
WA376       0115  20      7.00
WA376       0115  21      1.00
WA376       0115  22     13.00
WA376       0115  23     26.00
WA376       0115  24     33.00
WA376       0115  25     32.00
WA376       0115  26     28.00
WA376       0115  27     27.00
WA376       0115  28     23.00
WA376       0115  29     14.00
WA376       0115  30      8.00
WA376       0115  31     19.00
WA376       0215   1     24.00
