$ Get data for 515:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:54:28 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA515           Harts Pass
WA515       0312  11     14.00
WA515       0312  12     13.00
WA515       0312  13     10.00
WA515       0312  14     11.00
WA515       0312  15     20.00
WA515       0312  16     18.00
WA515       0312  17     13.00
WA515       0312  18     12.00
WA515       0312  19     10.00
WA515       0312  20     16.00
WA515       0312  21     11.00
WA515       0312  22     15.00
WA515       0312  23     15.00
WA515       0312  24     20.00
WA515       0312  25     25.00
WA515       0312  26     23.00
WA515       0312  27     23.00
WA515       0312  28     23.00
WA515       0312  29     23.00
WA515       0312  30     16.00
WA515       0312  31     16.00
WA515       0412   1     18.00
WA515       0412   2     18.00
WA515       0412   3     19.00
WA515       0412   4     16.00
WA515       0412   5     14.00
WA515       0412   6     17.00
WA515       0412   7     16.00
WA515       0412   8     23.00
WA515       0412   9     32.00
WA515       0412  10     35.00
WA515       0412  11     29.00
WA515       0412  12     24.00
WA515       0412  13     23.00
WA515       0412  14     26.00
WA515       0412  15     25.00
WA515       0412  16     24.00
WA515       0412  17     20.00
WA515       0412  18     23.00
WA515       0412  19     20.00
WA515       0412  20     25.00
WA515       0412  21     26.00
WA515       0412  22     36.00
WA515       0412  23     42.00
WA515       0412  24     35.00
WA515       0412  25     35.00
WA515       0412  26     22.00
WA515       0412  27     23.00
WA515       0412  28     26.00
WA515       0412  29     31.00
WA515       0412  30     25.00
WA515       0512   1     24.00
WA515       0512   2     23.00
WA515       0512   3     25.00
WA515       0512   4     23.00
WA515       0512   5     21.00
WA515       0512   6     23.00
WA515       0512   7     33.00
WA515       0512   8     33.00
WA515       0512   9     20.00
WA515       0512  10     19.00
WA515       0512  11     22.00
WA515       0512  12     35.00
WA515       0512  13     40.00
WA515       0512  14     43.00
WA515       0512  15     40.00
WA515       0512  16     33.00
WA515       0512  17     27.00
WA515       0512  18     26.00
WA515       0512  19     28.00
WA515       0512  20     38.00
WA515       0512  21     34.00
WA515       0512  22     30.00
WA515       0512  23     30.00
WA515       0512  24     28.00
WA515       0512  25     33.00
WA515       0512  26     34.00
WA515       0512  27     33.00
WA515       0512  28     31.00
WA515       0512  29     28.00
WA515       0512  30     30.00
WA515       0512  31     38.00
WA515       0612   1     36.00
WA515       0612   2     31.00
WA515       0612   3     31.00
WA515       0612   4     34.00
WA515       0612   5     28.00
WA515       0612   6     25.00
WA515       0612   7     29.00
WA515       0612   8     27.00
WA515       0612   9     29.00
WA515       0612  10     32.00
WA515       0612  11     35.00
WA515       0612  12     39.00
WA515       0612  13     32.00
WA515       0612  14     30.00
WA515       0612  15     29.00
WA515       0612  16     41.00
WA515       0612  17     34.00
WA515       0612  18     31.00
WA515       0612  19     31.00
WA515       0612  20     33.00
WA515       0612  21     44.00
WA515       0612  22     40.00
WA515       0612  23     37.00
WA515       0612  24     36.00
WA515       0612  25     37.00
WA515       0612  26     33.00
WA515       0612  27     32.00
WA515       0612  28     40.00
WA515       0612  29     40.00
WA515       0612  30     43.00
WA515       0712   1     40.00
WA515       0712   2     38.00
WA515       0712   3     33.00
WA515       0712   4     31.00
WA515       0712   5     40.00
WA515       0712   6     47.00
WA515       0712   7     52.00
WA515       0712   8     58.00
WA515       0712   9     53.00
WA515       0712  10     50.00
WA515       0712  11     51.00
WA515       0712  12     55.00
WA515       0712  13     53.00
WA515       0712  14     52.00
WA515       0712  15     44.00
WA515       0712  16     47.00
WA515       0712  17     50.00
WA515       0712  18     47.00
WA515       0712  19     48.00
WA515       0712  20     43.00
WA515       0712  21     42.00
WA515       0712  22     36.00
WA515       0712  23     33.00
WA515       0712  24     37.00
WA515       0712  25     49.00
WA515       0712  26     51.00
WA515       0712  27     44.00
WA515       0712  28     41.00
WA515       0712  29     45.00
WA515       0712  30     43.00
WA515       0712  31     44.00
WA515       0812   1     39.00
WA515       0812   2     38.00
WA515       0812   3     41.00
WA515       0812   4     50.00
WA515       0812   5     54.00
WA515       0812   6     52.00
WA515       0812   7     48.00
WA515       0812   8     44.00
WA515       0812   9     39.00
WA515       0812  10     40.00
WA515       0812  11     46.00
WA515       0812  12     51.00
WA515       0812  13     49.00
WA515       0812  14     44.00
WA515       0812  15     43.00
WA515       0812  16     50.00
WA515       0812  17     56.00
WA515       0812  18     57.00
WA515       0812  19     53.00
WA515       0812  20     48.00
WA515       0812  21     40.00
WA515       0812  22     38.00
WA515       0812  23     35.00
WA515       0812  24     33.00
WA515       0812  25     37.00
WA515       0812  26     43.00
WA515       0812  27     37.00
WA515       0812  28     38.00
WA515       0812  29     33.00
WA515       0812  30     36.00
WA515       0812  31     35.00
WA515       0912   1     35.00
WA515       0912   2     31.00
WA515       0912   3     39.00
WA515       0912   4     42.00
WA515       0912   5     43.00
WA515       0912   6     39.00
WA515       0912   7     47.00
WA515       0912   8     47.00
WA515       0912   9     39.00
WA515       0912  10     29.00
WA515       0912  11     24.00
WA515       0912  12     34.00
WA515       0912  13     44.00
WA515       0912  14     48.00
WA515       0912  15     43.00
WA515       0912  16     44.00
WA515       0912  17     41.00
WA515       0912  18     51.00
WA515       0912  19     50.00
WA515       0912  20     53.00
WA515       0912  21     53.00
WA515       0912  22     45.00
WA515       0912  23     53.00
WA515       0912  24     43.00
WA515       0912  25     38.00
WA515       0912  26     41.00
WA515       0912  27     46.00
WA515       0912  28     45.00
WA515       0912  29     37.00
WA515       0912  30     36.00
WA515       1012   1     39.00
WA515       1012   2     25.00
WA515       1012   3     24.00
WA515       1012   4     24.00
WA515       1012   5     25.00
WA515       1012   6     33.00
WA515       1012   7     42.00
WA515       1012   8     41.00
WA515       1012   9     39.00
WA515       1012  10     37.00
WA515       1012  11     40.00
WA515       1012  12     37.00
WA515       1012  13     37.00
WA515       1012  14     38.00
WA515       1012  15     36.00
WA515       1012  16     26.00
WA515       1012  17     26.00
WA515       1012  18     31.00
WA515       1012  19     26.00
WA515       1012  20     15.00
WA515       1012  21     20.00
WA515       1012  22     18.00
WA515       1012  23     18.00
WA515       1012  24     17.00
WA515       1012  25     17.00
WA515       1012  26     18.00
WA515       1012  27     26.00
WA515       1012  28     29.00
WA515       1012  29     28.00
WA515       1012  30     32.00
WA515       1012  31     28.00
WA515       1112   1     28.00
WA515       1112   2     27.00
WA515       1112   3     32.00
WA515       1112   4     31.00
WA515       1112   5     34.00
WA515       1112   6     30.00
WA515       1112   7     20.00
WA515       1112   8     14.00
WA515       1112   9      9.00
WA515       1112  10      5.00
WA515       1112  11      9.00
WA515       1112  12     11.00
WA515       1112  13     22.00
WA515       1112  14     19.00
WA515       1112  15     22.00
WA515       1112  16     16.00
WA515       1112  17     20.00
WA515       1112  18     17.00
WA515       1112  19     22.00
WA515       1112  20     23.00
WA515       1112  21     16.00
WA515       1112  22     12.00
WA515       1112  23     16.00
WA515       1112  24     14.00
WA515       1112  25     13.00
WA515       1112  26     16.00
WA515       1112  27     17.00
WA515       1112  28     18.00
WA515       1112  29     20.00
WA515       1112  30     22.00
WA515       1212   1     22.00
WA515       1212   2     23.00
WA515       1212   3     19.00
WA515       1212   4     21.00
WA515       1212   5     18.00
WA515       1212   6     18.00
WA515       1212   7     14.00
WA515       1212   8      9.00
WA515       1212   9     14.00
WA515       1212  10     18.00
WA515       1212  11     16.00
WA515       1212  12      9.00
WA515       1212  13     10.00
WA515       1212  14     13.00
WA515       1212  15      8.00
WA515       1212  16     15.00
WA515       1212  17     12.00
WA515       1212  18      4.00
WA515       1212  19      4.00
WA515       1212  20     12.00
WA515       1212  21     13.00
WA515       1212  22     17.00
WA515       1212  23     14.00
WA515       1212  24     12.00
WA515       1212  25     11.00
WA515       1212  26     15.00
WA515       1212  27     17.00
WA515       1212  28     13.00
WA515       1212  29     11.00
WA515       1212  30      8.00
WA515       1212  31     17.00
WA515       0113   1     19.00
WA515       0113   2     18.00
WA515       0113   3     12.00
WA515       0113   4     14.00
WA515       0113   5     14.00
WA515       0113   6     16.00
WA515       0113   7     16.00
WA515       0113   8     14.00
WA515       0113   9     17.00
WA515       0113  10      6.00
WA515       0113  11     -1.00
WA515       0113  12      1.00
WA515       0113  13     11.00
WA515       0113  14     15.00
WA515       0113  15     24.00
WA515       0113  16     26.00
WA515       0113  17     27.00
WA515       0113  18     26.00
WA515       0113  19     31.00
WA515       0113  20     28.00
WA515       0113  21     33.00
WA515       0113  22     30.00
WA515       0113  23     16.00
WA515       0113  24     12.00
WA515       0113  25     18.00
WA515       0113  26     17.00
WA515       0113  27     19.00
WA515       0113  28     14.00
WA515       0113  29     16.00
WA515       0113  30     26.00
WA515       0113  31     23.00
WA515       0213   1     20.00
WA515       0213   2     29.00
WA515       0213   3     25.00
WA515       0213   4     20.00
WA515       0213   5     23.00
WA515       0213   6     22.00
WA515       0213   7     16.00
WA515       0213   8      9.00
WA515       0213   9     15.00
WA515       0213  10     18.00
WA515       0213  11     14.00
WA515       0213  12     18.00
WA515       0213  13     16.00
WA515       0213  14     17.00
WA515       0213  15     26.00
WA515       0213  16     21.00
WA515       0213  17     16.00
WA515       0213  18     13.00
WA515       0213  19      7.00
WA515       0213  20     11.00
WA515       0213  21     12.00
WA515       0213  22     13.00
WA515       0213  23     18.00
WA515       0213  24     18.00
WA515       0213  25     17.00
WA515       0213  26     18.00
WA515       0213  27     12.00
WA515       0213  28     19.00
WA515       0313   1     28.00
WA515       0313   2     18.00
WA515       0313   3     17.00
WA515       0313   4     16.00
WA515       0313   5     15.00
WA515       0313   6     19.00
WA515       0313   7     21.00
WA515       0313   8     16.00
WA515       0313   9     15.00
WA515       0313  10     16.00
WA515       0313  11     17.00
WA515       0313  12     23.00
WA515       0313  13     31.00
WA515       0313  14     28.00
WA515       0313  15     24.00
WA515       0313  16     18.00
WA515       0313  17     11.00
WA515       0313  18     11.00
WA515       0313  19     13.00
WA515       0313  20     15.00
WA515       0313  21     13.00
WA515       0313  22     10.00
WA515       0313  23      8.00
WA515       0313  24     11.00
WA515       0313  25     17.00
WA515       0313  26     22.00
WA515       0313  27     27.00
WA515       0313  28     25.00
WA515       0313  29     24.00
WA515       0313  30     26.00
WA515       0313  31     35.00
WA515       0413   1     35.00
WA515       0413   2     29.00
WA515       0413   3     26.00
WA515       0413   4     31.00
WA515       0413   5     31.00
WA515       0413   6     23.00
WA515       0413   7     18.00
WA515       0413   8     17.00
WA515       0413   9     23.00
WA515       0413  10     25.00
WA515       0413  11     21.00
WA515       0413  12     19.00
WA515       0413  13     16.00
WA515       0413  14     13.00
WA515       0413  15     19.00
WA515       0413  16     16.00
WA515       0413  17     14.00
WA515       0413  18     24.00
WA515       0413  19     30.00
WA515       0413  20     24.00
WA515       0413  21     17.00
WA515       0413  22     17.00
WA515       0413  23     24.00
WA515       0413  24     23.00
WA515       0413  25     30.00
WA515       0413  26     31.00
WA515       0413  27     30.00
WA515       0413  28     27.00
WA515       0413  29     17.00
WA515       0413  30     14.00
WA515       0513   1     14.00
WA515       0513   2     29.00
WA515       0513   3     33.00
WA515       0513   4     36.00
WA515       0513   5     41.00
WA515       0513   6     46.00
WA515       0513   7     42.00
WA515       0513   8     43.00
WA515       0513   9     40.00
WA515       0513  10     43.00
WA515       0513  11     45.00
WA515       0513  12     39.00
WA515       0513  13     23.00
WA515       0513  14     21.00
WA515       0513  15     26.00
WA515       0513  16     29.00
WA515       0513  17     30.00
WA515       0513  18     28.00
WA515       0513  19     31.00
WA515       0513  20     27.00
WA515       0513  21     26.00
WA515       0513  22     21.00
WA515       0513  23     23.00
WA515       0513  24     28.00
WA515       0513  25     28.00
WA515       0513  26     29.00
WA515       0513  27     34.00
WA515       0513  28     32.00
WA515       0513  29     29.00
WA515       0513  30     24.00
WA515       0513  31     31.00
WA515       0613   1     35.00
WA515       0613   2     29.00
WA515       0613   3     35.00
WA515       0613   4     37.00
WA515       0613   5     40.00
WA515       0613   6     41.00
WA515       0613   7     35.00
WA515       0613   8     35.00
WA515       0613   9     29.00
WA515       0613  10     27.00
WA515       0613  11     30.00
WA515       0613  12     30.00
WA515       0613  13     28.00
WA515       0613  14     31.00
WA515       0613  15     36.00
WA515       0613  16     37.00
WA515       0613  17     37.00
WA515       0613  18     38.00
WA515       0613  19     31.00
WA515       0613  20     28.00
WA515       0613  21     32.00
WA515       0613  22     35.00
WA515       0613  23     42.00
WA515       0613  24     35.00
WA515       0613  25     35.00
WA515       0613  26     38.00
WA515       0613  27     36.00
WA515       0613  28     46.00
WA515       0613  29     48.00
WA515       0613  30     51.00
WA515       0713   1     55.00
WA515       0713   2     50.00
WA515       0713   3     42.00
WA515       0713   4     41.00
WA515       0713   5     35.00
WA515       0713   6     39.00
WA515       0713   7     44.00
WA515       0713   8     42.00
WA515       0713   9     44.00
WA515       0713  10     41.00
WA515       0713  11     35.00
WA515       0713  12     30.00
WA515       0713  13     31.00
WA515       0713  14     38.00
WA515       0713  15     33.00
WA515       0713  16     38.00
WA515       0713  17     46.00
WA515       0713  18     44.00
WA515       0713  19     50.00
WA515       0713  20     47.00
WA515       0713  21     42.00
WA515       0713  22     45.00
WA515       0713  23     48.00
WA515       0713  24     49.00
WA515       0713  25     47.00
WA515       0713  26     44.00
WA515       0713  27     39.00
WA515       0713  28     39.00
WA515       0713  29     43.00
WA515       0713  30     44.00
WA515       0713  31     50.00
WA515       0813   1     44.00
WA515       0813   2     40.00
WA515       0813   3     42.00
WA515       0813   4     43.00
WA515       0813   5     48.00
WA515       0813   6     51.00
WA515       0813   7     48.00
WA515       0813   8     44.00
WA515       0813   9     53.00
WA515       0813  10     48.00
WA515       0813  11     46.00
WA515       0813  12     44.00
WA515       0813  13     42.00
WA515       0813  14     49.00
WA515       0813  15     44.00
WA515       0813  16     39.00
WA515       0813  17     43.00
WA515       0813  18     38.00
WA515       0813  19     38.00
WA515       0813  20     39.00
WA515       0813  21     46.00
WA515       0813  22     50.00
WA515       0813  23     44.00
WA515       0813  24     36.00
WA515       0813  25     35.00
WA515       0813  26     38.00
WA515       0813  27     38.00
WA515       0813  28     44.00
WA515       0813  29     41.00
WA515       0813  30     42.00
WA515       0813  31     44.00
WA515       0913   1     50.00
WA515       0913   2     49.00
WA515       0913   3     46.00
WA515       0913   4     50.00
WA515       0913   5     48.00
WA515       0913   6     39.00
WA515       0913   7     39.00
WA515       0913   8     43.00
WA515       0913   9     42.00
WA515       0913  10     50.00
WA515       0913  11     54.00
WA515       0913  12     58.00
WA515       0913  13     54.00
WA515       0913  14     52.00
WA515       0913  15     43.00
WA515       0913  16     38.00
WA515       0913  17     31.00
WA515       0913  18     28.00
WA515       0913  19     35.00
WA515       0913  20     40.00
WA515       0913  21     31.00
WA515       0913  22     27.00
WA515       0913  23     30.00
WA515       0913  24     26.00
WA515       0913  25     23.00
WA515       0913  26     26.00
WA515       0913  27     31.00
WA515       0913  28     31.00
WA515       0913  29     26.00
WA515       0913  30     24.00
WA515       1013   1     21.00
WA515       1013   2     23.00
WA515       1013   3     27.00
WA515       1013   4     29.00
WA515       1013   5     37.00
WA515       1013   6     37.00
WA515       1013   7     28.00
WA515       1013   8     22.00
WA515       1013   9     24.00
WA515       1013  10     22.00
WA515       1013  11     24.00
WA515       1013  12     28.00
WA515       1013  13     21.00
WA515       1013  14     26.00
WA515       1013  15     34.00
WA515       1013  16     32.00
WA515       1013  17     29.00
WA515       1013  18     31.00
WA515       1013  19     42.00
WA515       1013  20     35.00
WA515       1013  21     40.00
WA515       1013  22     40.00
WA515       1013  23     43.00
WA515       1013  24     37.00
WA515       1013  25     37.00
WA515       1013  26     34.00
WA515       1013  27     24.00
WA515       1013  28     18.00
WA515       1013  29     22.00
WA515       1013  30     24.00
WA515       1013  31     26.00
WA515       1113   1     25.00
WA515       1113   2     23.00
WA515       1113   3     12.00
WA515       1113   4     15.00
WA515       1113   5     19.00
WA515       1113   6     17.00
WA515       1113   7     15.00
WA515       1113   8     18.00
WA515       1113   9     21.00
WA515       1113  10     25.00
WA515       1113  11     22.00
WA515       1113  12     26.00
WA515       1113  13     26.00
WA515       1113  14     23.00
WA515       1113  15     17.00
WA515       1113  16     14.00
WA515       1113  17     19.00
WA515       1113  18     26.00
WA515       1113  19      8.00
WA515       1113  20     -4.00
WA515       1113  21     10.00
WA515       1113  22     22.00
WA515       1113  23     25.00
WA515       1113  24     33.00
WA515       1113  25     37.00
WA515       1113  26     28.00
WA515       1113  27     31.00
WA515       1113  28     27.00
WA515       1113  29     24.00
WA515       1113  30     28.00
WA515       1213   1     21.00
WA515       1213   2     -1.00
WA515       1213   3     -8.00
WA515       1213   4     -6.00
WA515       1213   5     -8.00
WA515       1213   6    -19.00
WA515       1213   7    -16.00
WA515       1213   8     -3.00
WA515       1213   9      9.00
WA515       1213  10      8.00
WA515       1213  11     11.00
WA515       1213  12     13.00
WA515       1213  13     21.00
WA515       1213  14     22.00
WA515       1213  15     26.00
WA515       1213  16     23.00
WA515       1213  17     24.00
WA515       1213  18      4.00
WA515       1213  19     -1.00
WA515       1213  20      9.00
WA515       1213  21     17.00
WA515       1213  22     20.00
WA515       1213  23     22.00
WA515       1213  24     15.00
WA515       1213  25     20.00
WA515       1213  26     27.00
WA515       1213  27     25.00
WA515       1213  28     18.00
WA515       1213  29     22.00
WA515       1213  30     28.00
WA515       1213  31     21.00
WA515       0114   1     19.00
WA515       0114   2     21.00
WA515       0114   3     13.00
WA515       0114   4      7.00
WA515       0114   5     19.00
WA515       0114   6     29.00
WA515       0114   7     23.00
WA515       0114   8     19.00
WA515       0114   9     12.00
WA515       0114  10     20.00
WA515       0114  11     18.00
WA515       0114  12     17.00
WA515       0114  13     24.00
WA515       0114  14     24.00
WA515       0114  15     25.00
WA515       0114  16     31.00
WA515       0114  17     33.00
WA515       0114  18     31.00
WA515       0114  19     25.00
WA515       0114  20     24.00
WA515       0114  21     30.00
WA515       0114  22     24.00
WA515       0114  23     26.00
WA515       0114  24     31.00
WA515       0114  25     36.00
WA515       0114  26     30.00
WA515       0114  27     22.00
WA515       0114  28     24.00
WA515       0114  29     17.00
WA515       0114  30     16.00
WA515       0114  31     11.00
WA515       0214   1     12.00
WA515       0214   2      3.00
WA515       0214   3     -7.00
WA515       0214   4     -5.00
WA515       0214   5    -17.00
WA515       0214   6    -19.00
WA515       0214   7     -4.00
WA515       0214   8     -1.00
WA515       0214   9      5.00
WA515       0214  10      9.00
WA515       0214  11     19.00
WA515       0214  12     13.00
WA515       0214  13     18.00
WA515       0214  14     17.00
WA515       0214  15     20.00
WA515       0214  16     16.00
WA515       0214  17     16.00
WA515       0214  18     16.00
WA515       0214  19     10.00
WA515       0214  20     15.00
WA515       0214  21     12.00
WA515       0214  22      6.00
WA515       0214  23     12.00
WA515       0214  24      8.00
WA515       0214  25     15.00
WA515       0214  26     16.00
WA515       0214  27     28.00
WA515       0214  28     11.00
WA515       0314   1      1.00
WA515       0314   2     -6.00
WA515       0314   3     25.00
WA515       0314   4     20.00
WA515       0314   5     21.00
WA515       0314   6     24.00
WA515       0314   7     22.00
WA515       0314   8     25.00
WA515       0314   9     25.00
WA515       0314  10     23.00
WA515       0314  11     18.00
WA515       0314  12     27.00
WA515       0314  13     23.00
WA515       0314  14     21.00
WA515       0314  15     23.00
WA515       0314  16     22.00
WA515       0314  17     14.00
WA515       0314  18     17.00
WA515       0314  19     16.00
WA515       0314  20     11.00
WA515       0314  21     10.00
WA515       0314  22     11.00
WA515       0314  23     13.00
WA515       0314  24     24.00
WA515       0314  25     26.00
WA515       0314  26     22.00
WA515       0314  27     24.00
WA515       0314  28     23.00
WA515       0314  29     20.00
WA515       0314  30     20.00
WA515       0314  31     18.00
WA515       0414   1     20.00
WA515       0414   2     21.00
WA515       0414   3     17.00
WA515       0414   4     23.00
WA515       0414   5     24.00
WA515       0414   6     27.00
WA515       0414   7     31.00
WA515       0414   8     24.00
WA515       0414   9     21.00
WA515       0414  10     22.00
WA515       0414  11     23.00
WA515       0414  12     22.00
WA515       0414  13     16.00
WA515       0414  14     29.00
WA515       0414  15     19.00
WA515       0414  16     26.00
WA515       0414  17     26.00
WA515       0414  18     17.00
WA515       0414  19     19.00
WA515       0414  20     23.00
WA515       0414  21     29.00
WA515       0414  22     21.00
WA515       0414  23     16.00
WA515       0414  24     23.00
WA515       0414  25     17.00
WA515       0414  26     23.00
WA515       0414  27     20.00
WA515       0414  28     17.00
WA515       0414  29     25.00
WA515       0414  30     35.00
WA515       0514   1     45.00
WA515       0514   2     36.00
WA515       0514   3     28.00
WA515       0514   4     24.00
WA515       0514   5     26.00
WA515       0514   6     24.00
WA515       0514   7     24.00
WA515       0514   8     32.00
WA515       0514   9     26.00
WA515       0514  10     20.00
WA515       0514  11     30.00
WA515       0514  12     31.00
WA515       0514  13     37.00
WA515       0514  14     38.00
WA515       0514  15     41.00
WA515       0514  16     36.00
WA515       0514  17     32.00
WA515       0514  18     31.00
WA515       0514  19     28.00
WA515       0514  20     30.00
WA515       0514  21     30.00
WA515       0514  22     35.00
WA515       0514  23     33.00
WA515       0514  24     32.00
WA515       0514  25     28.00
WA515       0514  26     27.00
WA515       0514  27     25.00
WA515       0514  28     26.00
WA515       0514  29     26.00
WA515       0514  30     27.00
WA515       0514  31     38.00
WA515       0614   1     38.00
WA515       0614   2     36.00
WA515       0614   3     38.00
WA515       0614   4     31.00
WA515       0614   5     33.00
WA515       0614   6     33.00
WA515       0614   7     32.00
WA515       0614   8     39.00
WA515       0614   9     35.00
WA515       0614  10     28.00
WA515       0614  11     28.00
WA515       0614  12     31.00
WA515       0614  13     28.00
WA515       0614  14     30.00
WA515       0614  15     29.00
WA515       0614  16     26.00
WA515       0614  17     28.00
WA515       0614  18     38.00
WA515       0614  19     37.00
WA515       0614  20     32.00
WA515       0614  21     27.00
WA515       0614  22     42.00
WA515       0614  23     42.00
WA515       0614  24     35.00
WA515       0614  25     36.00
WA515       0614  26     40.00
WA515       0614  27     35.00
WA515       0614  28     34.00
WA515       0614  29     36.00
WA515       0614  30     32.00
WA515       0714   1     50.00
WA515       0714   2     48.00
WA515       0714   3     37.00
WA515       0714   4     32.00
WA515       0714   5     37.00
WA515       0714   6     42.00
WA515       0714   7     46.00
WA515       0714   8     49.00
WA515       0714   9     43.00
WA515       0714  10     44.00
WA515       0714  11     48.00
WA515       0714  12     53.00
WA515       0714  13     55.00
WA515       0714  14     53.00
WA515       0714  15     55.00
WA515       0714  16     54.00
WA515       0714  17     46.00
WA515       0714  18     42.00
WA515       0714  19     41.00
WA515       0714  20     36.00
WA515       0714  21     33.00
WA515       0714  22     42.00
WA515       0714  23     31.00
WA515       0714  24     30.00
WA515       0714  25     31.00
WA515       0714  26     38.00
WA515       0714  27     44.00
WA515       0714  28     50.00
WA515       0714  29     51.00
WA515       0714  30     52.00
WA515       0714  31     47.00
WA515       0814   1     53.00
WA515       0814   2     56.00
WA515       0814   3     50.00
WA515       0814   4     52.00
WA515       0814   5     49.00
WA515       0814   6     42.00
WA515       0814   7     39.00
WA515       0814   8     38.00
WA515       0814   9     39.00
WA515       0814  10     46.00
WA515       0814  11     52.00
WA515       0814  12     51.00
WA515       0814  13     44.00
WA515       0814  14     43.00
WA515       0814  15     41.00
WA515       0814  16     40.00
WA515       0814  17     42.00
WA515       0814  18     49.00
WA515       0814  19     46.00
WA515       0814  20     43.00
WA515       0814  21     38.00
WA515       0814  22     40.00
WA515       0814  23     38.00
WA515       0814  24     40.00
WA515       0814  25     44.00
WA515       0814  26     43.00
WA515       0814  27     46.00
WA515       0814  28     41.00
WA515       0814  29     38.00
WA515       0814  30     36.00
WA515       0814  31     33.00
WA515       0914   1     35.00
WA515       0914   2     34.00
WA515       0914   3     33.00
WA515       0914   4     36.00
WA515       0914   5     40.00
WA515       0914   6     46.00
WA515       0914   7     45.00
WA515       0914   8     39.00
WA515       0914   9     31.00
WA515       0914  10     24.00
WA515       0914  11     29.00
WA515       0914  12     31.00
WA515       0914  13     36.00
WA515       0914  14     43.00
WA515       0914  15   -999.00
WA515       0914  16     52.00
WA515       0914  17     47.00
WA515       0914  18     40.00
WA515       0914  19     42.00
WA515       0914  20     44.00
WA515       0914  21     52.00
WA515       0914  22     47.00
WA515       0914  23     45.00
WA515       0914  24     41.00
WA515       0914  25     35.00
WA515       0914  26     36.00
WA515       0914  27     37.00
WA515       0914  28     43.00
WA515       0914  29     35.00
WA515       0914  30     34.00
WA515       1014   1     26.00
WA515       1014   2     30.00
WA515       1014   3     38.00
WA515       1014   4     44.00
WA515       1014   5     43.00
WA515       1014   6     47.00
WA515       1014   7     43.00
WA515       1014   8     38.00
WA515       1014   9     42.00
WA515       1014  10     39.00
WA515       1014  11     34.00
WA515       1014  12     33.00
WA515       1014  13     34.00
WA515       1014  14     34.00
WA515       1014  15     27.00
WA515       1014  16     31.00
WA515       1014  17     33.00
WA515       1014  18     35.00
WA515       1014  19     38.00
WA515       1014  20     35.00
WA515       1014  21     33.00
WA515       1014  22     33.00
WA515       1014  23     26.00
WA515       1014  24     26.00
WA515       1014  25     28.00
WA515       1014  26     26.00
WA515       1014  27     24.00
WA515       1014  28     26.00
WA515       1014  29     31.00
WA515       1014  30     32.00
WA515       1014  31     29.00
WA515       1114   1     26.00
WA515       1114   2     26.00
WA515       1114   3     31.00
WA515       1114   4     29.00
WA515       1114   5     29.00
WA515       1114   6     30.00
WA515       1114   7     26.00
WA515       1114   8     30.00
WA515       1114   9     23.00
WA515       1114  10     16.00
WA515       1114  11      2.00
WA515       1114  12      1.00
WA515       1114  13      5.00
WA515       1114  14      4.00
WA515       1114  15     10.00
WA515       1114  16     21.00
WA515       1114  17     26.00
WA515       1114  18     36.00
WA515       1114  19     26.00
WA515       1114  20     19.00
WA515       1114  21     18.00
WA515       1114  22     18.00
WA515       1114  23     18.00
WA515       1114  24     23.00
WA515       1114  25     23.00
WA515       1114  26     28.00
WA515       1114  27     32.00
WA515       1114  28      8.00
WA515       1114  29    -13.00
WA515       1114  30      1.00
WA515       1214   1      2.00
WA515       1214   2     10.00
WA515       1214   3     13.00
WA515       1214   4     19.00
WA515       1214   5     24.00
WA515       1214   6     27.00
WA515       1214   7     26.00
WA515       1214   8     18.00
WA515       1214   9     26.00
WA515       1214  10     23.00
WA515       1214  11     26.00
WA515       1214  12     18.00
WA515       1214  13     16.00
WA515       1214  14     17.00
WA515       1214  15     20.00
WA515       1214  16     15.00
WA515       1214  17     21.00
WA515       1214  18     21.00
WA515       1214  19     19.00
WA515       1214  20     20.00
WA515       1214  21     21.00
WA515       1214  22     15.00
WA515       1214  23     17.00
WA515       1214  24     19.00
WA515       1214  25     16.00
WA515       1214  26     12.00
WA515       1214  27     15.00
WA515       1214  28     10.00
WA515       1214  29     -5.00
WA515       1214  30     -5.00
WA515       1214  31     20.00
WA515       0115   1     26.00
WA515       0115   2     19.00
WA515       0115   3     16.00
WA515       0115   4     14.00
WA515       0115   5     29.00
WA515       0115   6     34.00
WA515       0115   7     36.00
WA515       0115   8     26.00
WA515       0115   9     24.00
WA515       0115  10     28.00
WA515       0115  11     24.00
WA515       0115  12     18.00
WA515       0115  13     23.00
WA515       0115  14     25.00
WA515       0115  15     14.00
WA515       0115  16     15.00
WA515       0115  17     13.00
WA515       0115  18     21.00
WA515       0115  19     21.00
WA515       0115  20     17.00
WA515       0115  21     20.00
WA515       0115  22     30.00
WA515       0115  23     31.00
WA515       0115  24     36.00
WA515       0115  25     36.00
WA515       0115  26     36.00
WA515       0115  27     28.00
WA515       0115  28     25.00
WA515       0115  29     25.00
WA515       0115  30     31.00
WA515       0115  31     23.00
WA515       0215   1     21.00
WA515       0215   2     19.00
WA515       0215   3     24.00
WA515       0215   4     23.00
WA515       0215   5     23.00
WA515       0215   6     29.00
