$ Get data for 699:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:31:25 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA699           Pope Ridge
WA699       1002   1     28.00
WA699       1002   2     31.00
WA699       1002   3     39.00
WA699       1002   4     36.00
WA699       1002   5     38.00
WA699       1002   6     40.00
WA699       1002   7     38.00
WA699       1002   8     37.00
WA699       1002   9     35.00
WA699       1002  10     26.00
WA699       1002  11     25.00
WA699       1002  12     25.00
WA699       1002  13     28.00
WA699       1002  14     34.00
WA699       1002  15     39.00
WA699       1002  16     39.00
WA699       1002  17     40.00
WA699       1002  18     39.00
WA699       1002  19     40.00
WA699       1002  20     39.00
WA699       1002  21     39.00
WA699       1002  22     36.00
WA699       1002  23     29.00
WA699       1002  24     26.00
WA699       1002  25     25.00
WA699       1002  26     26.00
WA699       1002  27     30.00
WA699       1002  28     29.00
WA699       1002  29     19.00
WA699       1002  30     13.00
WA699       1002  31     14.00
WA699       1102   1     15.00
WA699       1102   2     19.00
WA699       1102   3     18.00
WA699       1102   4     20.00
WA699       1102   5     27.00
WA699       1102   6     27.00
WA699       1102   7     32.00
WA699       1102   8     31.00
WA699       1102   9     31.00
WA699       1102  10     30.00
WA699       1102  11     33.00
WA699       1102  12     32.00
WA699       1102  13     32.00
WA699       1102  14     29.00
WA699       1102  15     29.00
WA699       1102  16     28.00
WA699       1102  17     31.00
WA699       1102  18     31.00
WA699       1102  19     35.00
WA699       1102  20     38.00
WA699       1102  21     35.00
WA699       1102  22     36.00
WA699       1102  23     28.00
WA699       1102  24     25.00
WA699       1102  25     22.00
WA699       1102  26     21.00
WA699       1102  27     25.00
WA699       1102  28     23.00
WA699       1102  29     25.00
WA699       1102  30     30.00
WA699       1202   1     19.00
WA699       1202   2     18.00
WA699       1202   3     20.00
WA699       1202   4     26.00
WA699       1202   5     24.00
WA699       1202   6     26.00
WA699       1202   7     24.00
WA699       1202   8     23.00
WA699       1202   9     21.00
WA699       1202  10     24.00
WA699       1202  11     25.00
WA699       1202  12     28.00
WA699       1202  13     28.00
WA699       1202  14     29.00
WA699       1202  15     32.00
WA699       1202  16     27.00
WA699       1202  17     23.00
WA699       1202  18     22.00
WA699       1202  19     24.00
WA699       1202  20     26.00
WA699       1202  21     23.00
WA699       1202  22     21.00
WA699       1202  23     17.00
WA699       1202  24     20.00
WA699       1202  25     22.00
WA699       1202  26     20.00
WA699       1202  27     23.00
WA699       1202  28     24.00
WA699       1202  29     19.00
WA699       1202  30     22.00
WA699       1202  31     24.00
WA699       0103   1     25.00
WA699       0103   2     27.00
WA699       0103   3     32.00
WA699       0103   4     31.00
WA699       0103   5     25.00
WA699       0103   6     20.00
WA699       0103   7     22.00
WA699       0103   8     22.00
WA699       0103   9     17.00
WA699       0103  10     15.00
WA699       0103  11     23.00
WA699       0103  12     25.00
WA699       0103  13     25.00
WA699       0103  14     21.00
WA699       0103  15     19.00
WA699       0103  16     20.00
WA699       0103  17     21.00
WA699       0103  18     21.00
WA699       0103  19     18.00
WA699       0103  20     20.00
WA699       0103  21     22.00
WA699       0103  22     24.00
WA699       0103  23     27.00
WA699       0103  24     32.00
WA699       0103  25     31.00
WA699       0103  26     33.00
WA699       0103  27     29.00
WA699       0103  28     25.00
WA699       0103  29     25.00
WA699       0103  30     31.00
WA699       0103  31     33.00
WA699       0203   1     26.00
WA699       0203   2     24.00
WA699       0203   3     26.00
WA699       0203   4     19.00
WA699       0203   5     23.00
WA699       0203   6     20.00
WA699       0203   7     20.00
WA699       0203   8     19.00
WA699       0203   9     24.00
WA699       0203  10     26.00
WA699       0203  11     26.00
WA699       0203  12     23.00
WA699       0203  13     24.00
WA699       0203  14     28.00
WA699       0203  15     29.00
WA699       0203  16     30.00
WA699       0203  17     27.00
WA699       0203  18     24.00
WA699       0203  19     24.00
WA699       0203  20     29.00
WA699       0203  21     28.00
WA699       0203  22     20.00
WA699       0203  23      9.00
WA699       0203  24      6.00
WA699       0203  25     11.00
WA699       0203  26     14.00
WA699       0203  27     19.00
WA699       0203  28     24.00
WA699       0303   1     20.00
WA699       0303   2     25.00
WA699       0303   3     24.00
WA699       0303   4     23.00
WA699       0303   5     26.00
WA699       0303   6     25.00
WA699       0303   7     21.00
WA699       0303   8     18.00
WA699       0303   9     23.00
WA699       0303  10     33.00
WA699       0303  11     31.00
WA699       0303  12     31.00
WA699       0303  13     34.00
WA699       0303  14     32.00
WA699       0303  15     29.00
WA699       0303  16     27.00
WA699       0303  17     25.00
WA699       0303  18     23.00
WA699       0303  19     24.00
WA699       0303  20     30.00
WA699       0303  21     31.00
WA699       0303  22     29.00
WA699       0303  23     25.00
WA699       0303  24     17.00
WA699       0303  25     28.00
WA699       0303  26     27.00
WA699       0303  27     24.00
WA699       0303  28     25.00
WA699       0303  29     33.00
WA699       0303  30     36.00
WA699       0303  31     31.00
WA699       0403   1     25.00
WA699       0403   2     25.00
WA699       0403   3     25.00
WA699       0403   4     21.00
WA699       0403   5     26.00
WA699       0403   6     28.00
WA699       0403   7     29.00
WA699       0403   8     33.00
WA699       0403   9     30.00
WA699       0403  10     30.00
WA699       0403  11     33.00
WA699       0403  12     33.00
WA699       0403  13     31.00
WA699       0403  14     28.00
WA699       0403  15     26.00
WA699       0403  16     28.00
WA699       0403  17     27.00
WA699       0403  18     25.00
WA699       0403  19     26.00
WA699       0403  20     31.00
WA699       0403  21     36.00
WA699       0403  22     36.00
WA699       0403  23     33.00
WA699       0403  24     30.00
WA699       0403  25     27.00
WA699       0403  26     27.00
WA699       0403  27     28.00
WA699       0403  28     29.00
WA699       0403  29     34.00
WA699       0403  30     33.00
WA699       0503   1     34.00
WA699       0503   2     33.00
WA699       0503   3     33.00
WA699       0503   4     33.00
WA699       0503   5     27.00
WA699       0503   6     24.00
WA699       0503   7     26.00
WA699       0503   8     29.00
WA699       0503   9     35.00
WA699       0503  10     33.00
WA699       0503  11     34.00
WA699       0503  12     33.00
WA699       0503  13     33.00
WA699       0503  14     32.00
WA699       0503  15     29.00
WA699       0503  16     27.00
WA699       0503  17     26.00
WA699       0503  18     27.00
WA699       0503  19     28.00
WA699       0503  20     32.00
WA699       0503  21     39.00
WA699       0503  22     41.00
WA699       0503  23     43.00
WA699       0503  24     46.00
WA699       0503  25     41.00
WA699       0503  26     36.00
WA699       0503  27     41.00
WA699       0503  28     42.00
WA699       0503  29     38.00
WA699       0503  30     48.00
WA699       0503  31     43.00
WA699       0603   1     42.00
WA699       0603   2     39.00
WA699       0603   3     37.00
WA699       0603   4     42.00
WA699       0603   5     47.00
WA699       0603   6     50.00
WA699       0603   7     50.00
WA699       0603   8     52.00
WA699       0603   9     47.00
WA699       0603  10     42.00
WA699       0603  11     40.00
WA699       0603  12     43.00
WA699       0603  13     42.00
WA699       0603  14     39.00
WA699       0603  15     37.00
WA699       0603  16     41.00
WA699       0603  17     50.00
WA699       0603  18     50.00
WA699       0603  19     42.00
WA699       0603  20     39.00
WA699       0603  21     37.00
WA699       0603  22     34.00
WA699       0603  23     33.00
WA699       0603  24     40.00
WA699       0603  25     43.00
WA699       0603  26     49.00
WA699       0603  27     53.00
WA699       0603  28     49.00
WA699       0603  29     53.00
WA699       0603  30     46.00
WA699       0703   1     42.00
WA699       0703   2     34.00
WA699       0703   3     39.00
WA699       0703   4     42.00
WA699       0703   5     48.00
WA699       0703   6     46.00
WA699       0703   7     46.00
WA699       0703   8     48.00
WA699       0703   9     43.00
WA699       0703  10     51.00
WA699       0703  11     56.00
WA699       0703  12     53.00
WA699       0703  13     48.00
WA699       0703  14     42.00
WA699       0703  15     51.00
WA699       0703  16     46.00
WA699       0703  17     42.00
WA699       0703  18     51.00
WA699       0703  19     53.00
WA699       0703  20     53.00
WA699       0703  21     53.00
WA699       0703  22     56.00
WA699       0703  23     55.00
WA699       0703  24     52.00
WA699       0703  25     47.00
WA699       0703  26     54.00
WA699       0703  27     54.00
WA699       0703  28     54.00
WA699       0703  29     60.00
WA699       0703  30     60.00
WA699       0703  31     58.00
WA699       0803   1     57.00
WA699       0803   2     56.00
WA699       0803   3     50.00
WA699       0803   4     48.00
WA699       0803   5     50.00
WA699       0803   6     48.00
WA699       0803   7     49.00
WA699       0803   8     50.00
WA699       0803   9     53.00
WA699       0803  10     53.00
WA699       0803  11     47.00
WA699       0803  12     43.00
WA699       0803  13     45.00
WA699       0803  14     59.00
WA699       0803  15     58.00
WA699       0803  16     50.00
WA699       0803  17     49.00
WA699       0803  18     54.00
WA699       0803  19     51.00
WA699       0803  20     56.00
WA699       0803  21     53.00
WA699       0803  22     51.00
WA699       0803  23     40.00
WA699       0803  24     41.00
WA699       0803  25     49.00
WA699       0803  26     46.00
WA699       0803  27     43.00
WA699       0803  28     44.00
WA699       0803  29     49.00
WA699       0803  30     51.00
WA699       0803  31     51.00
WA699       0903   1     48.00
WA699       0903   2     52.00
WA699       0903   3     56.00
WA699       0903   4     57.00
WA699       0903   5     53.00
WA699       0903   6     54.00
WA699       0903   7     51.00
WA699       0903   8     37.00
WA699       0903   9     35.00
WA699       0903  10     39.00
WA699       0903  11     47.00
WA699       0903  12     38.00
WA699       0903  13     36.00
WA699       0903  14     41.00
WA699       0903  15     35.00
WA699       0903  16     32.00
WA699       0903  17     30.00
WA699       0903  18     39.00
WA699       0903  19     37.00
WA699       0903  20     35.00
WA699       0903  21     37.00
WA699       0903  22     47.00
WA699       0903  23     46.00
WA699       0903  24     42.00
WA699       0903  25     54.00
WA699       0903  26     50.00
WA699       0903  27     50.00
WA699       0903  28     51.00
WA699       0903  29     50.00
WA699       0903  30     46.00
WA699       1003   1     45.00
WA699       1003   2     50.00
WA699       1003   3     47.00
WA699       1003   4     48.00
WA699       1003   5     50.00
WA699       1003   6     46.00
WA699       1003   7     36.00
WA699       1003   8     33.00
WA699       1003   9     30.00
WA699       1003  10     30.00
WA699       1003  11     33.00
WA699       1003  12     35.00
WA699       1003  13     32.00
WA699       1003  14     33.00
WA699       1003  15     32.00
WA699       1003  16     32.00
WA699       1003  17     42.00
WA699       1003  18     40.00
WA699       1003  19     41.00
WA699       1003  20     43.00
WA699       1003  21     50.00
WA699       1003  22     41.00
WA699       1003  23     28.00
WA699       1003  24     28.00
WA699       1003  25     32.00
WA699       1003  26     37.00
WA699       1003  27     44.00
WA699       1003  28     33.00
WA699       1003  29     27.00
WA699       1003  30     22.00
WA699       1003  31     13.00
WA699       1103   1     20.00
WA699       1103   2     15.00
WA699       1103   3     11.00
WA699       1103   4      9.00
WA699       1103   5      8.00
WA699       1103   6     10.00
WA699       1103   7     16.00
WA699       1103   8     29.00
WA699       1103   9     27.00
WA699       1103  10     31.00
WA699       1103  11     26.00
WA699       1103  12     25.00
WA699       1103  13     24.00
WA699       1103  14     25.00
WA699       1103  15     27.00
WA699       1103  16     27.00
WA699       1103  17     30.00
WA699       1103  18     31.00
WA699       1103  19     23.00
WA699       1103  20     16.00
WA699       1103  21      8.00
WA699       1103  22      8.00
WA699       1103  23     13.00
WA699       1103  24     17.00
WA699       1103  25     22.00
WA699       1103  26     22.00
WA699       1103  27     20.00
WA699       1103  28     25.00
WA699       1103  29     25.00
WA699       1103  30     20.00
WA699       1203   1     24.00
WA699       1203   2     23.00
WA699       1203   3     16.00
WA699       1203   4     16.00
WA699       1203   5     24.00
WA699       1203   6     18.00
WA699       1203   7     16.00
WA699       1203   8     16.00
WA699       1203   9     17.00
WA699       1203  10     22.00
WA699       1203  11     23.00
WA699       1203  12     18.00
WA699       1203  13     20.00
WA699       1203  14     23.00
WA699       1203  15     23.00
WA699       1203  16     24.00
WA699       1203  17     22.00
WA699       1203  18     21.00
WA699       1203  19     22.00
