$ Get data for 863:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:44:55 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA863           White Pass E.s.
WA863       0312   9     31.00
WA863       0312  10     33.00
WA863       0312  11     23.00
WA863       0312  12     24.00
WA863       0312  13     19.00
WA863       0312  14     18.00
WA863       0312  15     33.00
WA863       0312  16     28.00
WA863       0312  17     22.00
WA863       0312  18     18.00
WA863       0312  19     12.00
WA863       0312  20     26.00
WA863       0312  21     23.00
WA863       0312  22     19.00
WA863       0312  23     15.00
WA863       0312  24     24.00
WA863       0312  25     27.00
WA863       0312  26     29.00
WA863       0312  27     29.00
WA863       0312  28     30.00
WA863       0312  29     31.00
WA863       0312  30     28.00
WA863       0312  31     28.00
WA863       0412   1     26.00
WA863       0412   2     25.00
WA863       0412   3     29.00
WA863       0412   4     26.00
WA863       0412   5     27.00
WA863       0412   6     20.00
WA863       0412   7     17.00
WA863       0412   8     31.00
WA863       0412   9     33.00
WA863       0412  10     34.00
WA863       0412  11     33.00
WA863       0412  12     28.00
WA863       0412  13     26.00
WA863       0412  14     29.00
WA863       0412  15     31.00
WA863       0412  16     30.00
WA863       0412  17     25.00
WA863       0412  18     32.00
WA863       0412  19     29.00
WA863       0412  20     36.00
WA863       0412  21     34.00
WA863       0412  22     36.00
WA863       0412  23     38.00
WA863       0412  24     37.00
WA863       0412  25     36.00
WA863       0412  26     31.00
WA863       0412  27     29.00
WA863       0412  28     34.00
WA863       0412  29     36.00
WA863       0412  30     31.00
WA863       0512   1     30.00
WA863       0512   2     29.00
WA863       0512   3     32.00
WA863       0512   4     29.00
WA863       0512   5     28.00
WA863       0512   6     28.00
WA863       0512   7     33.00
WA863       0512   8     36.00
WA863       0512   9     30.00
WA863       0512  10     28.00
WA863       0512  11     29.00
WA863       0512  12     33.00
WA863       0512  13     36.00
WA863       0512  14     38.00
WA863       0512  15     39.00
WA863       0512  16     36.00
WA863       0512  17     31.00
WA863       0512  18     31.00
WA863       0512  19     32.00
WA863       0512  20     36.00
WA863       0512  21     37.00
WA863       0512  22     34.00
WA863       0512  23     34.00
WA863       0512  24     33.00
WA863       0512  25     34.00
WA863       0512  26     35.00
WA863       0512  27     39.00
WA863       0512  28     36.00
WA863       0512  29     35.00
WA863       0512  30     36.00
WA863       0512  31     39.00
WA863       0612   1     39.00
WA863       0612   2     38.00
WA863       0612   3     35.00
WA863       0612   4     37.00
WA863       0612   5     33.00
WA863       0612   6     32.00
WA863       0612   7     33.00
WA863       0612   8     34.00
WA863       0612   9     34.00
WA863       0612  10     35.00
WA863       0612  11     35.00
WA863       0612  12     40.00
WA863       0612  13     37.00
WA863       0612  14     36.00
WA863       0612  15     35.00
WA863       0612  16     41.00
WA863       0612  17     41.00
WA863       0612  18     37.00
WA863       0612  19     36.00
WA863       0612  20     35.00
WA863       0612  21     40.00
WA863       0612  22     41.00
WA863       0612  23     36.00
WA863       0612  24     35.00
WA863       0612  25     37.00
WA863       0612  26     38.00
WA863       0612  27     34.00
WA863       0612  28     40.00
WA863       0612  29     46.00
WA863       0612  30     47.00
WA863       0712   1     42.00
WA863       0712   2     41.00
WA863       0712   3     39.00
WA863       0712   4     37.00
WA863       0712   5     40.00
WA863       0712   6     44.00
WA863       0712   7     48.00
WA863       0712   8     51.00
WA863       0712   9     54.00
WA863       0712  10     51.00
WA863       0712  11     50.00
WA863       0712  12     52.00
WA863       0712  13     50.00
WA863       0712  14     51.00
WA863       0712  15     45.00
WA863       0712  16     44.00
WA863       0712  17     53.00
WA863       0712  18     53.00
WA863       0712  19     50.00
WA863       0712  20     50.00
WA863       0712  21     47.00
WA863       0712  22     41.00
WA863       0712  23     41.00
WA863       0712  24     42.00
WA863       0712  25     49.00
WA863       0712  26     51.00
WA863       0712  27     47.00
WA863       0712  28     45.00
WA863       0712  29     47.00
WA863       0712  30     47.00
WA863       0712  31     45.00
WA863       0812   1     43.00
WA863       0812   2     45.00
WA863       0812   3     43.00
WA863       0812   4     51.00
WA863       0812   5     54.00
WA863       0812   6     57.00
WA863       0812   7     55.00
WA863       0812   8     49.00
WA863       0812   9     43.00
WA863       0812  10     47.00
WA863       0812  11     46.00
WA863       0812  12     52.00
WA863       0812  13     53.00
WA863       0812  14     53.00
WA863       0812  15     50.00
WA863       0812  16     51.00
WA863       0812  17     54.00
WA863       0812  18     56.00
WA863       0812  19     53.00
WA863       0812  20     48.00
WA863       0812  21     47.00
WA863       0812  22     46.00
WA863       0812  23     42.00
WA863       0812  24     37.00
WA863       0812  25     41.00
WA863       0812  26     46.00
WA863       0812  27     47.00
WA863       0812  28     46.00
WA863       0812  29     41.00
WA863       0812  30     38.00
WA863       0812  31     44.00
WA863       0912   1     40.00
WA863       0912   2     41.00
WA863       0912   3     42.00
WA863       0912   4     43.00
WA863       0912   5     46.00
WA863       0912   6     46.00
WA863       0912   7     45.00
WA863       0912   8     48.00
WA863       0912   9     46.00
WA863       0912  10     38.00
WA863       0912  11     32.00
WA863       0912  12     36.00
WA863       0912  13     41.00
WA863       0912  14     47.00
WA863       0912  15     46.00
WA863       0912  16     43.00
WA863       0912  17     46.00
WA863       0912  18     48.00
WA863       0912  19     50.00
WA863       0912  20     52.00
WA863       0912  21     46.00
WA863       0912  22     41.00
WA863       0912  23     38.00
WA863       0912  24     46.00
WA863       0912  25     38.00
WA863       0912  26     38.00
WA863       0912  27     44.00
WA863       0912  28     46.00
WA863       0912  29     45.00
WA863       0912  30     38.00
WA863       1012   1     47.00
WA863       1012   2     34.00
WA863       1012   3     32.00
WA863       1012   4     32.00
WA863       1012   5     31.00
WA863       1012   6     32.00
WA863       1012   7     35.00
WA863       1012   8     39.00
WA863       1012   9     40.00
WA863       1012  10     40.00
WA863       1012  11     38.00
WA863       1012  12     40.00
WA863       1012  13     44.00
WA863       1012  14     46.00
WA863       1012  15     45.00
WA863       1012  16     34.00
WA863       1012  17     31.00
WA863       1012  18     33.00
WA863       1012  19     35.00
WA863       1012  20     30.00
WA863       1012  21     28.00
WA863       1012  22     30.00
WA863       1012  23     28.00
WA863       1012  24     30.00
WA863       1012  25     31.00
WA863       1012  26     31.00
WA863       1012  27     34.00
WA863       1012  28     38.00
WA863       1012  29     42.00
WA863       1012  30     41.00
WA863       1012  31     40.00
WA863       1112   1     39.00
WA863       1112   2     38.00
WA863       1112   3     40.00
WA863       1112   4     43.00
WA863       1112   5     36.00
WA863       1112   6     37.00
WA863       1112   7     29.00
WA863       1112   8     25.00
WA863       1112   9     23.00
WA863       1112  10     19.00
WA863       1112  11     20.00
WA863       1112  12     29.00
WA863       1112  13     32.00
WA863       1112  14     30.00
WA863       1112  15     28.00
WA863       1112  16     27.00
WA863       1112  17     31.00
WA863       1112  18     31.00
WA863       1112  19     33.00
WA863       1112  20     32.00
WA863       1112  21     29.00
WA863       1112  22     25.00
WA863       1112  23     29.00
WA863       1112  24     30.00
WA863       1112  25     24.00
WA863       1112  26     24.00
WA863       1112  27     25.00
WA863       1112  28     25.00
WA863       1112  29     33.00
WA863       1112  30     34.00
WA863       1212   1     32.00
WA863       1212   2     31.00
WA863       1212   3     33.00
WA863       1212   4     33.00
WA863       1212   5     28.00
WA863       1212   6     29.00
WA863       1212   7     25.00
WA863       1212   8     25.00
WA863       1212   9     25.00
WA863       1212  10     30.00
WA863       1212  11     29.00
WA863       1212  12     20.00
WA863       1212  13     18.00
WA863       1212  14     18.00
WA863       1212  15     15.00
WA863       1212  16     25.00
WA863       1212  17     21.00
WA863       1212  18     20.00
WA863       1212  19     20.00
WA863       1212  20     22.00
WA863       1212  21     19.00
WA863       1212  22     26.00
WA863       1212  23     26.00
WA863       1212  24     21.00
WA863       1212  25     22.00
WA863       1212  26     23.00
WA863       1212  27     24.00
WA863       1212  28     20.00
WA863       1212  29     15.00
WA863       1212  30     14.00
WA863       1212  31     13.00
WA863       0113   1     12.00
WA863       0113   2     12.00
WA863       0113   3     13.00
WA863       0113   4     17.00
WA863       0113   5     19.00
WA863       0113   6     28.00
WA863       0113   7     30.00
WA863       0113   8     30.00
WA863       0113   9     23.00
WA863       0113  10     21.00
WA863       0113  11     11.00
WA863       0113  12     10.00
WA863       0113  13     10.00
WA863       0113  14     18.00
WA863       0113  15     23.00
WA863       0113  16     30.00
WA863       0113  17     29.00
WA863       0113  18     30.00
WA863       0113  19     31.00
WA863       0113  20     29.00
WA863       0113  21     25.00
WA863       0113  22     19.00
WA863       0113  23     20.00
WA863       0113  24     20.00
WA863       0113  25     27.00
WA863       0113  26     24.00
WA863       0113  27     27.00
WA863       0113  28     27.00
WA863       0113  29     29.00
WA863       0113  30     33.00
WA863       0113  31     34.00
WA863       0213   1     30.00
WA863       0213   2     26.00
WA863       0213   3     28.00
WA863       0213   4     30.00
WA863       0213   5     30.00
WA863       0213   6     30.00
WA863       0213   7     18.00
WA863       0213   8     17.00
WA863       0213   9     23.00
WA863       0213  10     23.00
WA863       0213  11     26.00
WA863       0213  12     30.00
WA863       0213  13     30.00
WA863       0213  14     28.00
WA863       0213  15     28.00
WA863       0213  16     27.00
WA863       0213  17     21.00
WA863       0213  18     19.00
WA863       0213  19     17.00
WA863       0213  20     23.00
WA863       0213  21     25.00
WA863       0213  22     24.00
WA863       0213  23     24.00
WA863       0213  24     25.00
WA863       0213  25     25.00
WA863       0213  26     24.00
WA863       0213  27     28.00
WA863       0213  28     32.00
WA863       0313   1     34.00
WA863       0313   2     26.00
WA863       0313   3     20.00
WA863       0313   4     17.00
WA863       0313   5     23.00
WA863       0313   6     27.00
WA863       0313   7     23.00
WA863       0313   8     19.00
WA863       0313   9     20.00
WA863       0313  10     29.00
WA863       0313  11     33.00
WA863       0313  12     36.00
WA863       0313  13     36.00
WA863       0313  14     35.00
WA863       0313  15     36.00
WA863       0313  16     26.00
WA863       0313  17     24.00
WA863       0313  18     20.00
WA863       0313  19     19.00
WA863       0313  20     24.00
WA863       0313  21     22.00
WA863       0313  22     15.00
WA863       0313  23     14.00
WA863       0313  24     16.00
WA863       0313  25     19.00
WA863       0313  26     31.00
WA863       0313  27     33.00
WA863       0313  28     32.00
WA863       0313  29     32.00
WA863       0313  30     31.00
WA863       0313  31     33.00
WA863       0413   1     36.00
WA863       0413   2     35.00
WA863       0413   3     30.00
WA863       0413   4     36.00
WA863       0413   5     35.00
WA863       0413   6     32.00
WA863       0413   7     30.00
WA863       0413   8     29.00
WA863       0413   9     29.00
WA863       0413  10     31.00
WA863       0413  11     28.00
WA863       0413  12     26.00
WA863       0413  13     24.00
WA863       0413  14     24.00
WA863       0413  15     21.00
WA863       0413  16     22.00
WA863       0413  17     21.00
WA863       0413  18     32.00
WA863       0413  19     35.00
WA863       0413  20     34.00
WA863       0413  21     28.00
WA863       0413  22     25.00
WA863       0413  23     28.00
WA863       0413  24     29.00
WA863       0413  25     34.00
WA863       0413  26     36.00
WA863       0413  27     37.00
WA863       0413  28     34.00
WA863       0413  29     27.00
WA863       0413  30     25.00
WA863       0513   1     22.00
WA863       0513   2     31.00
WA863       0513   3     36.00
WA863       0513   4     36.00
WA863       0513   5     38.00
WA863       0513   6     38.00
WA863       0513   7     40.00
WA863       0513   8     39.00
WA863       0513   9     39.00
WA863       0513  10     40.00
WA863       0513  11     41.00
WA863       0513  12     40.00
WA863       0513  13     32.00
WA863       0513  14     31.00
WA863       0513  15     34.00
WA863       0513  16     35.00
WA863       0513  17     38.00
WA863       0513  18     36.00
WA863       0513  19     35.00
WA863       0513  20     34.00
WA863       0513  21     32.00
WA863       0513  22     30.00
WA863       0513  23     33.00
WA863       0513  24     34.00
WA863       0513  25     35.00
WA863       0513  26     36.00
WA863       0513  27     35.00
WA863       0513  28     35.00
WA863       0513  29     35.00
WA863       0513  30     35.00
WA863       0513  31     36.00
WA863       0613   1     38.00
WA863       0613   2     39.00
WA863       0613   3     38.00
WA863       0613   4     38.00
WA863       0613   5     44.00
WA863       0613   6     44.00
WA863       0613   7     43.00
WA863       0613   8     42.00
WA863       0613   9     41.00
WA863       0613  10     37.00
WA863       0613  11     38.00
WA863       0613  12     36.00
WA863       0613  13     38.00
WA863       0613  14     40.00
WA863       0613  15     40.00
WA863       0613  16     45.00
WA863       0613  17     44.00
WA863       0613  18     44.00
WA863       0613  19     41.00
WA863       0613  20     40.00
WA863       0613  21     39.00
WA863       0613  22     42.00
WA863       0613  23     47.00
WA863       0613  24     43.00
WA863       0613  25     44.00
WA863       0613  26     44.00
WA863       0613  27     47.00
WA863       0613  28     48.00
WA863       0613  29     55.00
WA863       0613  30     53.00
WA863       0713   1     56.00
WA863       0713   2     56.00
WA863       0713   3     51.00
WA863       0713   4     45.00
WA863       0713   5     45.00
WA863       0713   6     42.00
WA863       0713   7     49.00
WA863       0713   8     48.00
WA863       0713   9     49.00
WA863       0713  10     48.00
WA863       0713  11     39.00
WA863       0713  12     41.00
WA863       0713  13     38.00
WA863       0713  14     44.00
WA863       0713  15     46.00
WA863       0713  16     50.00
WA863       0713  17     51.00
WA863       0713  18     42.00
WA863       0713  19     48.00
WA863       0713  20     49.00
WA863       0713  21     49.00
WA863       0713  22     51.00
WA863       0713  23     50.00
WA863       0713  24     51.00
WA863       0713  25     51.00
WA863       0713  26     50.00
WA863       0713  27     44.00
WA863       0713  28     45.00
WA863       0713  29     43.00
WA863       0713  30     49.00
WA863       0713  31     53.00
WA863       0813   1     48.00
WA863       0813   2     47.00
WA863       0813   3     46.00
WA863       0813   4     49.00
WA863       0813   5     51.00
WA863       0813   6     50.00
WA863       0813   7     50.00
WA863       0813   8     51.00
WA863       0813   9     52.00
WA863       0813  10     53.00
WA863       0813  11     50.00
WA863       0813  12     46.00
WA863       0813  13     48.00
WA863       0813  14     52.00
WA863       0813  15     54.00
WA863       0813  16     47.00
WA863       0813  17     50.00
WA863       0813  18     47.00
WA863       0813  19     49.00
WA863       0813  20     48.00
WA863       0813  21     48.00
WA863       0813  22     50.00
WA863       0813  23     50.00
WA863       0813  24     48.00
WA863       0813  25     45.00
WA863       0813  26     46.00
WA863       0813  27     48.00
WA863       0813  28     52.00
WA863       0813  29     51.00
WA863       0813  30     47.00
WA863       0813  31     46.00
WA863       0913   1     50.00
WA863       0913   2     50.00
WA863       0913   3     51.00
WA863       0913   4     48.00
WA863       0913   5     47.00
WA863       0913   6     47.00
WA863       0913   7     44.00
WA863       0913   8     46.00
WA863       0913   9     48.00
WA863       0913  10     49.00
WA863       0913  11     52.00
WA863       0913  12     53.00
WA863       0913  13     54.00
WA863       0913  14     53.00
WA863       0913  15     51.00
WA863       0913  16     47.00
WA863       0913  17     42.00
WA863       0913  18     38.00
WA863       0913  19     36.00
WA863       0913  20     41.00
WA863       0913  21     43.00
WA863       0913  22     40.00
WA863       0913  23     39.00
WA863       0913  24     34.00
WA863       0913  25     34.00
WA863       0913  26     34.00
WA863       0913  27     34.00
WA863       0913  28     36.00
WA863       0913  29     35.00
WA863       0913  30     34.00
WA863       1013   1     34.00
WA863       1013   2     34.00
WA863       1013   3     32.00
WA863       1013   4     32.00
WA863       1013   5     33.00
WA863       1013   6     35.00
WA863       1013   7     36.00
WA863       1013   8     32.00
WA863       1013   9     32.00
WA863       1013  10     32.00
WA863       1013  11     33.00
WA863       1013  12     32.00
WA863       1013  13     31.00
WA863       1013  14     31.00
WA863       1013  15     31.00
WA863       1013  16     35.00
WA863       1013  17     34.00
WA863       1013  18     34.00
WA863       1013  19     38.00
WA863       1013  20     39.00
WA863       1013  21     40.00
WA863       1013  22     40.00
WA863       1013  23     38.00
WA863       1013  24     37.00
WA863       1013  25     37.00
WA863       1013  26     35.00
WA863       1013  27     36.00
WA863       1013  28     30.00
WA863       1013  29     29.00
WA863       1013  30     31.00
WA863       1013  31     35.00
WA863       1113   1     32.00
WA863       1113   2     29.00
WA863       1113   3     28.00
WA863       1113   4     26.00
WA863       1113   5     31.00
WA863       1113   6     33.00
WA863       1113   7     33.00
WA863       1113   8     30.00
WA863       1113   9     30.00
WA863       1113  10     33.00
WA863       1113  11     35.00
WA863       1113  12     35.00
WA863       1113  13     32.00
WA863       1113  14     32.00
WA863       1113  15     30.00
WA863       1113  16     27.00
WA863       1113  17     28.00
WA863       1113  18     35.00
WA863       1113  19     28.00
WA863       1113  20     16.00
WA863       1113  21     14.00
WA863       1113  22     18.00
WA863       1113  23     20.00
WA863       1113  24     26.00
WA863       1113  25     27.00
WA863       1113  26     26.00
WA863       1113  27     27.00
WA863       1113  28     27.00
WA863       1113  29     32.00
WA863       1113  30     34.00
WA863       1213   1     34.00
WA863       1213   2     22.00
WA863       1213   3     11.00
WA863       1213   4      7.00
WA863       1213   5      4.00
WA863       1213   6      4.00
WA863       1213   7     -3.00
WA863       1213   8      3.00
WA863       1213   9     13.00
WA863       1213  10     19.00
WA863       1213  11     19.00
WA863       1213  12     23.00
WA863       1213  13     32.00
WA863       1213  14     33.00
WA863       1213  15     35.00
WA863       1213  16     30.00
WA863       1213  17     34.00
WA863       1213  18     21.00
WA863       1213  19     17.00
WA863       1213  20     21.00
WA863       1213  21     32.00
WA863       1213  22     33.00
WA863       1213  23     29.00
WA863       1213  24     25.00
WA863       1213  25     25.00
WA863       1213  26     30.00
WA863       1213  27     31.00
WA863       1213  28     27.00
WA863       1213  29     27.00
WA863       1213  30     35.00
WA863       1213  31     29.00
WA863       0114   1     29.00
WA863       0114   2     33.00
WA863       0114   3     20.00
WA863       0114   4     18.00
WA863       0114   5     22.00
WA863       0114   6     21.00
WA863       0114   7     31.00
WA863       0114   8     32.00
WA863       0114   9     27.00
WA863       0114  10     32.00
WA863       0114  11     30.00
WA863       0114  12     28.00
WA863       0114  13     34.00
WA863       0114  14     32.00
WA863       0114  15     28.00
WA863       0114  16     31.00
WA863       0114  17     30.00
WA863       0114  18     28.00
WA863       0114  19     29.00
WA863       0114  20     27.00
WA863       0114  21     26.00
WA863       0114  22     29.00
WA863       0114  23     27.00
WA863       0114  24     25.00
WA863       0114  25     24.00
WA863       0114  26     28.00
WA863       0114  27     24.00
WA863       0114  28     25.00
WA863       0114  29     30.00
WA863       0114  30     28.00
WA863       0114  31     28.00
WA863       0214   1     18.00
WA863       0214   2     13.00
WA863       0214   3     15.00
WA863       0214   4      4.00
WA863       0214   5     -3.00
WA863       0214   6     -3.00
WA863       0214   7     -2.00
WA863       0214   8      9.00
WA863       0214   9     11.00
WA863       0214  10     17.00
WA863       0214  11     31.00
WA863       0214  12     32.00
WA863       0214  13     28.00
WA863       0214  14     28.00
WA863       0214  15     23.00
WA863       0214  16     25.00
WA863       0214  17     28.00
WA863       0214  18     25.00
WA863       0214  19     24.00
WA863       0214  20     28.00
WA863       0214  21     25.00
WA863       0214  22     20.00
WA863       0214  23     26.00
WA863       0214  24     24.00
WA863       0214  25     22.00
WA863       0214  26     22.00
WA863       0214  27     24.00
WA863       0214  28     29.00
WA863       0314   1     13.00
WA863       0314   2     13.00
WA863       0314   3     33.00
WA863       0314   4     34.00
WA863       0314   5     35.00
WA863       0314   6     34.00
WA863       0314   7     31.00
WA863       0314   8     30.00
WA863       0314   9     35.00
WA863       0314  10     30.00
WA863       0314  11     26.00
WA863       0314  12     26.00
WA863       0314  13     30.00
WA863       0314  14     31.00
WA863       0314  15     27.00
WA863       0314  16     29.00
WA863       0314  17     26.00
WA863       0314  18     23.00
WA863       0314  19     24.00
WA863       0314  20     24.00
WA863       0314  21     20.00
WA863       0314  22     19.00
WA863       0314  23     29.00
WA863       0314  24     26.00
WA863       0314  25     32.00
WA863       0314  26     29.00
WA863       0314  27     32.00
WA863       0314  28     31.00
WA863       0314  29     32.00
WA863       0314  30     27.00
WA863       0314  31     23.00
WA863       0414   1     32.00
WA863       0414   2     31.00
WA863       0414   3     29.00
WA863       0414   4     32.00
WA863       0414   5     33.00
WA863       0414   6     34.00
WA863       0414   7     33.00
WA863       0414   8     36.00
WA863       0414   9     30.00
WA863       0414  10     30.00
WA863       0414  11     31.00
WA863       0414  12     31.00
WA863       0414  13     29.00
WA863       0414  14     30.00
WA863       0414  15     31.00
WA863       0414  16     34.00
WA863       0414  17     32.00
WA863       0414  18     28.00
WA863       0414  19     28.00
WA863       0414  20     29.00
WA863       0414  21     33.00
WA863       0414  22     29.00
WA863       0414  23     31.00
WA863       0414  24     31.00
WA863       0414  25     30.00
WA863       0414  26     31.00
WA863       0414  27     30.00
WA863       0414  28     29.00
WA863       0414  29     32.00
WA863       0414  30     35.00
WA863       0514   1     36.00
WA863       0514   2     39.00
WA863       0514   3     36.00
WA863       0514   4     35.00
WA863       0514   5     34.00
WA863       0514   6     34.00
WA863       0514   7     33.00
WA863       0514   8     34.00
WA863       0514   9     33.00
WA863       0514  10     32.00
WA863       0514  11     34.00
WA863       0514  12     33.00
WA863       0514  13     35.00
WA863       0514  14     37.00
WA863       0514  15     39.00
WA863       0514  16     39.00
WA863       0514  17     38.00
WA863       0514  18     36.00
WA863       0514  19     36.00
WA863       0514  20     35.00
WA863       0514  21     37.00
WA863       0514  22     38.00
WA863       0514  23     40.00
WA863       0514  24     38.00
WA863       0514  25     36.00
WA863       0514  26     36.00
WA863       0514  27     34.00
WA863       0514  28     36.00
WA863       0514  29     34.00
WA863       0514  30     34.00
WA863       0514  31     37.00
WA863       0614   1     38.00
WA863       0614   2     39.00
WA863       0614   3     42.00
WA863       0614   4     37.00
WA863       0614   5     38.00
WA863       0614   6     36.00
WA863       0614   7     41.00
WA863       0614   8     42.00
WA863       0614   9     45.00
WA863       0614  10     41.00
WA863       0614  11     37.00
WA863       0614  12     40.00
WA863       0614  13     39.00
WA863       0614  14     38.00
WA863       0614  15     35.00
WA863       0614  16     34.00
WA863       0614  17     37.00
WA863       0614  18     40.00
WA863       0614  19     39.00
WA863       0614  20     39.00
WA863       0614  21     36.00
WA863       0614  22     42.00
WA863       0614  23     46.00
WA863       0614  24     46.00
WA863       0614  25     41.00
WA863       0614  26     45.00
WA863       0614  27     43.00
WA863       0614  28     44.00
WA863       0614  29     41.00
WA863       0614  30     38.00
WA863       0714   1     46.00
WA863       0714   2     52.00
WA863       0714   3     47.00
WA863       0714   4     45.00
WA863       0714   5     48.00
WA863       0714   6     50.00
WA863       0714   7     50.00
WA863       0714   8     52.00
WA863       0714   9     53.00
WA863       0714  10     46.00
WA863       0714  11     49.00
WA863       0714  12     54.00
WA863       0714  13     57.00
WA863       0714  14     54.00
WA863       0714  15     56.00
WA863       0714  16     56.00
WA863       0714  17     50.00
WA863       0714  18     46.00
WA863       0714  19     50.00
WA863       0714  20     46.00
WA863       0714  21     42.00
WA863       0714  22     47.00
WA863       0714  23     42.00
WA863       0714  24     42.00
WA863       0714  25     40.00
WA863       0714  26     43.00
WA863       0714  27     48.00
WA863       0714  28     53.00
WA863       0714  29     54.00
WA863       0714  30     53.00
WA863       0714  31     52.00
WA863       0814   1     57.00
WA863       0814   2     56.00
WA863       0814   3     55.00
WA863       0814   4     55.00
WA863       0814   5     53.00
WA863       0814   6     50.00
WA863       0814   7     48.00
WA863       0814   8     46.00
WA863       0814   9     44.00
WA863       0814  10     50.00
WA863       0814  11     55.00
WA863       0814  12     53.00
WA863       0814  13     51.00
WA863       0814  14     51.00
WA863       0814  15     51.00
WA863       0814  16     50.00
WA863       0814  17     50.00
WA863       0814  18     52.00
WA863       0814  19     53.00
WA863       0814  20     46.00
WA863       0814  21     45.00
WA863       0814  22     42.00
WA863       0814  23     44.00
WA863       0814  24     45.00
WA863       0814  25     44.00
WA863       0814  26     47.00
WA863       0814  27     52.00
WA863       0814  28     49.00
WA863       0814  29     47.00
WA863       0814  30     45.00
WA863       0814  31     43.00
WA863       0914   1     42.00
WA863       0914   2     42.00
WA863       0914   3     39.00
WA863       0914   4     38.00
WA863       0914   5     42.00
WA863       0914   6     45.00
WA863       0914   7     47.00
WA863       0914   8     47.00
WA863       0914   9     45.00
WA863       0914  10     41.00
WA863       0914  11     37.00
WA863       0914  12     35.00
WA863       0914  13     40.00
WA863       0914  14     41.00
WA863       0914  15     44.00
WA863       0914  16     50.00
WA863       0914  17     49.00
WA863       0914  18     50.00
WA863       0914  19     47.00
WA863       0914  20     46.00
WA863       0914  21     49.00
WA863       0914  22     51.00
WA863       0914  23     48.00
WA863       0914  24     47.00
WA863       0914  25     44.00
WA863       0914  26     43.00
WA863       0914  27     40.00
WA863       0914  28     43.00
WA863       0914  29     41.00
WA863       0914  30     41.00
WA863       1014   1     40.00
WA863       1014   2     36.00
WA863       1014   3     37.00
WA863       1014   4     45.00
WA863       1014   5     47.00
WA863       1014   6     48.00
WA863       1014   7     47.00
WA863       1014   8     44.00
WA863       1014   9     43.00
WA863       1014  10     43.00
WA863       1014  11     42.00
WA863       1014  12     41.00
WA863       1014  13     37.00
WA863       1014  14     40.00
WA863       1014  15     38.00
WA863       1014  16     38.00
WA863       1014  17     39.00
WA863       1014  18     43.00
WA863       1014  19     44.00
WA863       1014  20     40.00
WA863       1014  21     39.00
WA863       1014  22     40.00
WA863       1014  23     36.00
WA863       1014  24     35.00
WA863       1014  25     36.00
WA863       1014  26     34.00
WA863       1014  27     31.00
WA863       1014  28     35.00
WA863       1014  29     40.00
WA863       1014  30     42.00
WA863       1014  31     35.00
WA863       1114   1     33.00
WA863       1114   2     34.00
WA863       1114   3     38.00
WA863       1114   4     36.00
WA863       1114   5     36.00
WA863       1114   6     37.00
WA863       1114   7     32.00
WA863       1114   8     31.00
WA863       1114   9     34.00
WA863       1114  10     28.00
WA863       1114  11     13.00
WA863       1114  12     10.00
WA863       1114  13     15.00
WA863       1114  14     14.00
WA863       1114  15     12.00
WA863       1114  16     15.00
WA863       1114  17     17.00
WA863       1114  18     17.00
WA863       1114  19     24.00
WA863       1114  20     26.00
WA863       1114  21     33.00
WA863       1114  22     30.00
WA863       1114  23     30.00
WA863       1114  24     24.00
WA863       1114  25     36.00
WA863       1114  26     39.00
WA863       1114  27     38.00
WA863       1114  28     27.00
WA863       1114  29     13.00
WA863       1114  30      9.00
WA863       1214   1      8.00
WA863       1214   2     17.00
WA863       1214   3     18.00
WA863       1214   4     22.00
WA863       1214   5     28.00
WA863       1214   6     29.00
WA863       1214   7     32.00
WA863       1214   8     31.00
WA863       1214   9     33.00
WA863       1214  10     34.00
WA863       1214  11     33.00
WA863       1214  12     33.00
WA863       1214  13     26.00
WA863       1214  14     26.00
WA863       1214  15     27.00
WA863       1214  16     28.00
WA863       1214  17     28.00
WA863       1214  18     29.00
WA863       1214  19     30.00
WA863       1214  20     30.00
WA863       1214  21     34.00
WA863       1214  22     30.00
WA863       1214  23     29.00
WA863       1214  24     27.00
WA863       1214  25     27.00
WA863       1214  26     24.00
WA863       1214  27     28.00
WA863       1214  28     26.00
WA863       1214  29     13.00
WA863       1214  30      6.00
WA863       1214  31      8.00
WA863       0115   1     14.00
WA863       0115   2     21.00
WA863       0115   3     24.00
WA863       0115   4     28.00
WA863       0115   5     34.00
WA863       0115   6     34.00
WA863       0115   7     32.00
WA863       0115   8     31.00
WA863       0115   9     29.00
WA863       0115  10     31.00
WA863       0115  11     29.00
WA863       0115  12     26.00
WA863       0115  13     25.00
WA863       0115  14     22.00
WA863       0115  15     21.00
WA863       0115  16     25.00
WA863       0115  17     26.00
WA863       0115  18     33.00
WA863       0115  19     26.00
WA863       0115  20     23.00
WA863       0115  21     20.00
WA863       0115  22     29.00
WA863       0115  23     34.00
WA863       0115  24     36.00
WA863       0115  25     35.00
WA863       0115  26     36.00
WA863       0115  27     35.00
WA863       0115  28     30.00
WA863       0115  29     30.00
WA863       0115  30     29.00
WA863       0115  31     29.00
WA863       0215   1     28.00
WA863       0215   2     29.00
WA863       0215   3     32.00
WA863       0215   4     32.00
WA863       0215   5     33.00
