$ Get data for 702:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:31:50 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA702           Potato Hill
WA702       0312   3     30.00
WA702       0312   4     28.00
WA702       0312   5     20.00
WA702       0312   6     11.00
WA702       0312   7     10.00
WA702       0312   8     22.00
WA702       0312   9     28.00
WA702       0312  10     32.00
WA702       0312  11     22.00
WA702       0312  12     24.00
WA702       0312  13     17.00
WA702       0312  14     17.00
WA702       0312  15     31.00
WA702       0312  16     28.00
WA702       0312  17     25.00
WA702       0312  18     18.00
WA702       0312  19     10.00
WA702       0312  20     26.00
WA702       0312  21     22.00
WA702       0312  22     20.00
WA702       0312  23     14.00
WA702       0312  24     28.00
WA702       0312  25     29.00
WA702       0312  26     29.00
WA702       0312  27     31.00
WA702       0312  28     29.00
WA702       0312  29     33.00
WA702       0312  30     29.00
WA702       0312  31     29.00
WA702       0412   1     25.00
WA702       0412   2     26.00
WA702       0412   3     29.00
WA702       0412   4     27.00
WA702       0412   5     26.00
WA702       0412   6     17.00
WA702       0412   7     14.00
WA702       0412   8     31.00
WA702       0412   9     37.00
WA702       0412  10     32.00
WA702       0412  11     33.00
WA702       0412  12     26.00
WA702       0412  13     23.00
WA702       0412  14     24.00
WA702       0412  15     28.00
WA702       0412  16     30.00
WA702       0412  17     22.00
WA702       0412  18     32.00
WA702       0412  19     29.00
WA702       0412  20     36.00
WA702       0412  21     33.00
WA702       0412  22     35.00
WA702       0412  23     36.00
WA702       0412  24     37.00
WA702       0412  25     36.00
WA702       0412  26     31.00
WA702       0412  27     28.00
WA702       0412  28     33.00
WA702       0412  29     33.00
WA702       0412  30     31.00
WA702       0512   1     29.00
WA702       0512   2     29.00
WA702       0512   3     33.00
WA702       0512   4     28.00
WA702       0512   5     28.00
WA702       0512   6     30.00
WA702       0512   7     31.00
WA702       0512   8     31.00
WA702       0512   9     28.00
WA702       0512  10     27.00
WA702       0512  11     26.00
WA702       0512  12     33.00
WA702       0512  13     32.00
WA702       0512  14     36.00
WA702       0512  15     34.00
WA702       0512  16     30.00
WA702       0512  17     25.00
WA702       0512  18     26.00
WA702       0512  19     26.00
WA702       0512  20     33.00
WA702       0512  21     36.00
WA702       0512  22     35.00
WA702       0512  23     34.00
WA702       0512  24     33.00
WA702       0512  25     34.00
WA702       0512  26     31.00
WA702       0512  27     33.00
WA702       0512  28     36.00
WA702       0512  29     33.00
WA702       0512  30     34.00
WA702       0512  31     42.00
WA702       0612   1     42.00
WA702       0612   2     38.00
WA702       0612   3     38.00
WA702       0612   4     39.00
WA702       0612   5     33.00
WA702       0612   6     31.00
WA702       0612   7     32.00
WA702       0612   8     34.00
WA702       0612   9     33.00
WA702       0612  10     32.00
WA702       0612  11     31.00
WA702       0612  12     36.00
WA702       0612  13     36.00
WA702       0612  14     32.00
WA702       0612  15     31.00
WA702       0612  16     40.00
WA702       0612  17     41.00
WA702       0612  18     37.00
WA702       0612  19     36.00
WA702       0612  20     33.00
WA702       0612  21     38.00
WA702       0612  22     42.00
WA702       0612  23     34.00
WA702       0612  24     36.00
WA702       0612  25     36.00
WA702       0612  26     37.00
WA702       0612  27     31.00
WA702       0612  28     38.00
WA702       0612  29     45.00
WA702       0612  30     49.00
WA702       0712   1     43.00
WA702       0712   2     42.00
WA702       0712   3     40.00
WA702       0712   4     35.00
WA702       0712   5     34.00
WA702       0712   6     39.00
WA702       0712   7     44.00
WA702       0712   8     47.00
WA702       0712   9     51.00
WA702       0712  10     45.00
WA702       0712  11     41.00
WA702       0712  12     44.00
WA702       0712  13     48.00
WA702       0712  14     49.00
WA702       0712  15     45.00
WA702       0712  16     42.00
WA702       0712  17     48.00
WA702       0712  18     54.00
WA702       0712  19     48.00
WA702       0712  20     48.00
WA702       0712  21     44.00
WA702       0712  22     40.00
WA702       0712  23     40.00
WA702       0712  24     37.00
WA702       0712  25     44.00
WA702       0712  26     47.00
WA702       0712  27     45.00
WA702       0712  28     41.00
WA702       0712  29     47.00
WA702       0712  30     47.00
WA702       0712  31     45.00
WA702       0812   1     47.00
WA702       0812   2     48.00
WA702       0812   3     42.00
WA702       0812   4     50.00
WA702       0812   5     46.00
WA702       0812   6     51.00
WA702       0812   7     50.00
WA702       0812   8     48.00
WA702       0812   9     40.00
WA702       0812  10     42.00
WA702       0812  11     35.00
WA702       0812  12     44.00
WA702       0812  13     45.00
WA702       0812  14     43.00
WA702       0812  15     46.00
WA702       0812  16     47.00
WA702       0812  17     46.00
WA702       0812  18     47.00
WA702       0812  19     44.00
WA702       0812  20     44.00
WA702       0812  21     44.00
WA702       0812  22     43.00
WA702       0812  23     40.00
WA702       0812  24     36.00
WA702       0812  25     39.00
WA702       0812  26     42.00
WA702       0812  27     41.00
WA702       0812  28     39.00
WA702       0812  29     33.00
WA702       0812  30     31.00
WA702       0812  31     34.00
WA702       0912   1     33.00
WA702       0912   2     31.00
WA702       0912   3     32.00
WA702       0912   4     35.00
WA702       0912   5     38.00
WA702       0912   6     42.00
WA702       0912   7     44.00
WA702       0912   8     47.00
WA702       0912   9     45.00
WA702       0912  10     36.00
WA702       0912  11     29.00
WA702       0912  12     33.00
WA702       0912  13     43.00
WA702       0912  14     40.00
WA702       0912  15     38.00
WA702       0912  16     35.00
WA702       0912  17     39.00
WA702       0912  18     38.00
WA702       0912  19     41.00
WA702       0912  20     44.00
WA702       0912  21     44.00
WA702       0912  22     41.00
WA702       0912  23     39.00
WA702       0912  24     37.00
WA702       0912  25     42.00
WA702       0912  26     33.00
WA702       0912  27     39.00
WA702       0912  28     39.00
WA702       0912  29     33.00
WA702       0912  30     31.00
WA702       1012   1     38.00
WA702       1012   2     31.00
WA702       1012   3     31.00
WA702       1012   4     33.00
WA702       1012   5     34.00
WA702       1012   6     36.00
WA702       1012   7     31.00
WA702       1012   8     30.00
WA702       1012   9     31.00
WA702       1012  10     32.00
WA702       1012  11     32.00
WA702       1012  12     31.00
WA702       1012  13     41.00
WA702       1012  14     46.00
WA702       1012  15     46.00
WA702       1012  16     34.00
WA702       1012  17     31.00
WA702       1012  18     30.00
WA702       1012  19     35.00
WA702       1012  20     30.00
WA702       1012  21     30.00
WA702       1012  22     30.00
WA702       1012  23     28.00
WA702       1012  24     30.00
WA702       1012  25     31.00
WA702       1012  26     32.00
WA702       1012  27     34.00
WA702       1012  28     37.00
WA702       1012  29     42.00
WA702       1012  30     43.00
WA702       1012  31     39.00
WA702       1112   1     38.00
WA702       1112   2     34.00
WA702       1112   3     40.00
WA702       1112   4     44.00
WA702       1112   5     36.00
WA702       1112   6     36.00
WA702       1112   7     27.00
WA702       1112   8     23.00
WA702       1112   9     18.00
WA702       1112  10     14.00
WA702       1112  11     23.00
WA702       1112  12     30.00
WA702       1112  13     33.00
WA702       1112  14     31.00
WA702       1112  15     30.00
WA702       1112  16     30.00
WA702       1112  17     30.00
WA702       1112  18     30.00
WA702       1112  19     34.00
WA702       1112  20     32.00
WA702       1112  21     28.00
WA702       1112  22     20.00
WA702       1112  23     29.00
WA702       1112  24     26.00
WA702       1112  25     20.00
WA702       1112  26     24.00
WA702       1112  27     23.00
WA702       1112  28     27.00
WA702       1112  29     34.00
WA702       1112  30     34.00
WA702       1212   1     32.00
WA702       1212   2     32.00
WA702       1212   3     33.00
WA702       1212   4     33.00
WA702       1212   5     24.00
WA702       1212   6     28.00
WA702       1212   7     25.00
WA702       1212   8     25.00
WA702       1212   9     24.00
WA702       1212  10     30.00
WA702       1212  11     29.00
WA702       1212  12     16.00
WA702       1212  13     12.00
WA702       1212  14     16.00
WA702       1212  15     11.00
WA702       1212  16     25.00
WA702       1212  17     21.00
WA702       1212  18     21.00
WA702       1212  19     21.00
WA702       1212  20     24.00
WA702       1212  21     23.00
WA702       1212  22     27.00
WA702       1212  23     26.00
WA702       1212  24     22.00
WA702       1212  25     23.00
WA702       1212  26     24.00
WA702       1212  27     20.00
WA702       1212  28     19.00
WA702       1212  29     15.00
WA702       1212  30     11.00
WA702       1212  31      9.00
WA702       0113   1     12.00
WA702       0113   2     11.00
WA702       0113   3     10.00
WA702       0113   4     24.00
WA702       0113   5     25.00
WA702       0113   6     28.00
WA702       0113   7     30.00
WA702       0113   8     30.00
WA702       0113   9     23.00
WA702       0113  10     21.00
WA702       0113  11      2.00
WA702       0113  12      0.00
WA702       0113  13      0.00
WA702       0113  14      6.00
WA702       0113  15     19.00
WA702       0113  16     21.00
WA702       0113  17     22.00
WA702       0113  18     20.00
WA702       0113  19     22.00
WA702       0113  20     23.00
WA702       0113  21     18.00
WA702       0113  22     18.00
WA702       0113  23     30.00
WA702       0113  24     18.00
WA702       0113  25     25.00
WA702       0113  26     25.00
WA702       0113  27     26.00
WA702       0113  28     26.00
WA702       0113  29     29.00
WA702       0113  30     32.00
WA702       0113  31     33.00
WA702       0213   1     30.00
WA702       0213   2     24.00
WA702       0213   3     21.00
WA702       0213   4     31.00
WA702       0213   5     31.00
WA702       0213   6     29.00
WA702       0213   7     10.00
WA702       0213   8      5.00
WA702       0213   9     21.00
WA702       0213  10     19.00
WA702       0213  11     26.00
WA702       0213  12     31.00
WA702       0213  13     29.00
WA702       0213  14     26.00
WA702       0213  15     28.00
WA702       0213  16     27.00
WA702       0213  17     17.00
WA702       0213  18     17.00
WA702       0213  19     16.00
WA702       0213  20     18.00
WA702       0213  21     26.00
WA702       0213  22     24.00
WA702       0213  23     24.00
WA702       0213  24     24.00
WA702       0213  25     24.00
WA702       0213  26     22.00
WA702       0213  27     28.00
WA702       0213  28     33.00
WA702       0313   1     36.00
WA702       0313   2     27.00
WA702       0313   3     13.00
WA702       0313   4     12.00
WA702       0313   5     25.00
WA702       0313   6     27.00
WA702       0313   7     20.00
WA702       0313   8     15.00
WA702       0313   9     12.00
WA702       0313  10     18.00
WA702       0313  11     33.00
WA702       0313  12     36.00
WA702       0313  13     34.00
WA702       0313  14     34.00
WA702       0313  15     33.00
WA702       0313  16     24.00
WA702       0313  17     24.00
WA702       0313  18     16.00
WA702       0313  19     17.00
WA702       0313  20     23.00
WA702       0313  21     22.00
WA702       0313  22     21.00
WA702       0313  23     16.00
WA702       0313  24     14.00
WA702       0313  25     20.00
WA702       0313  26     31.00
WA702       0313  27     32.00
WA702       0313  28     29.00
WA702       0313  29     29.00
WA702       0313  30     29.00
WA702       0313  31     32.00
WA702       0413   1     29.00
WA702       0413   2     36.00
WA702       0413   3     29.00
WA702       0413   4     36.00
WA702       0413   5     35.00
WA702       0413   6     32.00
WA702       0413   7     30.00
WA702       0413   8     29.00
WA702       0413   9     29.00
WA702       0413  10     31.00
WA702       0413  11     27.00
WA702       0413  12     23.00
WA702       0413  13     23.00
WA702       0413  14     22.00
WA702       0413  15     24.00
WA702       0413  16     17.00
WA702       0413  17     13.00
WA702       0413  18     31.00
WA702       0413  19     34.00
WA702       0413  20     33.00
WA702       0413  21     29.00
WA702       0413  22     25.00
WA702       0413  23     21.00
WA702       0413  24     25.00
WA702       0413  25     29.00
WA702       0413  26     30.00
WA702       0413  27     31.00
WA702       0413  28     34.00
WA702       0413  29     26.00
WA702       0413  30     21.00
WA702       0513   1     17.00
WA702       0513   2     30.00
WA702       0513   3     30.00
WA702       0513   4     32.00
WA702       0513   5     33.00
WA702       0513   6     33.00
WA702       0513   7     33.00
WA702       0513   8     36.00
WA702       0513   9     36.00
WA702       0513  10     36.00
WA702       0513  11     39.00
WA702       0513  12     38.00
WA702       0513  13     32.00
WA702       0513  14     30.00
WA702       0513  15   -999.00
WA702       0513  16   -999.00
WA702       0513  17   -999.00
WA702       0513  18   -999.00
WA702       0513  19   -999.00
WA702       0513  20   -999.00
WA702       0513  21   -999.00
WA702       0513  22   -999.00
WA702       0513  23   -999.00
WA702       0513  24   -999.00
WA702       0513  25   -999.00
WA702       0513  26   -999.00
WA702       0513  27   -999.00
WA702       0513  28   -999.00
WA702       0513  29   -999.00
WA702       0513  30   -999.00
WA702       0513  31   -999.00
WA702       0613   1   -999.00
WA702       0613   2   -999.00
WA702       0613   3   -999.00
WA702       0613   4   -999.00
WA702       0613   5   -999.00
WA702       0613   6   -999.00
WA702       0613   7   -999.00
WA702       0613   8   -999.00
WA702       0613   9   -999.00
WA702       0613  10   -999.00
WA702       0613  11   -999.00
WA702       0613  12   -999.00
WA702       0613  13   -999.00
WA702       0613  14   -999.00
WA702       0613  15   -999.00
WA702       0613  16   -999.00
WA702       0613  17   -999.00
WA702       0613  18   -999.00
WA702       0613  19   -999.00
WA702       0613  20   -999.00
WA702       0613  21   -999.00
WA702       0613  22   -999.00
WA702       0613  23   -999.00
WA702       0613  24   -999.00
WA702       0613  25   -999.00
WA702       0613  26   -999.00
WA702       0613  27   -999.00
WA702       0613  28   -999.00
WA702       0613  29   -999.00
WA702       0613  30   -999.00
WA702       0713   1   -999.00
WA702       0713   2   -999.00
WA702       0713   3   -999.00
WA702       0713   4   -999.00
WA702       0713   5   -999.00
WA702       0713   6   -999.00
WA702       0713   7   -999.00
WA702       0713   8   -999.00
WA702       0713   9   -999.00
WA702       0713  10   -999.00
WA702       0713  11   -999.00
WA702       0713  12   -999.00
WA702       0713  13   -999.00
WA702       0713  14   -999.00
WA702       0713  15   -999.00
WA702       0713  16   -999.00
WA702       0713  17   -999.00
WA702       0713  18   -999.00
WA702       0713  19   -999.00
WA702       0713  20   -999.00
WA702       0713  21   -999.00
WA702       0713  22   -999.00
WA702       0713  23   -999.00
WA702       0713  24   -999.00
WA702       0713  25   -999.00
WA702       0713  26   -999.00
WA702       0713  27   -999.00
WA702       0713  28   -999.00
WA702       0713  29   -999.00
WA702       0713  30   -999.00
WA702       0713  31   -999.00
WA702       0813   1   -999.00
WA702       0813   2   -999.00
WA702       0813   3   -999.00
WA702       0813   4   -999.00
WA702       0813   5   -999.00
WA702       0813   6   -999.00
WA702       0813   7   -999.00
WA702       0813   8   -999.00
WA702       0813   9   -999.00
WA702       0813  10   -999.00
WA702       0813  11   -999.00
WA702       0813  12   -999.00
WA702       0813  13   -999.00
WA702       0813  14   -999.00
WA702       0813  15   -999.00
WA702       0813  16   -999.00
WA702       0813  17   -999.00
WA702       0813  18   -999.00
WA702       0813  19   -999.00
WA702       0813  20   -999.00
WA702       0813  21   -999.00
WA702       0813  22   -999.00
WA702       0813  23   -999.00
WA702       0813  24   -999.00
WA702       0813  25   -999.00
WA702       0813  26   -999.00
WA702       0813  27   -999.00
WA702       0813  28   -999.00
WA702       0813  29   -999.00
WA702       0813  30   -999.00
WA702       0813  31   -999.00
WA702       0913   1   -999.00
WA702       0913   2   -999.00
WA702       0913   3   -999.00
WA702       0913   4   -999.00
WA702       0913   5   -999.00
WA702       0913   6     46.00
WA702       0913   7     44.00
WA702       0913   8     44.00
WA702       0913   9     42.00
WA702       0913  10     47.00
WA702       0913  11     49.00
WA702       0913  12     47.00
WA702       0913  13     46.00
WA702       0913  14     49.00
WA702       0913  15     50.00
WA702       0913  16     46.00
WA702       0913  17     42.00
WA702       0913  18     34.00
WA702       0913  19     34.00
WA702       0913  20     42.00
WA702       0913  21     43.00
WA702       0913  22     41.00
WA702       0913  23     40.00
WA702       0913  24     38.00
WA702       0913  25     34.00
WA702       0913  26     31.00
WA702       0913  27     31.00
WA702       0913  28     37.00
WA702       0913  29     35.00
WA702       0913  30     34.00
WA702       1013   1     34.00
WA702       1013   2     33.00
WA702       1013   3     32.00
WA702       1013   4     30.00
WA702       1013   5     31.00
WA702       1013   6     33.00
WA702       1013   7     37.00
WA702       1013   8     30.00
WA702       1013   9     30.00
WA702       1013  10     30.00
WA702       1013  11     32.00
WA702       1013  12     31.00
WA702       1013  13     29.00
WA702       1013  14     30.00
WA702       1013  15     31.00
WA702       1013  16     31.00
WA702       1013  17     30.00
WA702       1013  18     33.00
WA702       1013  19     31.00
WA702       1013  20     33.00
WA702       1013  21     35.00
WA702       1013  22     36.00
WA702       1013  23     35.00
WA702       1013  24     34.00
WA702       1013  25     30.00
WA702       1013  26     28.00
WA702       1013  27     31.00
WA702       1013  28     30.00
WA702       1013  29     26.00
WA702       1013  30     25.00
WA702       1013  31     35.00
WA702       1113   1     31.00
WA702       1113   2     28.00
WA702       1113   3     28.00
WA702       1113   4     27.00
WA702       1113   5     31.00
WA702       1113   6     33.00
WA702       1113   7     34.00
WA702       1113   8     31.00
WA702       1113   9     31.00
WA702       1113  10     34.00
WA702       1113  11     34.00
WA702       1113  12     36.00
WA702       1113  13     32.00
WA702       1113  14     31.00
WA702       1113  15     30.00
WA702       1113  16     28.00
WA702       1113  17     30.00
WA702       1113  18     35.00
WA702       1113  19     26.00
WA702       1113  20     15.00
WA702       1113  21     16.00
WA702       1113  22     17.00
WA702       1113  23     27.00
WA702       1113  24     25.00
WA702       1113  25     25.00
WA702       1113  26     25.00
WA702       1113  27     29.00
WA702       1113  28     26.00
WA702       1113  29     26.00
WA702       1113  30     34.00
WA702       1213   1     34.00
WA702       1213   2     22.00
WA702       1213   3      5.00
WA702       1213   4      3.00
WA702       1213   5     -2.00
WA702       1213   6      4.00
WA702       1213   7     -9.00
WA702       1213   8     -9.00
WA702       1213   9      4.00
WA702       1213  10     20.00
WA702       1213  11     17.00
WA702       1213  12     20.00
WA702       1213  13     32.00
WA702       1213  14     31.00
WA702       1213  15     34.00
WA702       1213  16     30.00
WA702       1213  17     26.00
WA702       1213  18     18.00
WA702       1213  19     12.00
WA702       1213  20     18.00
WA702       1213  21     33.00
WA702       1213  22     33.00
WA702       1213  23     29.00
WA702       1213  24     19.00
WA702       1213  25     18.00
WA702       1213  26     25.00
WA702       1213  27     24.00
WA702       1213  28     22.00
WA702       1213  29     21.00
WA702       1213  30     30.00
WA702       1213  31     30.00
WA702       0114   1     26.00
WA702       0114   2     32.00
WA702       0114   3     18.00
WA702       0114   4      9.00
WA702       0114   5     17.00
WA702       0114   6     25.00
WA702       0114   7     31.00
WA702       0114   8     32.00
WA702       0114   9     28.00
WA702       0114  10     32.00
WA702       0114  11     30.00
WA702       0114  12     28.00
WA702       0114  13     34.00
WA702       0114  14     28.00
WA702       0114  15     22.00
WA702       0114  16     27.00
WA702       0114  17     24.00
WA702       0114  18     24.00
WA702       0114  19     26.00
WA702       0114  20     28.00
WA702       0114  21     25.00
WA702       0114  22     28.00
WA702       0114  23     31.00
WA702       0114  24     28.00
WA702       0114  25     22.00
WA702       0114  26     26.00
WA702       0114  27     26.00
WA702       0114  28     29.00
WA702       0114  29     32.00
WA702       0114  30     28.00
WA702       0114  31     28.00
WA702       0214   1     17.00
WA702       0214   2     15.00
WA702       0214   3     16.00
WA702       0214   4      5.00
WA702       0214   5     -2.00
WA702       0214   6     -2.00
WA702       0214   7      1.00
WA702       0214   8     10.00
WA702       0214   9     14.00
WA702       0214  10     23.00
WA702       0214  11     33.00
WA702       0214  12     34.00
WA702       0214  13     29.00
WA702       0214  14     30.00
WA702       0214  15     26.00
WA702       0214  16     26.00
WA702       0214  17     29.00
WA702       0214  18     24.00
WA702       0214  19     24.00
WA702       0214  20     28.00
WA702       0214  21     25.00
WA702       0214  22     15.00
WA702       0214  23     27.00
WA702       0214  24     29.00
WA702       0214  25     24.00
WA702       0214  26     25.00
WA702       0214  27     27.00
WA702       0214  28     30.00
WA702       0314   1     18.00
WA702       0314   2     18.00
WA702       0314   3     34.00
WA702       0314   4     34.00
WA702       0314   5     36.00
WA702       0314   6     34.00
WA702       0314   7     29.00
WA702       0314   8     29.00
WA702       0314   9     35.00
WA702       0314  10     31.00
WA702       0314  11     25.00
WA702       0314  12     24.00
WA702       0314  13     25.00
WA702       0314  14     30.00
WA702       0314  15     26.00
WA702       0314  16     29.00
WA702       0314  17     26.00
WA702       0314  18     17.00
WA702       0314  19     25.00
WA702       0314  20     24.00
WA702       0314  21     17.00
WA702       0314  22     14.00
WA702       0314  23     28.00
WA702       0314  24     26.00
WA702       0314  25     32.00
WA702       0314  26     30.00
WA702       0314  27     31.00
WA702       0314  28     32.00
WA702       0314  29     33.00
WA702       0314  30     28.00
WA702       0314  31     25.00
WA702       0414   1     33.00
WA702       0414   2     28.00
WA702       0414   3     28.00
WA702       0414   4     32.00
WA702       0414   5     33.00
WA702       0414   6     33.00
WA702       0414   7     30.00
WA702       0414   8     34.00
WA702       0414   9     30.00
WA702       0414  10     25.00
WA702       0414  11     26.00
WA702       0414  12     30.00
WA702       0414  13     27.00
WA702       0414  14     31.00
WA702       0414  15     30.00
WA702       0414  16     34.00
WA702       0414  17     32.00
WA702       0414  18     30.00
WA702       0414  19     28.00
WA702       0414  20     30.00
WA702       0414  21     32.00
WA702       0414  22     30.00
WA702       0414  23     31.00
WA702       0414  24     33.00
WA702       0414  25     29.00
WA702       0414  26     31.00
WA702       0414  27     28.00
WA702       0414  28     28.00
WA702       0414  29     34.00
WA702       0414  30     38.00
WA702       0514   1     35.00
WA702       0514   2     35.00
WA702       0514   3     34.00
WA702       0514   4     34.00
WA702       0514   5     34.00
WA702       0514   6     36.00
WA702       0514   7     32.00
WA702       0514   8     32.00
WA702       0514   9     33.00
WA702       0514  10     32.00
WA702       0514  11     31.00
WA702       0514  12     31.00
WA702       0514  13     33.00
WA702       0514  14     35.00
WA702       0514  15     36.00
WA702       0514  16     35.00
WA702       0514  17     33.00
WA702       0514  18     32.00
WA702       0514  19     32.00
WA702       0514  20     31.00
WA702       0514  21     36.00
WA702       0514  22     35.00
WA702       0514  23     40.00
WA702       0514  24     38.00
WA702       0514  25     39.00
WA702       0514  26     33.00
WA702       0514  27     36.00
WA702       0514  28     36.00
WA702       0514  29     31.00
WA702       0514  30     33.00
WA702       0514  31     35.00
WA702       0614   1     38.00
WA702       0614   2     34.00
WA702       0614   3     44.00
WA702       0614   4     40.00
WA702       0614   5     34.00
WA702       0614   6     32.00
WA702       0614   7     33.00
WA702       0614   8     35.00
WA702       0614   9     42.00
WA702       0614  10     37.00
WA702       0614  11     36.00
WA702       0614  12     40.00
WA702       0614  13     38.00
WA702       0614  14     36.00
WA702       0614  15     35.00
WA702       0614  16     34.00
WA702       0614  17     36.00
WA702       0614  18     39.00
WA702       0614  19     35.00
WA702       0614  20     35.00
WA702       0614  21     31.00
WA702       0614  22     35.00
WA702       0614  23     41.00
WA702       0614  24     45.00
WA702       0614  25     45.00
WA702       0614  26     45.00
WA702       0614  27     44.00
WA702       0614  28     44.00
WA702       0614  29     41.00
WA702       0614  30     38.00
WA702       0714   1     50.00
WA702       0714   2     48.00
WA702       0714   3     48.00
WA702       0714   4     44.00
WA702       0714   5     46.00
WA702       0714   6     45.00
WA702       0714   7     46.00
WA702       0714   8     48.00
WA702       0714   9     48.00
WA702       0714  10     46.00
WA702       0714  11     40.00
WA702       0714  12     48.00
WA702       0714  13     50.00
WA702       0714  14     47.00
WA702       0714  15     48.00
WA702       0714  16     47.00
WA702       0714  17     43.00
WA702       0714  18     40.00
WA702       0714  19     44.00
WA702       0714  20     45.00
WA702       0714  21     42.00
WA702       0714  22     48.00
WA702       0714  23     42.00
WA702       0714  24     41.00
WA702       0714  25     39.00
WA702       0714  26     45.00
WA702       0714  27     42.00
WA702       0714  28     47.00
WA702       0714  29     46.00
WA702       0714  30     46.00
WA702       0714  31     43.00
WA702       0814   1     51.00
WA702       0814   2     48.00
WA702       0814   3     48.00
WA702       0814   4     48.00
WA702       0814   5     42.00
WA702       0814   6     47.00
WA702       0814   7     43.00
WA702       0814   8     39.00
WA702       0814   9     40.00
WA702       0814  10     44.00
WA702       0814  11     48.00
WA702       0814  12     52.00
WA702       0814  13     51.00
WA702       0814  14     51.00
WA702       0814  15     46.00
WA702       0814  16     50.00
WA702       0814  17     50.00
WA702       0814  18     47.00
WA702       0814  19     51.00
WA702       0814  20     45.00
WA702       0814  21     37.00
WA702       0814  22     35.00
WA702       0814  23     40.00
WA702       0814  24     39.00
WA702       0814  25     39.00
WA702       0814  26     42.00
WA702       0814  27     46.00
WA702       0814  28     42.00
WA702       0814  29     41.00
WA702       0814  30     42.00
WA702       0814  31     42.00
WA702       0914   1     36.00
WA702       0914   2     40.00
WA702       0914   3     35.00
WA702       0914   4     35.00
WA702       0914   5     42.00
WA702       0914   6     41.00
WA702       0914   7     38.00
WA702       0914   8     35.00
WA702       0914   9     40.00
WA702       0914  10     36.00
WA702       0914  11     37.00
WA702       0914  12     40.00
WA702       0914  13     39.00
WA702       0914  14     37.00
WA702       0914  15     39.00
WA702       0914  16     44.00
WA702       0914  17     44.00
WA702       0914  18     47.00
WA702       0914  19     42.00
WA702       0914  20     43.00
WA702       0914  21     48.00
WA702       0914  22     47.00
WA702       0914  23     43.00
WA702       0914  24     47.00
WA702       0914  25     44.00
WA702       0914  26     41.00
WA702       0914  27     35.00
WA702       0914  28     38.00
WA702       0914  29     36.00
WA702       0914  30     41.00
WA702       1014   1     33.00
WA702       1014   2     32.00
WA702       1014   3     35.00
WA702       1014   4     37.00
WA702       1014   5     41.00
WA702       1014   6     42.00
WA702       1014   7     40.00
WA702       1014   8     36.00
WA702       1014   9     35.00
WA702       1014  10     35.00
WA702       1014  11     42.00
WA702       1014  12     41.00
WA702       1014  13     37.00
WA702       1014  14     40.00
WA702       1014  15     39.00
WA702       1014  16     38.00
WA702       1014  17     40.00
WA702       1014  18     42.00
WA702       1014  19     41.00
WA702       1014  20     41.00
WA702       1014  21     38.00
WA702       1014  22     40.00
WA702       1014  23     36.00
WA702       1014  24     34.00
WA702       1014  25     35.00
WA702       1014  26     34.00
WA702       1014  27     31.00
WA702       1014  28     36.00
WA702       1014  29     42.00
WA702       1014  30     43.00
WA702       1014  31     34.00
WA702       1114   1     34.00
WA702       1114   2     34.00
WA702       1114   3     40.00
WA702       1114   4     38.00
WA702       1114   5     38.00
WA702       1114   6     36.00
WA702       1114   7     32.00
WA702       1114   8     30.00
WA702       1114   9     34.00
WA702       1114  10     27.00
WA702       1114  11     13.00
WA702       1114  12     10.00
WA702       1114  13     15.00
WA702       1114  14     15.00
WA702       1114  15     15.00
WA702       1114  16     18.00
WA702       1114  17     23.00
WA702       1114  18     20.00
WA702       1114  19     29.00
WA702       1114  20     28.00
WA702       1114  21     34.00
WA702       1114  22     30.00
WA702       1114  23     28.00
WA702       1114  24     21.00
WA702       1114  25     38.00
WA702       1114  26     40.00
WA702       1114  27     39.00
WA702       1114  28     28.00
WA702       1114  29      9.00
WA702       1114  30     10.00
WA702       1214   1     11.00
WA702       1214   2     13.00
WA702       1214   3     25.00
WA702       1214   4     28.00
WA702       1214   5     33.00
WA702       1214   6     34.00
WA702       1214   7     33.00
WA702       1214   8     33.00
WA702       1214   9     38.00
WA702       1214  10     35.00
WA702       1214  11     33.00
WA702       1214  12     33.00
WA702       1214  13     27.00
WA702       1214  14     27.00
WA702       1214  15     27.00
WA702       1214  16     28.00
WA702       1214  17     30.00
WA702       1214  18     31.00
WA702       1214  19     30.00
WA702       1214  20     31.00
WA702       1214  21     34.00
WA702       1214  22     31.00
WA702       1214  23     30.00
WA702       1214  24     29.00
WA702       1214  25     26.00
WA702       1214  26     15.00
WA702       1214  27     28.00
WA702       1214  28     24.00
WA702       1214  29     13.00
WA702       1214  30      6.00
WA702       1214  31      5.00
WA702       0115   1     14.00
WA702       0115   2     16.00
WA702       0115   3     22.00
WA702       0115   4     31.00
WA702       0115   5     34.00
WA702       0115   6     33.00
WA702       0115   7     30.00
WA702       0115   8     30.00
WA702       0115   9     29.00
WA702       0115  10     29.00
WA702       0115  11     31.00
WA702       0115  12     28.00
WA702       0115  13     23.00
WA702       0115  14     23.00
WA702       0115  15     21.00
WA702       0115  16     25.00
WA702       0115  17     26.00
WA702       0115  18     33.00
WA702       0115  19     26.00
WA702       0115  20     25.00
WA702       0115  21     23.00
WA702       0115  22     29.00
